captured_in_slm,final_energy_over_slm_depth,final_excitation_energy_uK,excitation_energy_change_uK,label
True,-0.9968979021051433,0.43429370527993866,0.43429370527993866,ease_in_quad
True,-0.9982632367315104,0.24314685758854707,0.24314685758854707,linear
True,-0.9999981802918515,0.00025475914079753186,0.00025475914079753186,sine
True,-0.9999382653990928,0.008642844126999567,0.008642844126999567,smootherstep
True,-0.999999658374217,4.782760961702604e-05,4.782760961702604e-05,smoothstep
