experiment,sub_experiment,noise_mode,structure,temperature_uK,condition,duration_us,dt_ns,v_peak_mm_per_s,eta_peak,step_displacement_frac,shots,captured,capture_rate,wilson_low,wilson_high,margin_q10,margin_mean,exc_move_end_median,follow_loss_rate,noise_recoil_injected_mean,noise_parametric_injected_mean,noise_pointing_injected_mean,noise_total_injected_mean,work_residual_median_over_depth,pair_difference,pair_ci_low,pair_ci_high,both_captured,only_on,only_off,both_failed,status,error
noise,v95_shift,x100,frozen_shape_scaled,20.0,160,160.0,50.0,28.68304281476989,0.10836037912937375,0.0012257710604602517,300,287,0.9566666666666667,0.9272825343659885,0.9745035519155927,0.7835939040646407,0.8530351824721074,1.0000038180311095,1.0,5.6808255392270656e-09,7.252331862370006e-06,2.0938906163891677e-08,7.278951594073112e-06,3.3461114888553578e-06,,,,,,,,ok,
noise,v95_shift,x100,frozen_shape_scaled,20.0,120,119.99999999999999,50.0,38.24405708635985,0.1444805055058317,0.0016343614139470025,300,286,0.9533333333333334,0.923202639772079,0.9720010663176659,0.6352564820744186,0.8229221766244164,1.0000056121646907,1.0,4.260619154420335e-09,6.232962365474989e-06,1.570417962291794e-08,6.25292716425232e-06,4.715905484601489e-06,,,,,,,,ok,
noise,v95_shift,x100,frozen_shape_scaled,20.0,90,89.99999999999999,44.09603135717785,50.992076115146475,0.19264067400777557,0.0019218360575564948,300,271,0.9033333333333333,0.8646182980304887,0.9318497051817106,0.6332539382738226,0.778651725753357,1.0000068047435058,1.0,3.195464365815385e-09,6.356742029081489e-06,1.177813471718791e-08,6.371715628164487e-06,5.0704065997476e-06,,,,,,,,ok,
noise,v95_shift,x100,frozen_shape_scaled,20.0,65,65.0,31.84713375796178,70.6044130825105,0.2667332409338431,0.0019218360575564948,300,147,0.49,0.43391704888051774,0.5463358105439731,-0.09517957900029114,0.4022936476822408,1.0402643211154015,1.0,2.3078353753111245e-09,1.21442723922369e-05,8.506430629080258e-09,1.2155086658241294e-05,3.6646264861235183e-06,,,,,,,,ok,
noise,v95_shift,x100,frozen_shape_scaled,20.0,45,44.99999999999999,22.048015678588925,101.98415223029295,0.38528134801555114,0.0019218360575564948,300,101,0.33666666666666667,0.2855553679085868,0.39190800269143145,-0.11610533050866115,0.014923767232143288,1.0303899953001747,1.0,1.5977321829076925e-09,1.1569133996080284e-05,5.889067358593955e-09,1.1576620795621786e-05,2.1491623376982014e-06,,,,,,,,ok,
noise,v95_shift,x100,frozen_shape_scaled,20.0,32,32.0,15.678588926996568,143.41521407384943,0.5418018956468688,0.0019218360575564946,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-2.870612782648504,-1.1934777839394697,1.0258391728841705,1.0,1.1361651078454513e-09,1.111009750017845e-05,4.187781232778089e-09,1.1115421446519077e-05,1.302123886761615e-06,,,,,,,,ok,
noise,v95_shift,x100,frozen_shape_scaled,20.0,25,24.999999999999996,12.24889759921607,183.5714740145273,0.6935064264279921,0.0019218360575564948,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-3.341554468568264,-1.3742670969581825,1.0202637146906055,1.0,8.876289905042143e-10,8.92034755610657e-06,3.2717040881077805e-09,8.924506889185183e-06,1.1330630146495973e-06,,,,,,,,ok,
noise,v95_shift,x100,frozen_shape_scaled,20.0,20,20.0,9.799118079372855,229.46434251815913,0.86688303303499,0.0019218360575564946,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-2.7292123783983393,-0.9103268281426395,1.0218567473973224,1.0,7.101031924033832e-10,6.702270447013694e-06,2.617363270486429e-09,6.705597913476584e-06,1.0324674735239684e-06,,,,,,,,ok,
noise,onoff_paired,off,trapezoid_frozen_ramp,5.0,10,349.65995194420924,49.99427394112227,10.0,0.037778550842442436,0.00042730148667625886,300,300,1.0,0.9873570287754538,0.9999999999999998,0.940735112434003,0.9743999727710654,1.0032087014886135,1.0,,,,,8.940264593866055e-07,,,,,,,,ok,
noise,onoff_paired,x1,trapezoid_frozen_ramp,5.0,10,349.65995194420924,49.99427394112227,10.0,0.037778550842442436,0.00042730148667625886,300,300,1.0,0.9873570287754538,0.9999999999999998,0.9404813633936541,0.974299326144826,1.0032163631363002,1.0,1.2414732406561593e-10,2.1366377736783134e-08,4.575935576894729e-10,2.1948118618537975e-08,8.941353147575648e-07,0.0,0.0,0.0,300,0,0,0,ok,
noise,onoff_paired,off,trapezoid_frozen_ramp,5.0,40,87.41498798605231,42.85048430688839,40.0,0.15111420336976975,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.9264776096922913,0.9675482349785753,1.0041984687033476,1.0,,,,,3.182638986940885e-06,,,,,,,,ok,
noise,onoff_paired,x1,trapezoid_frozen_ramp,5.0,40,87.41498798605231,42.85048430688839,40.0,0.15111420336976975,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.9264228773949184,0.9675203273067935,1.0042022769395287,1.0,3.103683101640109e-11,2.0693229103464802e-08,1.1439838942234537e-10,2.0838664323903633e-08,3.182615653179286e-06,0.0,0.0,0.0,300,0,0,0,ok,
noise,onoff_paired,off,trapezoid_frozen_ramp,5.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.8192466410644853,0.9002791889305907,1.0034842488341185,1.0,,,,,2.077914536838827e-06,,,,,,,,ok,
noise,onoff_paired,x1,trapezoid_frozen_ramp,5.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.8191738492497173,0.9002401917032372,1.0034962168207184,1.0,2.2572240739199857e-11,2.6873859959433492e-08,8.319882867079961e-11,2.6979631028843512e-08,2.078379676850507e-06,0.0,0.0,0.0,300,0,0,0,ok,
noise,onoff_paired,off,trapezoid_frozen_ramp,5.0,80,43.707493993026155,21.425242153444195,80.0,0.3022284067395395,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.6575569431635624,0.8105815830285747,1.0549471549599654,1.0,,,,,2.3268668572523837e-06,,,,,,,,ok,
noise,onoff_paired,x1,trapezoid_frozen_ramp,5.0,80,43.707493993026155,21.425242153444195,80.0,0.3022284067395395,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.6574205182020803,0.8105134813714674,1.0549406963320065,1.0,1.5518415508200544e-11,5.914681108268772e-08,5.719919471117269e-11,5.921952869290708e-08,2.3264279962796333e-06,0.0,0.0,0.0,300,0,0,0,ok,
noise,onoff_paired,off,trapezoid_frozen_ramp,20.0,10,349.65995194420924,49.99427394112227,10.0,0.037778550842442436,0.00042730148667625886,300,300,1.0,0.9873570287754538,0.9999999999999998,0.7989200753892884,0.9064191035659018,1.0108168309178107,1.0,,,,,2.9265433579220533e-06,,,,,,,,ok,
noise,onoff_paired,x1,trapezoid_frozen_ramp,20.0,10,349.65995194420924,49.99427394112227,10.0,0.037778550842442436,0.00042730148667625886,300,300,1.0,0.9873570287754538,0.9999999999999998,0.7978420859858945,0.9059726469454332,1.0109256018998831,1.0,1.2414732406561593e-10,8.765299873536145e-08,4.575935576894729e-10,8.823473961711647e-08,2.938877121033815e-06,0.0,0.0,0.0,300,0,0,0,ok,
noise,onoff_paired,off,trapezoid_frozen_ramp,20.0,40,87.41498798605231,42.85048430688839,40.0,0.15111420336976975,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.8011870845034708,0.9006478055706721,1.01055472755855,1.0,,,,,3.815656423998774e-06,,,,,,,,ok,
noise,onoff_paired,x1,trapezoid_frozen_ramp,20.0,40,87.41498798605231,42.85048430688839,40.0,0.15111420336976975,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.8010863142051159,0.9005447454862102,1.0105664593111159,1.0,3.103683101640109e-11,3.731004621713377e-08,1.1439838942234537e-10,3.7455481437572646e-08,3.815953425768568e-06,0.0,0.0,0.0,300,0,0,0,ok,
noise,onoff_paired,off,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.7070232129017635,0.8553675556151593,1.0135121856994345,1.0,,,,,2.440244984878503e-06,,,,,,,,ok,
noise,onoff_paired,x1,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.7067308726153079,0.8552929096026662,1.0135212735894905,1.0,2.2572240739199857e-11,4.02211979423571e-08,8.319882867079961e-11,4.0326969011767036e-08,2.4402946294964397e-06,0.0,0.0,0.0,300,0,0,0,ok,
noise,onoff_paired,off,trapezoid_frozen_ramp,20.0,80,43.707493993026155,21.425242153444195,80.0,0.3022284067395395,0.0014649738224577229,300,285,0.95,0.9191529665272558,0.9694683593706526,0.3164073801843497,0.6624448111352421,1.035400743789726,1.0,,,,,2.577739941836738e-06,,,,,,,,ok,
noise,onoff_paired,x1,trapezoid_frozen_ramp,20.0,80,43.707493993026155,21.425242153444195,80.0,0.3022284067395395,0.0014649738224577229,300,285,0.95,0.9191529665272558,0.9694683593706526,0.31594999108504307,0.6623027216805458,1.035431919149437,1.0,1.5518415508200544e-11,7.088668223251923e-08,5.719919471117269e-11,7.095939984273861e-08,2.577373728028084e-06,0.0,0.0,0.0,285,0,0,15,ok,
noise,amplitude_sensitivity,x1,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.6664280160073359,0.8398775576424296,1.0111688008039625,1.0,2.2572240739199857e-11,4.2999200387682015e-08,8.319882867079961e-11,4.310497145709194e-08,2.4033759960649686e-06,,,,,,,,ok,
noise,amplitude_sensitivity,x10,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.6645470108902701,0.8390339330826362,1.01126993860268,1.0,2.25722407391995e-10,4.308404680946215e-07,8.319882867079496e-10,4.3189817878872167e-07,2.4069901191041662e-06,,,,,,,,ok,
noise,amplitude_sensitivity,x100,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,150,0.5,0.4437795161339169,0.5562204838660831,-0.08697658850995615,0.4242199797304746,1.0316204471346813,1.0,2.2572240739199646e-09,1.1189834933425097e-05,8.319882867079878e-09,1.1200412040366083e-05,2.8049198697278656e-06,,,,,,,,ok,
noise,amplitude_sensitivity,x1000,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,150,0.5,0.4437795161339169,0.5562204838660831,-1.5857858199885164,-0.2854725484677164,1.3402135926514331,1.0,2.2572240739199733e-08,0.00014401988155452483,8.319882867080258e-08,0.00014412565262393479,2.829203214743944e-06,,,,,,,,ok,
noise,channel_breakdown,off,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.6766391902391381,0.8327753138853383,1.0148670864289633,1.0,,,,,2.7112672511194453e-06,,,,,,,,ok,
noise,channel_breakdown,all_channels,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,143,0.4766666666666667,0.42080166187431245,0.533121676782833,-0.08810415445277513,0.4015869048500002,1.0359296044559405,1.0,2.2572240739199646e-09,1.1626494897765155e-05,8.319882867079878e-09,1.1637072004706145e-05,3.7674819305647103e-06,,,,,,,,ok,
noise,channel_breakdown,recoil_only,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.6766524279893482,0.8327708382069647,1.0148664639601268,1.0,2.2572240739199646e-09,0.0,0.0,2.2572240739199646e-09,2.7111377042315248e-06,,,,,,,,ok,
noise,channel_breakdown,parametric_only,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,144,0.48,0.42407680086272237,0.5364289179862594,-0.08806448017414412,0.40476947256811835,1.0359111606741005,1.0,0.0,1.1577669689575842e-05,0.0,1.1577669689575842e-05,3.7674982107211414e-06,,,,,,,,ok,
noise,channel_breakdown,pointing_only,trapezoid_frozen_ramp,20.0,55,63.57453671712895,31.163988586827916,55.00000000000001,0.20778202963343345,0.0014649738224577229,300,300,1.0,0.9873570287754538,0.9999999999999998,0.6766880139259919,0.8327671379301194,1.0148654058445978,1.0,0.0,0.0,8.319882867079878e-09,8.319882867079878e-09,2.710951753493811e-06,,,,,,,,ok,
