value,shots,captured,capture_fraction,wilson_lo,wilson_hi,mean_excitation_change_uK,mean_capture_margin
100,200,200,1.0,0.9811546736227335,1.0,51.07332084326462,0.5989862013161943
160,200,200,1.0,0.9811546736227335,1.0,3.0182585065629373,0.9374365567300904
220,200,200,1.0,0.9811546736227335,1.0,-0.8599220981268296,0.974843874914065
280,200,200,1.0,0.9811546736227335,1.0,-1.400503356804905,0.9760517499113959
360,200,200,1.0,0.9811546736227335,1.0,-1.9857041659348613,0.9765976887393981
440,200,200,1.0,0.9811546736227335,1.0,-2.1762484385167045,0.9800358929756253
