value,shots,captured,capture_fraction,wilson_lo,wilson_hi,mean_excitation_change_uK,mean_capture_margin
0.6,200,200,1.0,0.9811546736227335,1.0,8.302070679026775,0.9085878645872696
1.2,200,200,1.0,0.9811546736227335,1.0,1.1684632223212226,0.9535369036505265
1.8,200,200,1.0,0.9811546736227335,1.0,-1.4259336911012346,0.9740691375944789
2.4,200,200,1.0,0.9811546736227335,1.0,-1.337664439090996,0.9771005436034919
3.0,200,200,1.0,0.9811546736227335,1.0,-1.3553511912933618,0.9771157542750961
3.6,200,200,1.0,0.9811546736227335,1.0,-1.4145109510716265,0.9757477687273586
4.8,200,200,1.0,0.9811546736227335,1.0,-1.1192899065267907,0.9776446164197725
