value,shots,captured,capture_fraction,wilson_lo,wilson_hi,mean_excitation_change_uK,mean_capture_margin
40,200,200,1.0,0.9811546736227335,1.0,-3.133362301831161,0.9536554594867224
60,200,200,1.0,0.9811546736227335,1.0,-2.4026006642803,0.9659265512377836
90,200,200,1.0,0.9811546736227335,1.0,-2.4957391909906352,0.9639681147945904
140,200,200,1.0,0.9811546736227335,1.0,-1.503738109118285,0.9741229606688888
200,200,200,1.0,0.9811546736227335,1.0,-0.6545488171900719,0.9781144128145409
280,200,200,1.0,0.9811546736227335,1.0,16.40840742234527,0.9239436928945796
