value,shots,captured,capture_fraction,wilson_lo,wilson_hi,mean_excitation_change_uK,mean_capture_margin
0.2,200,200,1.0,0.9811546736227335,1.0,-0.8039193464885076,0.9696445819601521
0.3,200,200,1.0,0.9811546736227335,1.0,-1.155384222712683,0.9734297087336983
0.4,200,200,1.0,0.9811546736227335,1.0,-1.386685840283335,0.9761665800390128
0.5,200,200,1.0,0.9811546736227335,1.0,-1.4247075207160282,0.9748892625819308
0.6,200,200,1.0,0.9811546736227335,1.0,-1.423618020712749,0.9757163360602777
0.7,200,200,1.0,0.9811546736227335,1.0,-1.4839016630844406,0.9747065587185701
0.8,200,200,1.0,0.9811546736227335,1.0,-1.5764738924397323,0.9731604717768046
