conditional_return,depth_scale,eta_scale,joint_return,pool_tag,rabi_scale,site,static_detuning_hz,survival
0.8785921715942049,1.0,1.0,0.8785921715942049,sites_195,1.0,98,0.0,1.0
0.8788042069396004,1.0,1.0,0.8788042069396004,sites_195,1.0,99,0.0,1.0
0.8790072965332624,1.0,1.0,0.8790072965332624,sites_195,1.0,100,0.0,1.0
0.8774357536686818,1.0,1.0,0.8774357536686818,sites_195,1.0,101,0.0,1.0
0.8777803900311909,1.0,1.0,0.8777803900311909,sites_195,1.0,102,0.0,1.0
0.8781659001350713,1.0,1.0,0.8781659001350713,sites_195,1.0,103,0.0,1.0
0.8780230970032152,1.0,1.0,0.8780230970032152,sites_195,1.0,104,0.0,1.0
0.8786019697351037,1.0,1.0,0.8786019697351037,sites_195,1.0,105,0.0,1.0
0.8790349628376009,1.0,1.0,0.8790349628376009,sites_195,1.0,106,0.0,1.0
0.8784090459083009,1.0,1.0,0.8784090459083009,sites_195,1.0,107,0.0,1.0
0.8782795788304231,1.0,1.0,0.8782795788304231,sites_195,1.0,108,0.0,1.0
0.8786429500966448,1.0,1.0,0.8786429500966448,sites_195,1.0,109,0.0,1.0
0.8788086581456648,1.0,1.0,0.8788086581456648,sites_195,1.0,110,0.0,1.0
0.8783350973393443,1.0,1.0,0.8783350973393443,sites_195,1.0,111,0.0,1.0
0.878810795171496,1.0,1.0,0.878810795171496,sites_195,1.0,112,0.0,1.0
0.8780488859180586,1.0,1.0,0.8780488859180586,sites_195,1.0,113,0.0,1.0
0.8779979277051224,1.0,1.0,0.8779979277051224,sites_195,1.0,114,0.0,1.0
0.8785385954722523,1.0,1.0,0.8785385954722523,sites_195,1.0,115,0.0,1.0
0.8773651407737042,1.0,1.0,0.8773651407737042,sites_195,1.0,116,0.0,1.0
0.8782414166653055,1.0,1.0,0.8782414166653055,sites_195,1.0,117,0.0,1.0
0.8783356532215709,1.0,1.0,0.8783356532215709,sites_195,1.0,118,0.0,1.0
0.8773906522741698,1.0,1.0,0.8773906522741698,sites_195,1.0,119,0.0,1.0
0.878722177853579,1.0,1.0,0.878722177853579,sites_195,1.0,120,0.0,1.0
0.8773658521979179,1.0,1.0,0.8773658521979179,sites_195,1.0,121,0.0,1.0
0.8779689611639364,1.0,1.0,0.8779689611639364,sites_195,1.0,122,0.0,1.0
0.8770415598510691,1.0,1.0,0.8770415598510691,sites_195,1.0,123,0.0,1.0
0.8779360274963108,1.0,1.0,0.8779360274963108,sites_195,1.0,124,0.0,1.0
0.8776744188548461,1.0,1.0,0.8776744188548461,sites_195,1.0,125,0.0,1.0
0.8779216318640399,1.0,1.0,0.8779216318640399,sites_195,1.0,126,0.0,1.0
0.8784164844051301,1.0,1.0,0.8784164844051301,sites_195,1.0,127,0.0,1.0
0.8780569319872211,1.0,1.0,0.8780569319872211,sites_195,1.0,128,0.0,1.0
0.8772946049445531,1.0,1.0,0.8772946049445531,sites_195,1.0,129,0.0,1.0
0.8782159456200143,1.0,1.0,0.8782159456200143,sites_195,1.0,130,0.0,1.0
0.877106625495167,1.0,1.0,0.877106625495167,sites_195,1.0,131,0.0,1.0
