array_conditional_return,array_survival,best_decile,between_site_std,n_sites,pool_tag,within_site_std,worst_decile
0.8746455295961176,1.0,0.87609102048112,0.0010558044860786468,47,sites_47,0.11384521047038121,0.8733200868943733
0.878319862154575,1.0,0.8791474888500321,0.0006482569537405145,195,sites_195,0.10731545677812339,0.8773931677908916
