num_one_way_trips,survival_raw,survival_raw_err,survival_conditioned,survival_conditioned_err,survival_scattering_model
0.0,0.9750792789160411,0.002827886670909226,0.9776622295806476,0.0028057129813958475,0.976
2.0,0.964493734091484,0.0031134996246439998,0.9709409083193572,0.003112238573078857,0.9690516099288611
4.0,0.9483535769582346,0.0035808899732961206,0.9635848146607003,0.0030467838517251673,0.962152687198481
6.0,0.9381778937627894,0.0034801190516920524,0.9575215074248262,0.0036709904227285343,0.9553028796383893
8.0,0.9090508934325575,0.008122428259350495,0.9337889443004677,0.005276801167152804,0.9485018375853056
10.0,0.883305314074037,0.009625563341191384,0.9106134163705372,0.007777917811460897,0.9417492138652905
12.0,0.8647824249805603,0.010144094300420833,0.8939695841808424,0.009342967846757389,0.9350446637760236
