d_AR_raw,P00_AR_raw,P00_err_AR_raw,d_AR_cond,P00_AR_cond,P00_err_AR_cond,d_TO_raw,P00_TO_raw,P00_err_TO_raw,d_TO_cond,P00_TO_cond,P00_err_TO_cond
0.0,0.8507501855359954,0.012201813336878867,0.0,0.9017579851802038,0.010552894115061159,0.0,0.8515316941429614,0.01516035195592367,0.0,0.9021892109803694,0.01067737235847213
4.0,0.7874433940073418,0.012783426155798463,4.0,0.8495572461827422,0.011384510784321787,4.0,0.7990431929383346,0.013381333660230125,4.0,0.8742589625093186,0.01161746255780144
8.0,0.7317248957487561,0.011694426696310005,8.0,0.8172948770950971,0.012126186520811818,8.0,0.7653390795372275,0.014181301676322495,8.0,0.8351460145110753,0.013361216901322318
12.0,0.6831189063749399,0.014301771152085262,12.0,0.782276308949375,0.014599130580978795,12.0,0.7375107675251211,0.01984921706894003,12.0,0.8299530606252078,0.018041331463327044
16.0,0.6600405326813263,0.015396233802320082,16.0,0.7739458105035046,0.016106954403420377,16.0,0.7088548708636676,0.020939549859715655,16.0,0.815367027928591,0.017781923788461104
20.0,0.622585355967656,0.014935450628178937,20.0,0.7384857613471121,0.015547224542109552,20.0,0.6747384361595368,0.0184992726740391,20.0,0.797520616439289,0.01681991335236968
