time_ms,total_trap_depth_MHz,cumulative_scattering_prob,cumulative_photoionization_prob
0.3479,1.787252038445056,0.00029399528951671666,3.88340635742713e-05
0.348,1.7876705466063572,0.00029411600444678075,3.885735722144585e-05
0.3481,1.7880890783761352,0.00029423674758100087,3.888066177697556e-05
0.3482,1.7885076336988408,0.0002943575189235179,3.890397724402808e-05
0.3483,1.788926212518925,0.00029447831847846954,3.892730362577008e-05
0.34839999999999993,1.789344814780838,0.0002945991462499902,3.895064092536718e-05
0.3485,1.7897634404290315,0.0002947200022422108,3.897398914598398e-05
0.34859999999999997,1.790182089407955,0.00029484088645925923,3.8997348290784085e-05
0.34869999999999995,1.7906007616620598,0.00029496179890525987,3.902071836293003e-05
0.34879999999999994,1.7910194571357962,0.00029508273958433367,3.904409936558338e-05
0.3489,1.791438175773615,0.00029520370850059853,3.906749130190464e-05
0.349,1.7918569175199675,0.00029532470565816885,3.909089417505329e-05
0.34909999999999997,1.7922756823193027,0.00029544573106115576,3.9114307988187795e-05
0.34919999999999995,1.7926944701160727,0.0002955667847136671,3.9137732744465576e-05
0.3493,1.7931132808547279,0.00029568786661980726,3.9161168447043044e-05
0.3494,1.7935321144797183,0.0002958089767836774,3.918461509907556e-05
0.3495,1.793950970935495,0.00029593011520937537,3.920807270371745e-05
0.34959999999999997,1.7943698501665084,0.0002960512819009957,3.923154126412202e-05
0.3497,1.79478875211721,0.0002961724768626294,3.9255020783441526e-05
0.3498,1.7952076767320488,0.00029629370009836436,3.92785112648272e-05
0.3499,1.7956266239554768,0.0002964149516122851,3.930201271142921e-05
0.35,1.7960455937319444,0.00029653623140847276,3.932552512639672e-05
0.3501,1.7964645860059023,0.00029665753949100507,3.9349048512877816e-05
0.3502,1.7968836007218003,0.0002967788758639566,3.9372582874019567e-05
0.3503,1.7973026378240902,0.0002969002405313984,3.9396128212968e-05
0.3504,1.797721697257222,0.00029702163349739827,3.941968453286807e-05
0.35050000000000003,1.7981407789656465,0.00029714305476602075,3.94432518368637e-05
0.3506,1.7985598828938139,0.0002972645043413269,3.946683012809778e-05
0.35069999999999996,1.798979008986175,0.0002973859822273744,3.949041940971212e-05
0.35079999999999995,1.799398157187181,0.0002975074884282178,3.951401968484752e-05
0.3509,1.7998173274412828,0.00029762902294790805,3.9537630956643674e-05
0.351,1.80023651969293,0.00029775058579049294,3.956125322823927e-05
0.35109999999999997,1.8006557338865739,0.0002978721769600168,3.958488650277191e-05
0.35119999999999996,1.8010749699666646,0.00029799379646052067,3.9608530783378165e-05
0.3513,1.8014942278776531,0.0002981154442960422,3.963218607319353e-05
0.3514,1.8019135075639905,0.00029823712047061566,3.965585237535244e-05
0.3515,1.802332808970126,0.00029835882498827207,3.9679529692988294e-05
0.35159999999999997,1.802752132040512,0.000298480557853039,3.97032180292334e-05
0.35169999999999996,1.8031714767195985,0.0002986023190689406,3.972691738721902e-05
0.3518,1.8035908429518357,0.00029872410863999787,3.975062777007534e-05
0.3519,1.8040102306816748,0.0002988459265702283,3.97743491809315e-05
0.352,1.804429639853566,0.000298967772863646,3.979808162291555e-05
0.35209999999999997,1.8048490704119597,0.00029908964752426174,3.9821825099154484e-05
0.3522,1.8052685223013076,0.00029921155055608306,3.984557961277423e-05
0.3523,1.8056879954660592,0.0002993334819631139,3.9869345166899634e-05
0.3524,1.8061074898506662,0.000299455441749355,3.9893121764654484e-05
0.3525,1.8065270053995783,0.0002995774299188036,3.991690940916147e-05
0.3526,1.8069465420572461,0.0002996994464754538,3.994070810354224e-05
0.3527,1.8073660997681213,0.000299821491423296,3.996451785091734e-05
0.3528,1.8077856784766537,0.00029994356476631753,3.998833865440625e-05
0.35289999999999994,1.808205278127294,0.0003000656665085022,4.001217051712737e-05
0.353,1.8086248986644928,0.00030018779665383046,4.003601344219801e-05
0.35309999999999997,1.809044540032702,0.0003003099552062793,4.005986743273442e-05
0.35319999999999996,1.80946420217637,0.00030043214216982257,4.008373249185174e-05
0.35329999999999995,1.8098838850399497,0.0003005543575484305,4.010760862266405e-05
0.3534,1.81030358856789,0.00030067660134607005,4.013149582828431e-05
0.3535,1.810723312704642,0.0003007988735667047,4.0155394111824445e-05
0.35359999999999997,1.811143057394657,0.00030092117421429474,4.0179303476395255e-05
0.35369999999999996,1.8115628225823852,0.00030104350329279684,4.0203223925106445e-05
0.3538,1.8119826082122767,0.0003011658608061645,4.022715546106666e-05
0.3539,1.8124024142287833,0.0003012882467583477,4.025109808738342e-05
0.354,1.8128222405763543,0.00030141066115329303,4.027505180716318e-05
0.35409999999999997,1.8132420871994417,0.0003015331039949437,4.029901662351127e-05
0.3542,1.8136619540424954,0.0003016555752872396,4.032299253953195e-05
0.3543,1.8140818410499664,0.0003017780750341172,4.0346979558328375e-05
