I_over_I0_TO,CZ_fidelity_TO,CZ_fidelity_err_TO,I_over_I0_AR,CZ_fidelity_AR,CZ_fidelity_err_AR
0.6236342885345013,0.8593199123958257,0.012800403002182712,0.64,0.9814856990919759,0.0010164264409261183
0.704024646040902,0.9038645097882578,0.0043337991509672805,0.7225,0.9825825422512121,0.0019022136711768116
0.7892871464264782,0.9383911021750326,0.0029193439752742078,0.81,0.9839455716487698,0.0012652144437459184
0.8794217896912304,0.9687225160729738,0.0009236957804253539,0.9025,0.9808446815012448,0.0013168374149777964
1.0,0.9887,0.0014,1.0,0.9841,0.0012
