num_one_way_trips,contrast_A_over_C,contrast_A_over_C_err
0.0,0.9915527018319641,0.004804761110772686
2.0,0.992691111307295,0.005429935220922844
4.0,0.991170397015506,0.0065814663975396264
6.0,0.9836475552266656,0.006552535181308176
8.0,0.9763680216140228,0.009064611606181801
10.0,0.9998045443316005,0.005610596095340966
12.0,0.9837029927718686,0.008609388465137834
