num_one_way_trips,ramsey_contrast_Bslm_par_Baod_perp_B0,ramsey_contrast_err_Bslm_par_Baod_perp_B0,ramsey_contrast_Baod_perp_Bslm_par_B0,ramsey_contrast_err_Baod_perp_Bslm_par_B0,ramsey_contrast_stationary,ramsey_contrast_err_stationary
0.0,0.9915527018319641,0.004804761110772686,0.9999999999999999,0.004733989544129906,0.9940439066568589,0.005173160946841008
2.0,0.992691111307295,0.005429935220922844,0.9999999999999999,0.004493143376098736,0.9907572436903999,0.004365550352235672
4.0,0.991170397015506,0.0065814663975396264,0.9486332025181113,0.009511339391857908,0.9989642551131962,0.003390613989313612
6.0,0.9836475552266656,0.006552535181308176,0.9320916131380746,0.010971137837049135,0.9970614806113284,0.003383730195177972
8.0,0.9763680216140228,0.009064611606181801,0.8839044776444619,0.012436361835914468,0.9967180956971718,0.0033944642240255458
10.0,0.9998045443316005,0.005610596095340966,0.8313040725718381,0.012849732951648698,0.9883338335772734,0.005118368554235889
12.0,0.9837029927718686,0.008609388465137834,0.7456478883707537,0.014353715347748628,0.9933220488109138,0.005142427385679239
