gate_type,rabi_freq_MHz,relative_intensity_error,gate_infidelity
TO_2photon,2.0,0.003511191734215131,0.003235915107167475
TO_2photon,2.0,0.0037649358067924675,0.0032675581844988644
TO_2photon,2.0,0.004037017258596558,0.0033022741903306896
TO_2photon,2.0,0.004328761281083062,0.0033441369350855066
TO_2photon,2.0,0.004641588833612782,0.0033904192764214747
TO_2photon,2.0,0.004977023564332114,0.003441717998032723
TO_2photon,2.0,0.005336699231206312,0.003501870072654567
TO_2photon,2.0,0.00572236765935022,0.0035702030003356144
TO_2photon,2.0,0.006135907273413176,0.0036482319248659634
TO_2photon,2.0,0.006579332246575682,0.0037371157207878314
TO_2photon,2.0,0.007054802310718645,0.003840208213780838
TO_2photon,2.0,0.007564633275546291,0.003954693964672851
TO_2photon,2.0,0.008111308307896872,0.004087240734401698
TO_2photon,2.0,0.008697490026177835,0.004239907855717817
TO_2photon,2.0,0.0093260334688322,0.004411343143725599
TO_2photon,2.0,0.01,0.004609211685096426
TO_2photon,2.0,0.010722672220103232,0.004835174289014366
TO_2photon,2.0,0.011497569953977356,0.005093531028227627
TO_2photon,2.0,0.012328467394420659,0.00538941604439791
TO_2photon,2.0,0.013219411484660288,0.005727799186815097
TO_2photon,2.0,0.014174741629268049,0.006115025696900256
TO_2photon,2.0,0.01519911082952933,0.006558181339484159
TO_2photon,2.0,0.01629750834620645,0.007065223271746968
TO_2photon,2.0,0.01747528400007685,0.007645952677018841
TO_2photon,2.0,0.018738174228603847,0.008311232030840388
TO_2photon,2.0,0.02009233002565048,0.009072310367597924
TO_2photon,2.0,0.021544346900318846,0.009942421001340795
TO_2photon,2.0,0.023101297000831605,0.010939477637822104
TO_2photon,2.0,0.024770763559917114,0.012080888589460326
TO_2photon,2.0,0.026560877829466867,0.013387098770905714
TO_2photon,2.0,0.02848035868435802,0.014882562877391092
TO_2photon,2.0,0.030538555088334154,0.01659356778184229
TO_2photon,2.0,0.03274549162877728,0.01855084244616756
TO_2photon,2.0,0.03511191734215131,0.02079162840594695
TO_2photon,2.0,0.037649358067924674,0.023350151265698726
TO_2photon,2.0,0.040370172585965536,0.02627687837627002
TO_2photon,2.0,0.04328761281083057,0.029620843582442435
TO_2photon,2.0,0.04641588833612782,0.03344156542823751
TO_2photon,2.0,0.04977023564332114,0.03779973879270304
TO_2photon,2.0,0.05336699231206313,0.042775172525051586
TO_2photon,2.0,0.0572236765935022,0.04844188804814453
TO_2photon,2.0,0.061359072734131756,0.05489867846229235
TO_2photon,2.0,0.06579332246575682,0.06224411333369895
TO_2photon,2.0,0.07054802310718646,0.07059079017442071
TO_2photon,2.0,0.07564633275546291,0.08006276330876605
TO_2photon,2.0,0.08111308307896872,0.09079657138185993
TO_2photon,2.0,0.08697490026177834,0.10293121472206934
TO_2photon,2.0,0.093260334688322,0.11662206120634078
TO_2photon,2.0,0.1,0.1320270616108743
TO_2photon,4.0,0.0001,0.0016768046312561902
TO_2photon,4.0,0.00010722672220103231,0.0016769546585649886
TO_2photon,4.0,0.00011497569953977356,0.0016771079330946126
TO_2photon,4.0,0.0001232846739442066,0.0016773100106917127
TO_2photon,4.0,0.00013219411484660288,0.0016776276951913083
TO_2photon,4.0,0.00014174741629268049,0.0016778425974196542
TO_2photon,4.0,0.0001519911082952933,0.0016781209060514612
TO_2photon,4.0,0.00016297508346206434,0.001678412162818721
TO_2photon,4.0,0.0001747528400007683,0.0016787378588470903
TO_2photon,4.0,0.0001873817422860383,0.0016791028259044438
TO_2photon,4.0,0.00020092330025650479,0.0016795122435797616
TO_2photon,4.0,0.00021544346900318845,0.0016811841103960834
TO_2photon,4.0,0.00023101297000831605,0.0016816907122729763
TO_2photon,4.0,0.0002477076355991711,0.0016822812237504703
TO_2photon,4.0,0.00026560877829466864,0.001682971800894939
TO_2photon,4.0,0.0002848035868435802,0.0016836726275568648
TO_2photon,4.0,0.0003053855508833416,0.001684405745779216
TO_2photon,4.0,0.00032745491628777284,0.0016853778551249032
