absorb_at_checkpoints,alignment_nm,curve_rmse_pp,dt_us,id,jitter_nm,joint_rmse_pp,manual,ml_endpoints,ml_vector,model,no_aod_disorder,noise_us,pointing,recoil,rin,seed,shots,slm_pointing,slm_rin,temperature,vs,waist_um
False,50.0,"[3.8582547437303765, 6.49825805327083, 3.239727838975575, 3.709724855540798]",0.025,observation_recapture,10.0,4.510304379109787,paper_cubic,,True,diffusion,,0.05,1e-24,,7e-09,26091612,1024,0,0,18,0,
,50.0,"[10.118257295588043, 7.903343219094147, 3.946954024993015, 2.9770371718603266]",0.025,opt3_T12_R1e-08_W1.11,10.0,6.879010850706822,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-08,26091611,256,0,0,12,0,1.11
,50.0,"[10.187942599257308, 10.692445984096382, 4.330126418792788, 2.557053945624485]",0.025,opt3_T12_R1e-08_W1.14,10.0,7.8008187905524,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-08,26091611,256,0,0,12,0,1.14
,50.0,"[15.020607094256452, 18.598396836418292, 8.64159005937758, 7.404532720994621]",0.025,opt3_T12_R5e-09_W1.11,10.0,13.238421223238204,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091611,256,0,0,12,0,1.11
,50.0,"[12.372223653218402, 19.65161333110905, 11.037561151034128, 7.821697961643638]",0.025,opt3_T12_R5e-09_W1.14,10.0,13.437489905174607,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091611,256,0,0,12,0,1.14
,50.0,"[13.891921918574765, 13.761947710470432, 2.610118934193264, 1.807592569570374]",0.025,opt3_T12_R7.5e-09_W1.11,10.0,9.905261368657827,paper_cubic,,True,diffusion,,0.05,1e-24,,7.5e-09,26091611,256,0,0,12,0,1.11
,50.0,"[11.445998746065513, 14.423877527394529, 1.9862912531373043, 4.512779536417852]",0.025,opt3_T12_R7.5e-09_W1.14,10.0,9.531128767187175,paper_cubic,,True,diffusion,,0.05,1e-24,,7.5e-09,26091611,256,0,0,12,0,1.14
,50.0,"[2.2063159349331536, 2.8183464586984504, 11.300002128102184, 8.061030573853264]",0.025,opt3_T16_R1e-08_W1.11,10.0,7.167307178670888,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-08,26091611,256,0,0,16,0,1.11
,50.0,"[2.821530606086618, 4.546778984052567, 11.865194083304818, 8.120621841810449]",0.025,opt3_T16_R1e-08_W1.14,10.0,7.670749047894317,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-08,26091611,256,0,0,16,0,1.14
,50.0,"[5.601010367416382, 12.233479574339846, 3.4581874378586224, 4.356083919036617]",0.025,opt3_T16_R5e-09_W1.11,10.0,7.279489458347141,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091611,256,0,0,16,0,1.11
,50.0,"[4.549449753469031, 13.154294479451172, 5.676196913297489, 4.705038330753422]",0.025,opt3_T16_R5e-09_W1.14,10.0,7.8754294074013185,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091611,256,0,0,16,0,1.14
,50.0,"[3.779939117939994, 6.368620445788806, 5.961060867908021, 1.3759478140294121]",0.025,opt3_T16_R7.5e-09_W1.11,10.0,4.802987226083597,paper_cubic,,True,diffusion,,0.05,1e-24,,7.5e-09,26091611,256,0,0,16,0,1.11
,50.0,"[1.0750070081910983, 11.422343260384485, 1.6437465021071969, 2.8274138747393267]",0.025,opt3_T16_R7.5e-09_W1.14,10.0,5.964933725699912,paper_cubic,,True,diffusion,,0.05,1e-24,,7.5e-09,26091611,256,0,0,16,0,1.14
,50.0,"[5.410450949756187, 2.5470828207339498, 15.34533285232788, 10.537642402186854]",0.025,opt3_T20_R1e-08_W1.11,10.0,9.776013478413573,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-08,26091611,256,0,0,20,0,1.11
,50.0,"[4.0489777651208225, 2.4362283317210194, 14.003044838342623, 13.867428361119613]",0.025,opt3_T20_R1e-08_W1.14,10.0,10.133117283468863,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-08,26091611,256,0,0,20,0,1.14
,50.0,"[4.742947110674633, 7.786686198567486, 1.328372423147944, 1.8285033942584923]",0.025,opt3_T20_R5e-09_W1.11,10.0,4.696701693928755,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091611,256,0,0,20,0,1.11
,50.0,"[3.84819865567093, 7.440357460232942, 2.3488336254633126, 4.060358271184276]",0.025,opt3_T20_R5e-09_W1.14,10.0,4.800288551744396,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091611,256,0,0,20,0,1.14
,50.0,"[4.441439999359505, 3.214974213612682, 11.328712734102576, 10.296830457087042]",0.025,opt3_T20_R7.5e-09_W1.11,10.0,8.130604192431184,paper_cubic,,True,diffusion,,0.05,1e-24,,7.5e-09,26091611,256,0,0,20,0,1.11
,50.0,"[3.6297039044010293, 3.1151679138409087, 6.95913480519467, 6.9545839468123445]",0.025,opt3_T20_R7.5e-09_W1.14,10.0,5.469799280485066,paper_cubic,,True,diffusion,,0.05,1e-24,,7.5e-09,26091611,256,0,0,20,0,1.14
,50.0,"[5.643661281041476, 15.815802689785116, 6.201141593735314, 5.416398843925933]",0.025,refine0_T15_R5e-09,10.0,9.351230679426333,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091612,1024,0,0,15,0,
,50.0,"[2.90176326070634, 11.170015855584381, 1.0000114092429835, 1.146274381140992]",0.025,refine0_T15_R7e-09,10.0,5.820297501216494,paper_cubic,,True,diffusion,,0.05,1e-24,,7e-09,26091612,1024,0,0,15,0,
,50.0,"[3.036214144080369, 7.899710442861413, 6.048460833862028, 4.203060153886764]",0.025,refine0_T15_R9e-09,10.0,5.60967054571213,paper_cubic,,True,diffusion,,0.05,1e-24,,9e-09,26091612,1024,0,0,15,0,
,50.0,"[3.0968393526389706, 11.061841639934714, 3.6050658102775217, 2.433590226874865]",0.025,refine0_T18_R5e-09,10.0,6.14153106586256,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091612,1024,0,0,18,0,
,50.0,"[4.243767613028603, 6.368982860825121, 3.4379937085074737, 3.8705271570432123]",0.025,refine0_T18_R7e-09,10.0,4.619910373806527,paper_cubic,,True,diffusion,,0.05,1e-24,,7e-09,26091612,1024,0,0,18,0,
,50.0,"[4.282213520337335, 3.29512423473025, 10.153578502925352, 7.999596140484157]",0.025,refine0_T18_R9e-09,10.0,7.005067651029206,paper_cubic,,True,diffusion,,0.05,1e-24,,9e-09,26091612,1024,0,0,18,0,
,50.0,"[7.218027221302541, 7.526982314374925, 3.368906678283965, 4.1945380188666475]",0.025,refine0_T21_R5e-09,10.0,5.867262162352246,paper_cubic,,True,diffusion,,0.05,1e-24,,5e-09,26091612,1024,0,0,21,0,
,50.0,"[8.069604117168497, 3.3635245566994127, 7.811227978951638, 8.118233029089792]",0.025,refine0_T21_R7e-09,10.0,7.1300911302925165,paper_cubic,,True,diffusion,,0.05,1e-24,,7e-09,26091612,1024,0,0,21,0,
,50.0,"[8.878090522215238, 2.8942444641016483, 13.250929641359452, 12.346545515213958]",0.025,refine0_T21_R9e-09,10.0,10.18849185181668,paper_cubic,,True,diffusion,,0.05,1e-24,,9e-09,26091612,1024,0,0,21,0,
,50.0,"[3.5345072683812937, 8.285918283305476, 4.378711581443325, 2.8498876938940914]",0.025,refine3_T16_R7.5e-09_W1.11,10.0,5.2068262504411225,paper_cubic,,True,diffusion,,0.05,1e-24,,7.5e-09,26091612,1024,0,0,16,0,1.11
,50.0,"[1.7632418334916373, 6.887273904397451, 5.504369401093326, 4.296335330442245]",0.025,refine3_T16_R8.5e-09_W1.17,10.0,4.982472864273016,paper_cubic,,True,diffusion,,0.05,1e-24,,8.5e-09,26091612,1024,0,0,16,0,1.17
,50.0,"[2.206079234898466, 5.845205278903029, 4.82620703781341, 5.403873562705831]",0.025,refine3_T17_R7.5e-09_W1.14,10.0,4.783495954757273,paper_cubic,,True,diffusion,,0.05,1e-24,,7.5e-09,26091612,1024,0,0,17,0,1.14
,50.0,"[2.0272249177745496, 5.1441446421586825, 4.275793766235898, 3.8770914285476357]",0.025,refine3_T18_R6.5e-09_W1.11,10.0,3.996439516725957,paper_cubic,,True,diffusion,,0.05,1e-24,,6.5e-09,26091612,1024,0,0,18,0,1.11
,50.0,"[1.8268266198179, 8.20211435571905, 3.838459318697194, 3.067684181019859]",0.025,refine3_T18_R6.5e-09_W1.14,10.0,4.867145764689522,paper_cubic,,True,diffusion,,0.05,1e-24,,6.5e-09,26091612,1024,0,0,18,0,1.14
