absorb_at_checkpoints,alignment_nm,curve_rmse_pp,dt_us,id,jitter_nm,joint_rmse_pp,manual,ml_endpoints,ml_vector,model,no_aod_disorder,noise_us,pointing,recoil,rin,seed,shots,slm_pointing,slm_rin,temperature,vs,waist_um
,50.0,"[16.357480611101234, 5.461959889901174, 12.98087562873335, 11.91015854839029]",0.025,aod_T28_R6e-09,10.0,12.326345631592112,paper_cubic,,True,diffusion,,0.05,1e-24,,6e-09,26091611,256,0,0,28,0,
,50.0,"[28.093695880483843, 30.1541272803566, 20.64573332333078, 15.205903939072]",0.025,aod_T4.3_R0,10.0,24.269285935763733,paper_cubic,,True,diffusion,,0.05,1e-24,,0,26091611,256,0,0,4.3,0,
,50.0,"[27.437878530531144, 22.574581015100595, 8.061743615740253, 7.475714650689602]",0.025,aod_T4.3_R1e-08,10.0,18.5965514674629,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-08,26091611,256,0,0,4.3,0,
,50.0,"[27.219627530314895, 30.34780827442289, 20.64573332333078, 15.205903939072]",0.025,aod_T4.3_R1e-09,10.0,24.079884805645268,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-09,26091611,256,0,0,4.3,0,
,50.0,"[27.935007967383445, 29.697187367568517, 19.889523637518323, 14.948824496175847]",0.025,aod_T4.3_R3e-09,10.0,23.881730004477873,paper_cubic,,True,diffusion,,0.05,1e-24,,3e-09,26091611,256,0,0,4.3,0,
,50.0,"[26.850344858287396, 27.613713067797825, 16.56659253343745, 14.075495995221294]",0.025,aod_T4.3_R6e-09,10.0,22.113512521081226,paper_cubic,,True,diffusion,,0.05,1e-24,,6e-09,26091611,256,0,0,4.3,0,
,50.0,"[24.03920113095028, 29.676577271499255, 20.64573332333078, 15.205903939072]",0.025,aod_T7_R0,10.0,23.000262219309175,paper_cubic,,True,diffusion,,0.05,1e-24,,0,26091611,256,0,0,7,0,
,50.0,"[19.176646272488355, 17.74962642515475, 5.59908993692478, 8.173459532093199]",0.025,aod_T7_R1e-08,10.0,13.972725658736298,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-08,26091611,256,0,0,7,0,
,50.0,"[24.12095393789766, 29.447804093822516, 20.412359256158837, 15.119687279522493]",0.025,aod_T7_R1e-09,10.0,22.881558833782382,paper_cubic,,True,diffusion,,0.05,1e-24,,1e-09,26091611,256,0,0,7,0,
,50.0,"[22.20014757080617, 28.33915801718387, 18.62577134296392, 14.275896680590872]",0.025,aod_T7_R3e-09,10.0,21.486478384345407,paper_cubic,,True,diffusion,,0.05,1e-24,,3e-09,26091611,256,0,0,7,0,
