kind,waveform,reference,comparison,max_delta_pp,worst_n,delta_at_worst_pp,paired_se_at_worst_pp,final_delta_pp,final_label_disagreement
noise_h_halved,manual_200us,noise_reference_seed23,noise_half_seed23,1.123046875,7,-1.123046875,0.5489673574226811,0.09765625,0.16064453125
noise_h_halved,manual_400us,noise_reference_seed23,noise_half_seed23,1.0498046875,25,-1.0498046875,0.6733743262406683,-0.3662109375,0.340087890625
noise_h_halved,manual_600us,noise_reference_seed23,noise_half_seed23,1.4404296875,25,1.4404296875,0.6633846651343223,-0.2197265625,0.373291015625
noise_h_halved,ml_400us,noise_reference_seed23,noise_half_seed23,0.7080078125,23,-0.7080078125,0.5453232048298241,-0.244140625,0.333984375
