group,waveform,n,shots,survivors,survival,wilson95_low,wilson95_high,published_fit
Baseline,manual_200us,22,4096,911,0.222412109375,0.20993983586765277,0.23540457004649476,0.4589227362339492
Baseline,manual_200us,23,4096,873,0.213134765625,0.20086516404843133,0.22594193968870444,0.4409823896615848
Baseline,manual_200us,24,4096,777,0.189697265625,0.177983454622503,0.20199256993060297,0.4235046846475718
Baseline,manual_200us,25,4096,731,0.178466796875,0.16704343331087437,0.19049269913321734,0.4071151256918037
Baseline,manual_200us,26,4096,635,0.155029296875,0.1442690238690864,0.16643602939097557,0.39157233901872407
Baseline,manual_200us,27,4096,602,0.14697265625,0.13646001016678277,0.15814685962376895,0.3766031364911478
Baseline,manual_200us,28,4096,535,0.130615234375,0.12064057602534856,0.14128210308468242,0.36270120128050637
Baseline,manual_200us,29,4096,512,0.125,0.11522193602218074,0.13548079703334315,0.3490086111373705
Baseline,manual_200us,30,4096,458,0.11181640625,0.10252679472753717,0.12183345628696998,0.3366448014492707
Baseline,manual_200us,31,4096,444,0.1083984375,0.09924213367069452,0.1182885849628083,0.32428099176117103
Baseline,manual_200us,32,4096,403,0.098388671875,0.08964031844591683,0.10788962678607328,
Baseline,manual_200us,33,4096,391,0.095458984375,0.08683533846437357,0.10484072186961281,
Baseline,manual_200us,34,4096,343,0.083740234375,0.07564236649546194,0.09261815424650957,
Baseline,manual_200us,35,4096,327,0.079833984375,0.07192189921366465,0.08853344166430188,
Baseline,manual_200us,36,4096,292,0.0712890625,0.06380432634178862,0.07957718358366708,
Baseline,manual_200us,37,4096,280,0.068359375,0.061028422391329204,0.07649920263612277,
Baseline,manual_200us,38,4096,243,0.059326171875,0.05249614642850004,0.06698200016344047,
Baseline,manual_200us,39,4096,231,0.056396484375,0.04973859724567345,0.06388566444826334,
Baseline,manual_200us,40,4096,209,0.051025390625,0.04469721025882503,0.058194929122104944,
Baseline,manual_200us,41,4096,205,0.050048828125,0.04378272141038475,0.05715812300454398,
Baseline,manual_200us,42,4096,190,0.04638671875,0.04035978058165302,0.053263707710771054,
Baseline,manual_200us,43,4096,186,0.04541015625,0.03944879745397491,0.05222339587244794,
Baseline,manual_200us,44,4096,165,0.040283203125,0.034679916847212375,0.04674797790770395,
Baseline,manual_200us,45,4096,157,0.038330078125,0.03286986569200936,0.044655439130904494,
Baseline,manual_200us,46,4096,146,0.03564453125,0.030387788741492207,0.04177145492491823,
Baseline,manual_200us,47,4096,137,0.033447265625,0.028363344734976974,0.039405485257930674,
Baseline,manual_200us,48,4096,121,0.029541015625,0.024780296095387285,0.03518335403351541,
Baseline,manual_200us,49,4096,114,0.02783203125,0.023219948082791268,0.03332893585560926,
Baseline,manual_200us,50,4096,104,0.025390625,0.020999607767912647,0.030671038755484777,
Baseline,manual_200us,51,4096,103,0.025146484375,0.020778184389122753,0.03040463839277436,
Baseline,manual_200us,52,4096,93,0.022705078125,0.01857068652760418,0.02773389883928984,
Baseline,manual_200us,53,4096,92,0.0224609375,0.018350651411753346,0.02746611021364036,
Baseline,manual_200us,54,4096,82,0.02001953125,0.01615827811132198,0.024780246099068624,
Baseline,manual_200us,55,4096,79,0.019287109375,0.015503626084669948,0.023971426901219724,
Baseline,manual_200us,56,4096,73,0.017822265625,0.014199063362519719,0.022349047174368093,
Baseline,manual_200us,57,4096,70,0.01708984375,0.0135493413532538,0.021535297959133087,
Baseline,manual_200us,58,4096,63,0.015380859375,0.012040724876904885,0.019629148244979834,
Baseline,manual_200us,59,4096,61,0.014892578125,0.011611768142410793,0.019082457496473304,
Baseline,manual_200us,60,4096,55,0.013427734375,0.010331122163193216,0.017436161026689018,
Corrected formulas / controls,manual_200us,0,4096,4096,1.0,0.9990630225926348,0.9999999999999999,
Corrected formulas / controls,manual_200us,1,4096,4090,0.99853515625,0.9968075986857966,0.9993284814578364,
Corrected formulas / controls,manual_200us,2,4096,4042,0.98681640625,0.9828391999625007,0.9898813405891173,
Corrected formulas / controls,manual_200us,3,4096,3983,0.972412109375,0.9669363760022123,0.9770025638008875,
Corrected formulas / controls,manual_200us,4,4096,3882,0.94775390625,0.9405100178795183,0.9541587240320502,
Corrected formulas / controls,manual_200us,5,4096,3804,0.9287109375,0.920422816416333,0.9361956736582114,0.9187593345693027
Corrected formulas / controls,manual_200us,6,4096,3660,0.8935546875,0.8837383798604915,0.9026334914380082,0.8929767098063712
Corrected formulas / controls,manual_200us,7,4096,3587,0.875732421875,0.8652763775266004,0.8854843606423766,0.8642373344458064
Corrected formulas / controls,manual_200us,8,4096,3397,0.829345703125,0.8175172629900953,0.8405569642938229,0.8328411829022916
Corrected formulas / controls,manual_200us,9,4096,3293,0.803955078125,0.7915146488016144,0.8158259093662715,0.8012605638317051
Corrected formulas / controls,manual_200us,10,4096,3116,0.7607421875,0.7474363988944884,0.7735593570278426,0.7693604041134326
Corrected formulas / controls,manual_200us,11,4096,3013,0.735595703125,0.7218736280701865,0.7488762824776125,0.7374602443951601
Corrected formulas / controls,manual_200us,12,4096,2815,0.687255859375,0.6728881446104253,0.7012726651203125,0.7055600846768876
Corrected formulas / controls,manual_200us,13,4096,2701,0.659423828125,0.6447674709451343,0.6737814322545681,0.6753278628489832
Corrected formulas / controls,manual_200us,14,4096,2507,0.612060546875,0.5970394761123335,0.6268716212363087,0.6463358077077718
Corrected formulas / controls,manual_200us,15,4096,2437,0.594970703125,0.5798550326604107,0.6099084027832099,0.618302110838253
Corrected formulas / controls,manual_200us,16,4096,2253,0.550048828125,0.5347736857349327,0.5652301812726309,0.5919667015897039
Corrected formulas / controls,manual_200us,17,4096,2172,0.5302734375,0.5149680816137825,0.5455220623322559,0.5667510264602029
Corrected formulas / controls,manual_200us,18,4096,2005,0.489501953125,0.474210116928103,0.5048134621873837,0.5428363749048011
Corrected formulas / controls,manual_200us,19,4096,1936,0.47265625,0.457399709360488,0.4879640315914773,0.5202484205209351
Corrected formulas / controls,manual_200us,20,4096,1809,0.441650390625,0.4265044959424068,0.45690562983901917,0.49866832386626914
Corrected formulas / controls,manual_200us,21,4096,1744,0.42578125,0.41071514065940806,0.44098644192449776,0.4784582840442959
Corrected formulas / controls,manual_200us,22,4096,1592,0.388671875,0.3738549812106128,0.40369739266524585,0.4589227362339492
Corrected formulas / controls,manual_200us,23,4096,1541,0.376220703125,0.36150758589140897,0.3911657771679339,0.4409823896615848
Corrected formulas / controls,manual_200us,24,4096,1427,0.348388671875,0.333945558603476,0.3631158979248315,0.4235046846475718
Corrected formulas / controls,manual_200us,25,4096,1379,0.336669921875,0.32235671177712216,0.35128920515917045,0.4071151256918037
Corrected formulas / controls,manual_200us,26,4096,1264,0.30859375,0.29463275807225264,0.3229134285915044,0.39157233901872407
Corrected formulas / controls,manual_200us,27,4096,1235,0.301513671875,0.2876509834209907,0.31574831473925724,0.3766031364911478
Corrected formulas / controls,manual_200us,28,4096,1131,0.276123046875,0.26264609787389903,0.29001953117031676,0.36270120128050637
Corrected formulas / controls,manual_200us,29,4096,1096,0.267578125,0.25424317513835026,0.2813486229533546,0.3490086111373705
Corrected formulas / controls,manual_200us,30,4096,1015,0.247802734375,0.23482142860780114,0.2612566464223786,0.3366448014492707
Corrected formulas / controls,manual_200us,31,4096,985,0.240478515625,0.22763746416422528,0.25380589862094516,0.32428099176117103
Corrected formulas / controls,manual_200us,32,4096,921,0.224853515625,0.21232944424552833,0.2378931990836223,
Corrected formulas / controls,manual_200us,33,4096,891,0.217529296875,0.2051625263183712,0.23042540476577014,
Corrected formulas / controls,manual_200us,34,4096,819,0.199951171875,0.18798616975967197,0.21247845193644704,
Corrected formulas / controls,manual_200us,35,4096,792,0.193359375,0.18155436437511646,0.20573901630049418,
Corrected formulas / controls,manual_200us,36,4096,736,0.1796875,0.16823175667106757,0.19174349448052572,
Corrected formulas / controls,manual_200us,37,4096,723,0.176513671875,0.16514253829430392,0.18849100421778536,
Corrected formulas / controls,manual_200us,38,4096,662,0.16162109375,0.1506660268754002,0.17321026740517015,
Corrected formulas / controls,manual_200us,39,4096,637,0.155517578125,0.14474264031200618,0.1669380604310564,
Corrected formulas / controls,manual_200us,40,4096,589,0.143798828125,0.13338675680315681,0.1548784043478909,
Corrected formulas / controls,manual_200us,41,4096,570,0.13916015625,0.1288982950680765,0.15009821499446532,
Corrected formulas / controls,manual_200us,42,4096,536,0.130859375,0.12087631428957908,0.14153418856195218,
Corrected formulas / controls,manual_200us,43,4096,526,0.12841796875,0.11851947006867647,0.13901279536785172,
Corrected formulas / controls,manual_200us,44,4096,483,0.117919921875,0.10839927383896353,0.12815657071305137,
Corrected formulas / controls,manual_200us,45,4096,471,0.114990234375,0.1055793900282327,0.12512256962577847,
Corrected formulas / controls,manual_200us,46,4096,434,0.10595703125,0.09689775635232097,0.11575472486617873,
Corrected formulas / controls,manual_200us,47,4096,422,0.10302734375,0.09408656646194645,0.11271202985854954,
Corrected formulas / controls,manual_200us,48,4096,388,0.0947265625,0.08613449244367426,0.1040780966658112,
Corrected formulas / controls,manual_200us,49,4096,378,0.09228515625,0.08379952506389676,0.10153482663058558,
Corrected formulas / controls,manual_200us,50,4096,356,0.0869140625,0.07866929308882128,0.09593293629265426,
Corrected formulas / controls,manual_200us,51,4096,348,0.0849609375,0.07680615146991471,0.09389348797955835,
Corrected formulas / controls,manual_200us,52,4096,327,0.079833984375,0.07192189921366465,0.08853344166430188,
Corrected formulas / controls,manual_200us,53,4096,317,0.077392578125,0.06959954922980058,0.08597755423316286,
Corrected formulas / controls,manual_200us,54,4096,298,0.07275390625,0.06519373132433245,0.0811147210501251,
Corrected formulas / controls,manual_200us,55,4096,292,0.0712890625,0.06380432634178862,0.07957718358366708,
Corrected formulas / controls,manual_200us,56,4096,274,0.06689453125,0.05964198073573794,0.07495870184271218,
Corrected formulas / controls,manual_200us,57,4096,265,0.064697265625,0.05756429279148446,0.07264597611346287,
Corrected formulas / controls,manual_200us,58,4096,249,0.060791015625,0.05387680089594814,0.06852828814499423,
Corrected formulas / controls,manual_200us,59,4096,244,0.0595703125,0.05272617065016472,0.06723979968327609,
Corrected formulas / controls,manual_200us,60,4096,229,0.055908203125,0.04927951257397559,0.06336910163696058,
Joint model,manual_200us,0,8192,8192,1.0,0.9995312917117791,1.0,
Joint model,manual_200us,1,8192,8139,0.9935302734375,0.9915478648132122,0.9950500386024915,
Joint model,manual_200us,2,8192,7892,0.96337890625,0.9590894698350327,0.967233963597075,
Joint model,manual_200us,3,8192,7766,0.947998046875,0.9429765848155823,0.9525995481390633,
Joint model,manual_200us,4,8192,7484,0.91357421875,0.9072939062044144,0.9194668399673404,
Joint model,manual_200us,5,8192,7347,0.8968505859375,0.8900771194236412,0.9032520381337303,0.9187593345693027
Joint model,manual_200us,6,8192,7085,0.8648681640625,0.857293921173087,0.8721003734867048,0.8929767098063712
Joint model,manual_200us,7,8192,6927,0.8455810546875,0.8375942950400437,0.853243860925788,0.8642373344458064
Joint model,manual_200us,8,8192,6618,0.807861328125,0.7991862408766189,0.8162478210611513,0.8328411829022916
Joint model,manual_200us,9,8192,6462,0.788818359375,0.7798457028265925,0.7975202728057486,0.8012605638317051
Joint model,manual_200us,10,8192,6191,0.7557373046875,0.7463149021453563,0.7649199748410149,0.7693604041134326
Joint model,manual_200us,11,8192,6022,0.735107421875,0.7254431091852177,0.7445513409702721,0.7374602443951601
Joint model,manual_200us,12,8192,5744,0.701171875,0.6911671208857569,0.7109880472639042,0.7055600846768876
Joint model,manual_200us,13,8192,5599,0.6834716796875,0.6733155868950071,0.6934557830861461,0.6753278628489832
Joint model,manual_200us,14,8192,5349,0.6529541015625,0.6425762571426958,0.6631885642720647,0.6463358077077718
Joint model,manual_200us,15,8192,5212,0.63623046875,0.6257511224785245,0.6465821103218529,0.618302110838253
Joint model,manual_200us,16,8192,4978,0.607666015625,0.5970445363074635,0.6181865670347702,0.5919667015897039
Joint model,manual_200us,17,8192,4845,0.5914306640625,0.5807454082132408,0.6020302112916718,0.5667510264602029
Joint model,manual_200us,18,8192,4630,0.565185546875,0.5544225015614048,0.5758874861764101,0.5428363749048011
Joint model,manual_200us,19,8192,4523,0.5521240234375,0.5413337098411154,0.5628654751102834,0.5202484205209351
Joint model,manual_200us,20,8192,4318,0.527099609375,0.51627797518046,0.5378958399464968,0.49866832386626914
Joint model,manual_200us,21,8192,4200,0.5126953125,0.5018680144362946,0.5235107097673248,0.4784582840442959
Joint model,manual_200us,22,8192,4003,0.4886474609375,0.4778307353405594,0.4994748285927425,0.4589227362339492
Joint model,manual_200us,23,8192,3887,0.4744873046875,0.4636885210993844,0.4853100042991112,0.4409823896615848
Joint model,manual_200us,24,8192,3708,0.45263671875,0.44188273527976857,0.4634351013451899,0.4235046846475718
Joint model,manual_200us,25,8192,3622,0.442138671875,0.43141364782536973,0.45291793609274955,0.4071151256918037
Joint model,manual_200us,26,8192,3456,0.421875,0.4112196748609664,0.4326035608090681,0.39157233901872407
Joint model,manual_200us,27,8192,3369,0.4112548828125,0.40064343194983715,0.4219495248190927,0.3766031364911478
Joint model,manual_200us,28,8192,3218,0.392822265625,0.382299161026065,0.40344584040876363,0.36270120128050637
Joint model,manual_200us,29,8192,3160,0.3857421875,0.3752571916239905,0.39633429054343494,0.3490086111373705
Joint model,manual_200us,30,8192,3015,0.3680419921875,0.35766261029602414,0.37854507370289353,0.3366448014492707
Joint model,manual_200us,31,8192,2962,0.361572265625,0.3512352354237064,0.372039060279136,0.32428099176117103
Joint model,manual_200us,32,8192,2830,0.345458984375,0.335236362269449,0.3558264757903381,
Joint model,manual_200us,33,8192,2757,0.3365478515625,0.32639408429313443,0.3468548415852659,
Joint model,manual_200us,34,8192,2633,0.3214111328125,0.31138370125545656,0.331605976534013,
Joint model,manual_200us,35,8192,2575,0.3143310546875,0.30436686617268144,0.324469292349385,
Joint model,manual_200us,36,8192,2468,0.30126953125,0.2914291650287144,0.3112961907069359,
Joint model,manual_200us,37,8192,2425,0.2960205078125,0.2862325743243805,0.30599965505785026,
Joint model,manual_200us,38,8192,2312,0.2822265625,0.27258395033671967,0.29207331909350154,
Joint model,manual_200us,39,8192,2266,0.276611328125,0.26703107895571454,0.2864009855382904,
Joint model,manual_200us,40,8192,2185,0.2667236328125,0.25725785136259843,0.27640809139589523,
Joint model,manual_200us,41,8192,2146,0.261962890625,0.25255439085935827,0.27159453032277814,
Joint model,manual_200us,42,8192,2065,0.2520751953125,0.24279030299655824,0.261592496450067,
Joint model,manual_200us,43,8192,2034,0.248291015625,0.239055125722021,0.25776286170237145,
Joint model,manual_200us,44,8192,1948,0.23779296875,0.22869809665370994,0.24713363806384342,
Joint model,manual_200us,45,8192,1912,0.2333984375,0.22436487021144613,0.2426819215125467,
Joint model,manual_200us,46,8192,1815,0.2215576171875,0.21269618039890933,0.23068007048132308,
Joint model,manual_200us,47,8192,1780,0.21728515625,0.2084883969839481,0.22634693709698933,
Joint model,manual_200us,48,8192,1721,0.2100830078125,0.20139847863534505,0.21903930998392368,
Joint model,manual_200us,49,8192,1681,0.2052001953125,0.1965941055359126,0.2140826353127333,
Joint model,manual_200us,50,8192,1622,0.197998046875,0.18951124414026352,0.20676795124671368,
Joint model,manual_200us,51,8192,1595,0.1947021484375,0.1862714025182792,0.2034190856235276,
Joint model,manual_200us,52,8192,1539,0.1878662109375,0.17955476874376697,0.19647025251916783,
Joint model,manual_200us,53,8192,1510,0.184326171875,0.1760781675566602,0.19287009407257308,
Joint model,manual_200us,54,8192,1458,0.177978515625,0.16984719054423322,0.18641170898319034,
Joint model,manual_200us,55,8192,1439,0.1756591796875,0.16757145020331407,0.18405095163306365,
Joint model,manual_200us,56,8192,1377,0.1680908203125,0.16014906633110057,0.1763437114608117,
Joint model,manual_200us,57,8192,1341,0.1636962890625,0.15584199352442768,0.17186584127392407,
Joint model,manual_200us,58,8192,1297,0.1583251953125,0.15058060017984592,0.16639008207082068,
Joint model,manual_200us,59,8192,1283,0.1566162109375,0.1489071867166544,0.16464712881429425,
Joint model,manual_200us,60,8192,1244,0.15185546875,0.14424728340730084,0.1597900105472905,
Baseline,manual_400us,0,4096,4096,1.0,0.9990630225926348,0.9999999999999999,
Baseline,manual_400us,1,4096,4088,0.998046875,0.9961504506055915,0.9990099820550408,
Baseline,manual_400us,2,4096,4080,0.99609375,0.9936637657680687,0.9975940769605611,
Baseline,manual_400us,3,4096,4071,0.993896484375,0.9910051126562461,0.995862316398881,
Baseline,manual_400us,4,4096,4061,0.991455078125,0.9881397703182205,0.9938494213219035,
Baseline,manual_400us,5,4096,4049,0.988525390625,0.9847756016627256,0.9913597050793945,0.9754984581679081
Baseline,manual_400us,6,4096,4033,0.984619140625,0.9803708517550201,0.9879592751230951,0.9705998473160851
Baseline,manual_400us,7,4096,4014,0.97998046875,0.9752197539009314,0.983841721888678,0.965701236464262
Baseline,manual_400us,8,4096,3999,0.976318359375,0.9711962850581976,0.9805478346089073,0.9601462134514931
Baseline,manual_400us,9,4096,3982,0.97216796875,0.9666710641443907,0.9767800519172087,0.9531600477142115
Baseline,manual_400us,10,4096,3964,0.9677734375,0.9619116249533165,0.9727586637612774,0.9453884279560743
Baseline,manual_400us,11,4096,3948,0.9638671875,0.957703572334836,0.9691615365157528,0.9365212120928308
Baseline,manual_400us,12,4096,3921,0.957275390625,0.9506416766616401,0.9630521911684404,0.9267418612991013
Baseline,manual_400us,13,4096,3898,0.95166015625,0.9446579820358394,0.9578159397397341,0.916118434844783
Baseline,manual_400us,14,4096,3873,0.945556640625,0.9381814914524192,0.9520968367856465,0.9045623193021302
Baseline,manual_400us,15,4096,3845,0.938720703125,0.930956550506342,0.945662712969715,0.8924452896916896
Baseline,manual_400us,16,4096,3815,0.931396484375,0.9232441468884733,0.9387404043425744,0.8798358947257301
Baseline,manual_400us,17,4096,3786,0.92431640625,0.9158129772637488,0.93202468546379,0.8665227804584243
Baseline,manual_400us,18,4096,3729,0.910400390625,0.9012649382880058,0.9187667711740153,0.8532096661911187
Baseline,manual_400us,19,4096,3698,0.90283203125,0.8933804434366174,0.911528730038894,0.8398186922073579
Baseline,manual_400us,20,4096,3641,0.888916015625,0.878925915308623,0.8981773049013707,0.8261946363261939
Baseline,manual_400us,21,4096,3605,0.880126953125,0.8698218505154235,0.889719715000559,0.8125705804450299
Baseline,manual_400us,22,4096,3545,0.865478515625,0.8546859370558118,0.8755862039701523,0.7989465245638661
Baseline,manual_400us,23,4096,3514,0.85791015625,0.8468822673682886,0.8682673376711657,0.7853224686827021
Baseline,manual_400us,24,4096,3469,0.846923828125,0.835572480233076,0.8576250564388646,0.7716984128015381
Baseline,manual_400us,25,4096,3430,0.83740234375,0.8257867156883957,0.8483856950650327,0.7580743569203741
Baseline,manual_400us,26,4096,3379,0.824951171875,0.8130106116158881,0.8362827883210245,0.7444503010392101
Baseline,manual_400us,27,4096,3344,0.81640625,0.8042553041551493,0.8279642648292523,0.7308262451580461
Baseline,manual_400us,28,4096,3286,0.80224609375,0.7897674404539782,0.8141583515234055,0.7172021892768821
Baseline,manual_400us,29,4096,3242,0.79150390625,0.7787929386185892,0.8036686087327809,0.7035781333957181
Baseline,manual_400us,30,4096,3197,0.780517578125,0.7675826213106093,0.7929268576732468,0.690976824346745
Baseline,manual_400us,31,4096,3155,0.770263671875,0.7571314133895528,0.7828894684512904,0.6785987628361974
Baseline,manual_400us,32,4096,3105,0.758056640625,0.7447035368445035,0.7709261579213241,0.6662207013256498
Baseline,manual_400us,33,4096,3072,0.75,0.7365091295956013,0.7630223817007161,0.6538687505023661
Baseline,manual_400us,34,4096,3003,0.733154296875,0.7193948943133442,0.7464767788194518,0.6424108939031938
Baseline,manual_400us,35,4096,2968,0.724609375,0.7107234422491626,0.7380743999311226,0.6309530373040215
Baseline,manual_400us,36,4096,2932,0.7158203125,0.7018107649295181,0.7294254225567559,0.6194951807048493
Baseline,manual_400us,37,4096,2893,0.706298828125,0.6921626221651298,0.7200484394026321,0.6082533143756056
Baseline,manual_400us,38,4096,2850,0.69580078125,0.6815334210038201,0.7097012196794285,0.5977186364273345
Baseline,manual_400us,39,4096,2818,0.68798828125,0.6736289470306165,0.7019953339246221,0.5871839584790634
Baseline,manual_400us,40,4096,2771,0.676513671875,0.6620277298800105,0.6906688352247136,0.5766492805307922
Baseline,manual_400us,41,4096,2744,0.669921875,0.6553676651238056,0.6841576589604101,0.5664993937255545
Baseline,manual_400us,42,4096,2695,0.657958984375,0.643289007521874,0.6723329532288265,0.5568362487224773
Baseline,manual_400us,43,4096,2663,0.650146484375,0.635406452708969,0.6646051483137215,0.5471731037194002
Baseline,manual_400us,44,4096,2611,0.637451171875,0.6226064466839014,0.6520383197807731,0.5375099587163231
Baseline,manual_400us,45,4096,2584,0.630859375,0.6159646802840361,0.6455088451601302,0.5284064900830313
Baseline,manual_400us,46,4096,2544,0.62109375,0.6061304504061003,0.6358301253780534,0.5196065036668983
Baseline,manual_400us,47,4096,2513,0.613525390625,0.5985133200382898,0.6283247197593543,0.5108065172507652
Baseline,manual_400us,48,4096,2459,0.600341796875,0.5852538048721035,0.6152417528845239,0.5020065308346322
Baseline,manual_400us,49,4096,2426,0.59228515625,0.5771563464430918,0.6072410278440254,0.4936342778922275
Baseline,manual_400us,50,4096,2376,0.580078125,0.564895426406652,0.5951107608054497,0.4856254003381626
Baseline,manual_400us,51,4096,2351,0.573974609375,0.5587685274274193,0.5890420662471746,0.47761652278409766
Baseline,manual_400us,52,4096,2313,0.564697265625,0.5494601479190068,0.5798131435785753,0.46960764523003273
Baseline,manual_400us,53,4096,2276,0.5556640625,0.5404019144544365,0.5708218986076341,0.46191798566684333
Baseline,manual_400us,54,4096,2240,0.546875,0.5315933794681682,0.5620687788998913,0.4546508963689007
Baseline,manual_400us,55,4096,2218,0.54150390625,0.5262127443938883,0.5567172916611643,0.44738380707095804
Baseline,manual_400us,56,4096,2173,0.530517578125,0.5152124482004099,0.5457655194871289,0.4401167177730154
Baseline,manual_400us,57,4096,2145,0.523681640625,0.5083715684034792,0.5389473345220509,0.43285437835613794
Baseline,manual_400us,58,4096,2100,0.5126953125,0.49738330356080873,0.5279835309972073,0.42629860286204424
Baseline,manual_400us,59,4096,2081,0.508056640625,0.492746033539374,0.5233521499301362,0.41974282736795054
Baseline,manual_400us,60,4096,2052,0.5009765625,0.48567063330112986,0.5162806616648714,0.41318705187385685
Corrected formulas / controls,manual_400us,0,4096,4096,1.0,0.9990630225926348,0.9999999999999999,
Corrected formulas / controls,manual_400us,1,4096,4087,0.997802734375,0.9958290482073086,0.9988435607118235,
Corrected formulas / controls,manual_400us,2,4096,4078,0.99560546875,0.9930638103960733,0.9972183848495558,
Corrected formulas / controls,manual_400us,3,4096,4074,0.99462890625,0.9918806406223304,0.9964502596572975,
Corrected formulas / controls,manual_400us,4,4096,4059,0.990966796875,0.9875743543279273,0.993439189829196,
Corrected formulas / controls,manual_400us,5,4096,4052,0.9892578125,0.9856107816089336,0.9919879963576875,0.9754984581679081
Corrected formulas / controls,manual_400us,6,4096,4044,0.9873046875,0.9833908284717333,0.9903053595628853,0.9705998473160851
Corrected formulas / controls,manual_400us,7,4096,4038,0.98583984375,0.9817394754367362,0.9890297701488805,0.965701236464262
Corrected formulas / controls,manual_400us,8,4096,4033,0.984619140625,0.9803708517550201,0.9879592751230951,0.9601462134514931
Corrected formulas / controls,manual_400us,9,4096,4025,0.982666015625,0.9781932525333582,0.9862342844127546,0.9531600477142115
Corrected formulas / controls,manual_400us,10,4096,4016,0.98046875,0.9757587986106162,0.9842783246619937,0.9453884279560743
Corrected formulas / controls,manual_400us,11,4096,4008,0.978515625,0.973606447163245,0.9825280861773625,0.9365212120928308
Corrected formulas / controls,manual_400us,12,4096,3996,0.9755859375,0.970395272680658,0.9798853757619459,0.9267418612991013
Corrected formulas / controls,manual_400us,13,4096,3983,0.972412109375,0.9669363760022123,0.9770025638008875,0.916118434844783
Corrected formulas / controls,manual_400us,14,4096,3970,0.96923828125,0.9634948720671381,0.9741023590964577,0.9045623193021302
Corrected formulas / controls,manual_400us,15,4096,3958,0.96630859375,0.960331329020896,0.971412017244696,0.8924452896916896
Corrected formulas / controls,manual_400us,16,4096,3941,0.962158203125,0.9558683230202784,0.9675820196398083,0.8798358947257301
Corrected formulas / controls,manual_400us,17,4096,3926,0.95849609375,0.9519461365874095,0.9641868499501726,0.8665227804584243
Corrected formulas / controls,manual_400us,18,4096,3913,0.955322265625,0.9485573633564719,0.9612339145416062,0.8532096661911187
Corrected formulas / controls,manual_400us,19,4096,3901,0.952392578125,0.9454369948583105,0.9585003981417638,0.8398186922073579
Corrected formulas / controls,manual_400us,20,4096,3881,0.947509765625,0.9402511317503777,0.9539297864196905,0.8261946363261939
Corrected formulas / controls,manual_400us,21,4096,3867,0.944091796875,0.9366308983630394,0.9507204874260244,0.8125705804450299
Corrected formulas / controls,manual_400us,22,4096,3841,0.937744140625,0.9299266208648727,0.9447413476451831,0.7989465245638661
Corrected formulas / controls,manual_400us,23,4096,3821,0.932861328125,0.9247844761276197,0.9401270175524298,0.7853224686827021
Corrected formulas / controls,manual_400us,24,4096,3796,0.9267578125,0.9183729750294912,0.9343429251130505,0.7716984128015381
Corrected formulas / controls,manual_400us,25,4096,3766,0.91943359375,0.9107002413356831,0.9273809465618494,0.7580743569203741
Corrected formulas / controls,manual_400us,26,4096,3740,0.9130859375,0.9040670637073458,0.9213307069111787,0.7444503010392101
Corrected formulas / controls,manual_400us,27,4096,3713,0.906494140625,0.8971933081475053,0.9150332214505107,0.7308262451580461
Corrected formulas / controls,manual_400us,28,4096,3683,0.899169921875,0.8895715160954258,0.9080203012575809,0.7172021892768821
Corrected formulas / controls,manual_400us,29,4096,3662,0.89404296875,0.8842452751338212,0.903102243647679,0.7035781333957181
Corrected formulas / controls,manual_400us,30,4096,3631,0.886474609375,0.8763951832636987,0.895829799531292,0.690976824346745
Corrected formulas / controls,manual_400us,31,4096,3608,0.880859375,0.8705798420416913,0.8904251946987922,0.6785987628361974
Corrected formulas / controls,manual_400us,32,4096,3576,0.873046875,0.8625006218334564,0.8828940551790171,0.6662207013256498
Corrected formulas / controls,manual_400us,33,4096,3558,0.86865234375,0.8579616760370784,0.8786521736283895,0.6538687505023661
Corrected formulas / controls,manual_400us,34,4096,3521,0.859619140625,0.8486434629761094,0.8699209082538472,0.6424108939031938
Corrected formulas / controls,manual_400us,35,4096,3497,0.853759765625,0.8426072438069235,0.8642493576270255,0.6309530373040215
Corrected formulas / controls,manual_400us,36,4096,3460,0.8447265625,0.8333129502985477,0.8554941726998899,0.6194951807048493
Corrected formulas / controls,manual_400us,37,4096,3438,0.83935546875,0.8277928955098375,0.8502821051755933,0.6082533143756056
Corrected formulas / controls,manual_400us,38,4096,3393,0.828369140625,0.8165155484642912,0.8396073838536258,0.5977186364273345
Corrected formulas / controls,manual_400us,39,4096,3362,0.82080078125,0.8087567994345416,0.8322435968968657,0.5871839584790634
Corrected formulas / controls,manual_400us,40,4096,3320,0.810546875,0.7982572531891169,0.8222545459992773,0.5766492805307922
Corrected formulas / controls,manual_400us,41,4096,3287,0.802490234375,0.79001701994858,0.814396595770304,0.5664993937255545
Corrected formulas / controls,manual_400us,42,4096,3246,0.79248046875,0.7797900655759803,0.804622776741391,0.5568362487224773
Corrected formulas / controls,manual_400us,43,4096,3214,0.78466796875,0.7718160622152588,0.7969864203741026,0.5471731037194002
Corrected formulas / controls,manual_400us,44,4096,3167,0.773193359375,0.7601163486735079,0.785758418065339,0.5375099587163231
Corrected formulas / controls,manual_400us,45,4096,3130,0.76416015625,0.7509156145098268,0.7769096737935086,0.5284064900830313
Corrected formulas / controls,manual_400us,46,4096,3080,0.751953125,0.7384950839029597,0.7649390173253602,0.5196065036668983
