class,condition,energy_uK,shot_id,time_us,vx_m_s,vy_m_s,vz_m_s,w_total_uK,x_um,y_um,z_um
success,stress_diagnostic_50uK,2457.3980458650476,2,3620.1,-0.37724441663531033,-0.4194599643357086,0.01712078381779845,2480.085690671872,119.14586806599083,120.02759450310606,-9.850549139836822
success,stress_diagnostic_50uK,2470.327258069001,2,3620.6,-0.3766894212146394,-0.42224176268741687,0.01755192750287734,2493.0149331966477,118.95738262858009,119.8171678655679,-9.841882341189274
success,stress_diagnostic_50uK,2482.8150568097367,2,3621.1,-0.37608976184372456,-0.42499231771089696,0.018014596418206543,2505.502769430599,118.76918579181188,119.60535773219533,-9.832992167713059
success,stress_diagnostic_50uK,2494.7980352521436,2,3621.6,-0.375444112355919,-0.4277019788637613,0.01851047519289696,2517.485793221339,118.58130022626364,119.39218208351956,-9.823862430342627
success,stress_diagnostic_50uK,2506.206888845889,2,3622.0999999999995,-0.3747513295134303,-0.4303598884976332,0.01904110781890346,2528.894700588355,118.39374922223715,119.17766402616584,-9.814476130751169
success,stress_diagnostic_50uK,2516.9666932488444,2,3622.6,-0.3740105081564003,-0.43295397402091285,0.019607848083148225,2539.65456758936,118.20655658471873,118.96183239960489,-9.804815543816021
success,stress_diagnostic_50uK,2526.997383534009,2,3623.1,-0.37322104055167155,-0.4354709706760197,0.0202118049618196,2549.6853294640277,118.01974649966633,118.7447223794468,-9.794862326167163
success,stress_diagnostic_50uK,2536.2144623663135,2,3623.6,-0.3723826786350053,-0.4378964810575273,0.020853784102730383,2558.9024887443984,117.83334336982962,118.52637606043226,-9.784597653078563
success,stress_diagnostic_50uK,2544.5299597282446,2,3624.1,-0.37149559734014687,-0.44021507712128577,0.021534227044291775,2567.2180749157774,117.64737161908407,118.3068429992853,-9.774002385270759
success,stress_diagnostic_50uK,2551.853658539639,2,3624.6,-0.37056045669049087,-0.4424104495338596,0.022253150375292474,2574.5418699796087,117.46185546529367,118.08618069491563,-9.763057266230515
success,stress_diagnostic_50uK,2558.094588906168,2,3625.1,-0.369578459836108,-0.44446560770034,0.02301008758576337,2580.7829026601494,117.27681866300483,117.86445498138379,-9.751743149413175
success,stress_diagnostic_50uK,2563.1627787936204,2,3625.5999999999995,-0.36855140380435564,-0.44636313164084424,0.02380403683922857,2585.8511990601673,117.09228421878997,117.64174030788465,-9.740041253193805
success,stress_diagnostic_50uK,2566.9712311197,2,3626.1,-0.36748171945877384,-0.44808547407752375,0.02463341824292546,2589.6597597651385,116.90827408375277,117.41811988009462,-9.727933439723785
success,stress_diagnostic_50uK,2569.438077526498,2,3626.6,-0.36637249709394176,-0.4496153077419028,0.025496044332330388,2592.1267136654833,116.72480882948625,117.19368563886444,-9.715402512015427
success,stress_diagnostic_50uK,2570.488838903847,2,3627.1,-0.36522749429329143,-0.45093590920882415,0.026389107350871216,2593.1775785706695,116.54190731552457,116.96853805564959,-9.702432521739098
success,stress_diagnostic_50uK,2570.058703993365,2,3627.6,-0.36405112318615046,-0.4520315667962017,0.02730918644229407,2592.74753994462,116.35958635790358,116.74278572936464,-9.68900907852714
success,stress_diagnostic_50uK,2568.0947223371454,2,3628.1,-0.3628484150756751,-0.4528879966079878,0.02825227705780137,2590.783644020985,116.17786040968213,116.51654477646605,-9.675119650208229
success,stress_diagnostic_50uK,2564.5577987151405,2,3628.5999999999995,-0.3616249615498327,-0.45349274805654555,0.029213843729066935,2587.2467924317075,115.99674126501806,116.28993801475653,-9.660753842518298
success,stress_diagnostic_50uK,2559.4243750294095,2,3629.1,-0.3603868325693527,-0.45383557858967793,0.030188895935280326,2582.11342429163,115.81623779850044,116.06309395119843,-9.645903646604344
success,stress_diagnostic_50uK,2552.6876936814006,2,3629.6,-0.35914047354358675,-0.45390877720717016,0.03117208520876949,2575.3767797665923,115.63635575081571,115.836145594268,-9.630563643165123
success,stress_diagnostic_50uK,2544.3585542178507,2,3630.1,-0.3578925849177814,-0.45370741788779434,0.032157820029639364,2567.047656880976,115.45709757043952,115.60922912128332,-9.614731153402236
success,stress_diagnostic_50uK,2534.465501578273,2,3630.6,-0.3566499891460492,-0.45322952727928645,0.033140393626612426,2557.1545998797646,115.27846231893365,115.38248243984425,-9.598406329049457
success,stress_diagnostic_50uK,2523.0544176415806,2,3631.1,-0.35541949096019965,-0.4524761557362078,0.034114118697153736,2545.7434908293158,115.10044564471654,115.15604368922376,-9.58159217648377
success,stress_diagnostic_50uK,2510.1875249004083,2,3631.6,-0.3542077374402859,-0.45145134662392145,0.03507346242345167,2532.8765532788257,114.92303982704736,114.9300497315865,-9.564294513097728
success,stress_diagnostic_50uK,2495.9418483165005,2,3632.0999999999995,-0.35302108447170344,-0.4501620051820051,0.03601317507677121,2518.6308140371825,114.74623388866893,114.70463468386843,-9.546521857471229
success,stress_diagnostic_50uK,2480.4072149472768,2,3632.6,-0.3518654757216677,-0.44861767451585627,0.03692840598694996,2503.096102664261,114.57001377235065,114.47992853891667,-9.528285258138363
success,stress_diagnostic_50uK,2463.6838974499933,2,3633.1,-0.35074633933589155,-0.4468302318311663,0.03781480164975494,2486.3726947981136,114.39436257372056,114.25605591927126,-9.509598068628508
success,stress_diagnostic_50uK,2445.8800246638652,2,3633.6,-0.34966850625230833,-0.4448135223159976,0.038668582132818055,2468.5687225376914,114.21926082048662,114.03313499927584,-9.490475678741499
success,stress_diagnostic_50uK,2427.1088889833413,2,3634.1,-0.3486361525000776,-0.4425829507583366,0.03948659355847857,2449.79748161403,114.04468678657574,113.81127662175275,-9.47093521353854
success,stress_diagnostic_50uK,2407.486276331732,2,3634.6,-0.34765276626216424,-0.44015505192595933,0.0402663361103078,2430.1747611772344,113.87061682893216,113.59058362512125,-9.450995212222344
success,stress_diagnostic_50uK,2387.127931576982,2,3635.1,-0.34672113898377616,-0.43754706000699856,0.04100596856131916,2409.8163090554285,113.69702573471014,113.37115038643651,-9.43067529896025
success,stress_diagnostic_50uK,2366.147252424504,2,3635.6,-0.3458433785339085,-0.4347764952703077,0.04170429162088437,2388.8355255295373,113.5238870672846,113.15306257615562,-9.40999585686651
success,stress_diagnostic_50uK,2344.653280858717,2,3636.1,-0.3450209414589086,-0.4318607829329232,0.042360713356296986,2367.341454699293,113.35117350075824,112.93639711211436,-9.388977714955255
success,stress_diagnostic_50uK,2322.749035811413,2,3636.6,-0.34425468074504073,-0.4288169154499868,0.04297520052739746,2345.437117117236,113.17885713429392,112.72122229363049,-9.367641856084793
success,stress_diagnostic_50uK,2300.530206325381,2,3637.1,-0.34354490522808495,-0.42566116549272165,0.04354821988957705,2323.218202954327,113.00690977947899,112.50759809202911,-9.346009151925141
success,stress_diagnostic_50uK,2278.0842029244745,2,3637.6,-0.3428914468142773,-0.42240885311473303,0.044080673419425176,2300.7721234008704,112.8353032158634,112.29557657121079,-9.324100128965169
success,stress_diagnostic_50uK,2255.4895474048762,2,3638.1,-0.3422937319478267,-0.41907416729734914,0.044573831068985374,2278.1774005092707,112.6640094116744,112.08520241098408,-9.301934767676466
success,stress_diagnostic_50uK,2232.815568386911,2,3638.5999999999995,-0.3417508542047185,-0.4156700393801503,0.045029264139176364,2255.5033628095284,112.49300070838707,111.8765135064917,-9.279532335271247
