a1_m_s2,a2_m_s2,c1_um,c2_um,d_aod_uK,d_slm_uK,dd_mode,protocol,pulse_marker,segment,time_us,toggling_y,v1_m_s,v2_m_s,zs1_um,zs2_um
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,10.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,11.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,11.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,12.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,12.499999999999998,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,13.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,13.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,14.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,14.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,14.999999999999998,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,15.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,16.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,16.499999999999996,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,17.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,17.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,18.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,18.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,18.999999999999996,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,19.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,179.99999999999997,none,protocol_a,False,initial_slm_hold,20.0,1.0,0.0,0.0,0.0,0.0
