experiment,structure,temperature_uK,target,duration_us,dt_ns,v_avg_mm_per_s,v_peak_mm_per_s,v_rms_mm_per_s,eta_peak,step_displacement_frac,move_duration_us,shots,captured,capture_rate,wilson_low,wilson_high,follow_loss_rate,exc_move_end_median,exc_move_end_q90,margin_q10,failure_follow_loss,failure_ramp_excitation,failure_handoff,work_residual_median_over_depth,status,error
end_to_end,trapezoid_frozen_ramp,5.0,90,89.99999999999999,44.11764705882353,27.195774040105164,38.8511057715788,30.965470247332462,0.14677384746766986,0.0014649738224577229,88.24900502779435,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0058589489782972,1.0277698111139804,0.9144499044389435,0,0,0,2.686974543702349e-06,ok,
end_to_end,trapezoid_frozen_ramp,5.0,65,65.0,31.862745098039213,37.6556871324533,53.793838760647574,42.875266496306494,0.20322532726292752,0.0014649738224577226,63.73539252007371,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0041590104081992,1.0215988353064005,0.809443048530979,0,0,0,1.961554995291483e-06,ok,
end_to_end,trapezoid_frozen_ramp,5.0,45,44.99999999999999,22.058823529411764,54.39154808021033,77.7022115431576,61.930940494664924,0.2935476949353397,0.0014649738224577229,44.12450251389718,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0540084501579965,1.1080367307393886,0.7304996285065078,0,0,0,2.0482091666123575e-06,ok,
end_to_end,trapezoid_frozen_ramp,5.0,32,32.0,15.686274509803923,76.48811448779576,109.26873498256538,87.09038507062256,0.4128014460028215,0.0014649738224577229,31.377424009882443,300,0,0.0,8.673617379884035e-19,0.012642971224546034,1.0,1.6312564812591388,2.0574485251576586,-2.089997470299925,0,0,300,4.4652771275643586e-06,ok,
end_to_end,trapezoid_frozen_ramp,5.0,25,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,trapezoid_frozen_ramp,5.0,20,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,sequential_scaled,10.0,600,600.0,50.0,7.692307692307692,11.538461538461537,8.428527216546629,0.04359063558743358,0.0004930966469428008,312.0,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.005765335267931,1.0345811562772491,0.8749012254093935,0,0,0,0.00034541238857850376,ok,
end_to_end,sequential_scaled,10.0,400,399.99999999999994,50.0,11.538461538461538,17.30769230769231,12.642790824819942,0.06538595338115037,0.0007396449704142013,208.0,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0053058840847093,1.0352794958980638,0.87198021949942,0,0,0,0.0005200076679028805,ok,
end_to_end,sequential_scaled,10.0,300,300.0,50.0,15.384615384615383,23.076923076923073,16.857054433093257,0.08718127117486715,0.0009861932938856016,156.0,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0050759926426251,1.0373246838755794,0.867651860182498,0,0,0,0.0006925012780201529,ok,
end_to_end,sequential_scaled,10.0,220,219.99999999999997,50.0,20.97902097902098,31.46853146853147,22.98689240876353,0.1188835516020916,0.0013448090371167298,114.39999999999999,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.005939352316021,1.0361977490366596,0.8696667756581903,0,0,0,0.0009401617604646674,ok,
