experiment,structure,temperature_uK,target,duration_us,dt_ns,v_avg_mm_per_s,v_peak_mm_per_s,v_rms_mm_per_s,eta_peak,step_displacement_frac,move_duration_us,shots,captured,capture_rate,wilson_low,wilson_high,follow_loss_rate,exc_move_end_median,exc_move_end_q90,margin_q10,failure_follow_loss,failure_ramp_excitation,failure_handoff,work_residual_median_over_depth,status,error
end_to_end,sequential_scaled,20.0,400,399.99999999999994,50.0,11.538461538461538,17.30769230769231,12.642790824819942,0.06538595338115037,0.0007396449704142013,208.0,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0120715124242239,1.072019714278659,0.7487819866357769,0,0,0,0.000517792065806977,ok,
end_to_end,sequential_scaled,20.0,300,300.0,50.0,15.384615384615383,23.076923076923073,16.857054433093257,0.08718127117486715,0.0009861932938856016,156.0,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0119688742617712,1.0717188717662276,0.7506047419466699,0,0,0,0.0006860211687260021,ok,
end_to_end,sequential_scaled,20.0,220,219.99999999999997,50.0,20.97902097902098,31.46853146853147,22.98689240876353,0.1188835516020916,0.0013448090371167298,114.39999999999999,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0121398506377375,1.0696570539131947,0.7444559574128671,0,0,0,0.0009384777546209364,ok,
end_to_end,sequential_scaled,20.0,160,160.0,41.59085001299714,28.846153846153847,43.269230769230774,31.60697706204986,0.16346488345287596,0.0015381231513682376,83.19999999999999,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0219012714846452,1.1080886260500553,0.6317119370778155,0,0,0,0.0001253343679932118,ok,
end_to_end,sequential_scaled,20.0,120,119.99999999999999,31.19313750974785,38.46153846153847,57.692307692307686,42.142636082733134,0.2179531779371679,0.0015381231513682374,62.4,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0132365005233632,1.0741189440399692,0.7130581761995979,0,0,0,0.00012880698611496112,ok,
end_to_end,sequential_scaled,20.0,90,89.99999999999999,23.39485313231089,51.28205128205128,76.92307692307693,56.19018144364419,0.29060423724955725,0.0015381231513682376,46.8,300,297,0.99,0.9710165066376601,0.9965933815622847,1.0,1.0348195086437963,1.1315221613241815,0.5470579041022712,1,1,1,0.0001247405913496626,ok,
end_to_end,sequential_scaled,20.0,65,65.0,16.896282817780087,71.00591715976331,106.508875739645,77.80178969119964,0.4023750977301563,0.001538123151368238,33.8,300,190,0.6333333333333333,0.5774367141816825,0.6858584934917717,1.0,1.1056896673326027,1.3746870548857224,-0.35150062973223617,14,21,75,6.243282794310547e-05,ok,
end_to_end,sequential_scaled,20.0,45,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,sequential_scaled,20.0,32,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,sequential_scaled,20.0,25,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,sequential_scaled,20.0,20,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,frozen_shape_scaled,20.0,600,600.0,50.0,4.08059168579444,7.648811417271971,4.875885720916176,0.028896101101166336,0.0003268722827894005,588.15,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0121426444171906,1.0667601867431535,0.7593796526150958,0,0,0,2.9440729120551693e-06,ok,
end_to_end,frozen_shape_scaled,20.0,400,399.99999999999994,50.0,6.120887528691661,11.473217125907956,7.313828581374263,0.043344151651749506,0.0004903084241841008,392.0999999999999,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0113083620739851,1.060921669970027,0.7618304058441626,0,0,0,2.8735884993658185e-06,ok,
end_to_end,frozen_shape_scaled,20.0,300,300.0,50.0,8.16118337158888,15.297622834543942,9.751771441832352,0.05779220220233267,0.000653744565578801,294.075,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0127272091541746,1.0684059652605984,0.7611182373825147,0,0,0,2.826014546644044e-06,ok,
end_to_end,frozen_shape_scaled,20.0,220,219.99999999999997,50.0,11.12888641580302,20.8603947743781,13.297870147953205,0.07880754845772636,0.0008914698621529104,215.65499999999997,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0105242316040246,1.0631171937100228,0.7460812202807015,0,0,0,2.7037481567249393e-06,ok,
end_to_end,frozen_shape_scaled,20.0,160,160.0,50.0,15.302218821729152,28.68304281476989,18.284571453435657,0.10836037912937375,0.0012257710604602517,156.83999999999997,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0120971646232806,1.089139257527665,0.7432668790436907,0,0,0,3.5009331007949214e-06,ok,
end_to_end,frozen_shape_scaled,20.0,120,119.99999999999999,50.0,20.4029584289722,38.24405708635985,24.379428604580877,0.1444805055058317,0.0016343614139470025,117.63,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0155684385101353,1.0898460652767132,0.6902936997547836,0,0,0,3.5459732664771746e-06,ok,
end_to_end,frozen_shape_scaled,20.0,90,89.99999999999999,44.09603135717785,27.203944571962932,50.992076115146475,32.505904806107836,0.19264067400777557,0.0019218360575564948,88.22250000000001,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0154335520676259,1.07475778296123,0.686873333818413,0,0,0,4.67824319743502e-06,ok,
end_to_end,frozen_shape_scaled,20.0,65,65.0,31.84713375796178,37.66700017656406,70.6044130825105,45.00817588538007,0.2667332409338431,0.0019218360575564948,63.71625,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0131220807433055,1.0693308199907219,0.6751363948661648,0,0,0,2.847064470019998e-06,ok,
end_to_end,frozen_shape_scaled,20.0,45,44.99999999999999,22.048015678588925,54.407889143925864,101.98415223029295,65.01180961221567,0.38528134801555114,0.0019218360575564948,44.111250000000005,300,238,0.7933333333333333,0.743944983244025,0.8353044736375745,1.0,1.0636977297966874,1.2308050370652757,-0.44247707316024887,0,3,59,5.734979341798471e-06,ok,
end_to_end,frozen_shape_scaled,20.0,32,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,frozen_shape_scaled,20.0,25,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,frozen_shape_scaled,20.0,20,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,trapezoid_frozen_ramp,20.0,600,600.0,50.0,4.079366106015774,5.8276658657368205,4.644820537099869,0.022016077120150482,0.0002490455498178129,588.3267001852957,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0122684731884888,1.0609537393943569,0.7596937399617784,0,0,0,2.7545470442219633e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,400,399.99999999999994,50.0,6.119049159023662,8.741498798605233,6.967230805649806,0.03302411568022573,0.0003735683247267194,392.21780012353054,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.012629199090303,1.0729055791220057,0.7598709283664816,0,0,0,2.694641770824779e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,300,300.0,50.0,8.158732212031548,11.655331731473641,9.289641074199738,0.044032154240300964,0.0004980910996356258,294.1633500926479,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0108219547374624,1.0645772256403419,0.7627952646518014,0,0,0,2.6551950228383245e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,220,219.99999999999997,50.0,11.125543925497567,15.89363417928224,12.667692373908736,0.06004384669131949,0.0006792151358667623,215.71979006794177,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0104791922594967,1.0595575878250136,0.7576449985023658,0,0,0,2.655397865067383e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,160,160.0,50.0,15.297622897559155,21.85374699651308,17.418077014124513,0.08256028920056431,0.0009339208118167984,156.8871200494122,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0111946978402293,1.0681652863813842,0.7553723113587424,0,0,0,2.8488596256060948e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,120,119.99999999999999,50.0,20.396830530078873,29.138329328684105,23.22410268549935,0.11008038560075241,0.0012452277490890644,117.66534003705914,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0165646851170536,1.1068895596966501,0.6654899748587408,0,0,0,3.0974775176529447e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,90,89.99999999999999,44.11764705882353,27.195774040105164,38.8511057715788,30.965470247332462,0.14677384746766986,0.0014649738224577229,88.24900502779435,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.012261248242278,1.0584169092874565,0.7500619369956929,0,0,0,4.592935848896102e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,65,65.0,31.862745098039213,37.6556871324533,53.793838760647574,42.875266496306494,0.20322532726292752,0.0014649738224577226,63.73539252007371,300,300,1.0,0.9873570287754538,0.9999999999999998,1.0,1.0152180141847222,1.0927902000015062,0.6842520006688271,0,0,0,2.7852083733192766e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,45,44.99999999999999,22.058823529411764,54.39154808021033,77.7022115431576,61.930940494664924,0.2935476949353397,0.0014649738224577229,44.12450251389718,300,286,0.9533333333333334,0.923202639772079,0.9720010663176659,1.0,1.046152745122904,1.1406612320192435,0.3594743191083278,0,0,14,2.6501162597877254e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,32,32.0,15.686274509803923,76.48811448779576,109.26873498256538,87.09038507062256,0.4128014460028215,0.0014649738224577229,31.377424009882443,300,14,0.04666666666666667,0.027998933682334012,0.07679736022792105,1.0,1.7132001668425056,2.4502878396919723,-2.7612196113861738,1,0,285,4.495912405852532e-06,ok,
end_to_end,trapezoid_frozen_ramp,20.0,25,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
end_to_end,trapezoid_frozen_ramp,20.0,20,,,,,,,,,,,,,,,,,,,,,,skipped_early_stop,
