species,mass,wavelength,slm_wavelength,waist,depth_uK,slm_depth_uK,temperature_uK,tau_us,geometry,trajectory,distance_um,duration_us,protocol,repeats,ramp_us,hold_us,disorder,alignment_nm,rin,pointing,dt_us,noise_us,shots,average_m_s,peak_m_s,peak_x_m_s,peak_y_m_s,peak_accel_m_s2,interior_peak_jerk_m_s3,acceleration_join_jump_m_s2,complete_oneway_us,omega_r_rad_s,maximum_static_force_acceleration,tau_over_T,repeat,alive,survival,lower,upper,conditional_loss,median_energy_uK,energy_p95_uK,group,previous_alive,elapsed_total_us,representative_file,representative_seed,seeds,seed_count,source_files,status99,status999
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,4,8192,1.0,0.9995497987032913,1.0,0.0,-230.5161169272971,-169.25435449624467,repeat_confirm,8192,12400.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,5,8192,1.0,0.9995497987032913,1.0,0.0,-230.59999947099885,-169.0353233003061,repeat_confirm,8192,15500.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,6,8192,1.0,0.9995497987032913,1.0,0.0,-230.68050262878958,-169.5143342018774,repeat_confirm,8192,18600.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,7,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0001220703125,-230.69589758925994,-169.39940742820193,repeat_confirm,8192,21700.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,8,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.5554463925759,-169.08286206709428,repeat_confirm,8191,24800.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,9,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.5391938501512,-169.27681214400985,repeat_confirm,8191,27900.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,10,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.26946742136408,-169.1860416006351,repeat_confirm,8191,31000.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,11,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.36968486963383,-169.0360858822541,repeat_confirm,8191,34100.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,12,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.32281284129846,-169.66438223349297,repeat_confirm,8191,37200.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,13,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.2532433647074,-169.16279311431418,repeat_confirm,8191,40300.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,14,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.3401542430725,-169.12544523976936,repeat_confirm,8191,43400.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,15,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.40418072579584,-169.20375691082452,repeat_confirm,8191,46500.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,16,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.34358059468406,-169.4420021443351,repeat_confirm,8191,49600.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,17,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.38976128801562,-169.12337897859888,repeat_confirm,8191,52700.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,18,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.33851987336578,-169.19206556322578,repeat_confirm,8191,55800.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,19,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.21395161416763,-168.90654778630994,repeat_confirm,8191,58900.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,20,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.05651214966082,-169.17910852844767,repeat_confirm,8191,62000.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,21,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.04612840850598,-169.15150173542781,repeat_confirm,8191,65100.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,22,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.94168741306487,-169.4861562135326,repeat_confirm,8191,68200.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,23,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.09013949369236,-169.46940237942897,repeat_confirm,8191,71300.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,24,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.04162696775532,-169.2922047185042,repeat_confirm,8191,74400.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,25,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.09767482554716,-169.25214062052794,repeat_confirm,8191,77500.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,26,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.09313983480803,-169.27521418986282,repeat_confirm,8191,80600.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,27,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.01594188448294,-168.87199210828993,repeat_confirm,8191,83700.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,28,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.88915344191034,-168.95240405741967,repeat_confirm,8191,86800.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,29,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.90085557977952,-168.8365344461921,repeat_confirm,8191,89900.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,30,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.9574430129577,-168.95595683881268,repeat_confirm,8191,93000.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,31,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.09712119525426,-169.31864712280895,repeat_confirm,8191,96100.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,32,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.03505112856146,-169.2955840159131,repeat_confirm,8191,99200.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,33,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.09364522067312,-168.71551276197155,repeat_confirm,8191,102300.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,34,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.07912031332032,-168.6463558804397,repeat_confirm,8191,105400.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,35,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-230.00653250580788,-169.01523400837857,repeat_confirm,8191,108500.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,36,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.96544346226554,-168.72928025286308,repeat_confirm,8191,111600.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,37,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.904053483237,-168.9855393510066,repeat_confirm,8191,114700.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,38,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.87352687313606,-168.68017395855168,repeat_confirm,8191,117800.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,39,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.73221447301557,-168.2928203964582,repeat_confirm,8191,120900.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,40,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.85194091876647,-168.5179905426563,repeat_confirm,8191,124000.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,270.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.09,0.13499999999999998,0.13499999999999998,0.0,179.99999999999997,119999.99999999999,179.99999999999997,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,41,8191,0.9998779296875,0.999320057497738,0.9999969094520433,0.0,-229.90624150735357,-168.15068781549888,repeat_confirm,8191,127100.0,runs\repeat_confirm\455fb02d59f1309ccc.json,26091721,"26091721,26091722",2,runs\repeat_confirm\455fb02d59f1309ccc.json;runs\repeat_confirm\8dc4678a601da60e33.json,supported,supported
