species,mass,wavelength,slm_wavelength,waist,depth_uK,slm_depth_uK,temperature_uK,tau_us,geometry,trajectory,distance_um,duration_us,protocol,repeats,ramp_us,hold_us,disorder,alignment_nm,rin,pointing,dt_us,noise_us,shots,average_m_s,peak_m_s,peak_x_m_s,peak_y_m_s,peak_accel_m_s2,interior_peak_jerk_m_s3,acceleration_join_jump_m_s2,complete_oneway_us,omega_r_rad_s,maximum_static_force_acceleration,tau_over_T,repeat,alive,survival,lower,upper,conditional_loss,median_energy_uK,energy_p95_uK,group,previous_alive,elapsed_total_us,representative_file,representative_seed,seeds,seed_count,source_files,status99,status999
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,42,8185,0.9991455078125,0.9982402170464162,0.9996563830008822,0.00012215978499874325,-223.33736682048428,-155.42312990794883,repeat_confirm,8186,130200.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,43,8184,0.9990234375,0.9980766942284842,0.9995782983367856,0.00012217470983511003,-223.37452740726474,-155.55069588172412,repeat_confirm,8185,133300.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,44,8184,0.9990234375,0.9980766942284842,0.9995782983367856,0.0,-223.20490033568595,-154.86800037054067,repeat_confirm,8184,136400.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,45,8184,0.9990234375,0.9980766942284842,0.9995782983367856,0.0,-223.03194283349225,-154.2768694879749,repeat_confirm,8184,139500.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,46,8183,0.9989013671875,0.9979154817529607,0.9994975159569058,0.00012218963831867047,-222.9893122847182,-154.51079484706733,repeat_confirm,8184,142600.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,47,8183,0.9989013671875,0.9979154817529607,0.9994975159569058,0.0,-222.74415358480886,-153.72234643269329,repeat_confirm,8183,145700.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,48,8182,0.998779296875,0.9977562330582922,0.9994144751055929,0.00012220457045097888,-222.51654308486093,-153.79894099115043,repeat_confirm,8183,148800.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,49,8182,0.998779296875,0.9977562330582922,0.9994144751055929,0.0,-222.63575520453597,-154.21711615096802,repeat_confirm,8182,151900.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,3000.0,A,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.2033333333333333,0.305,0.305,0.0,406.6666666666667,271111.1111111111,406.6666666666667,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,50,8182,0.998779296875,0.9977562330582922,0.9994144751055929,0.0,-222.49266179108832,-153.52290886275892,repeat_confirm,8182,155000.0,runs\repeat_confirm\2ad4e23151f344ebda.json,26091722,"26091722,26091721",2,runs\repeat_confirm\2ad4e23151f344ebda.json;runs\repeat_confirm\365a45f862868efe86.json,supported,uncertain
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,A,1,200.0,100.0,0.0,0.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6100.0,238468.88814965388,19142.96458254997,0.0008333333333333334,1,8192,1.0,0.9995497987032913,1.0,0.0,-230.69945239308697,-171.42014628013982,final_single,8192,6100.0,runs\final_single\aff3a57a7255a26130.json,26091741,"26091741,26091742",2,runs\final_single\aff3a57a7255a26130.json;runs\final_single\d8268555b6bceb20b5.json,supported,supported
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,1,8172,0.99755859375,0.9962319521948177,0.9985081076387122,0.00244140625,-93.2002859357768,-40.03621580232447,repeat_confirm,8192,6500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,supported,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,2,8155,0.9954833984375,0.9937797819311122,0.996817961628128,0.0020802741067058594,-93.2424479257962,-40.24109857665997,repeat_confirm,8172,13000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,supported,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,3,8139,0.9935302734375,0.9915458781164437,0.9951500848469433,0.001961986511342717,-93.24369377177766,-41.06588698574387,repeat_confirm,8155,19500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,supported,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,4,8124,0.99169921875,0.9894884902188951,0.993548518507723,0.0018429782528566196,-93.27046607148654,-41.55771165690365,repeat_confirm,8139,26000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,uncertain,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,5,8104,0.9892578125,0.9867818475045086,0.9913757864849015,0.00246184145741013,-93.21506555877994,-41.810760817219474,repeat_confirm,8124,32500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,uncertain,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,6,8084,0.98681640625,0.9841047257508965,0.9891730428553713,0.0024679170779862147,-93.32193310243392,-42.95114524963128,repeat_confirm,8104,39000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,7,8065,0.9844970703125,0.9815816702974687,0.987059953618081,0.0023503216229588952,-93.35953207300672,-43.28966031439842,repeat_confirm,8084,45500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,8,8050,0.982666015625,0.9796008208765352,0.985380562043361,0.0018598884066955979,-93.39119580544548,-43.444677116407995,repeat_confirm,8065,52000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,9,8028,0.97998046875,0.9767099441681824,0.9829029417902646,0.0027329192546583503,-93.54418041483436,-44.33556234355873,repeat_confirm,8050,58500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,10,8014,0.978271484375,0.9748778457852344,0.9813186566124396,0.0017438963627304238,-93.71275769220242,-44.53551926180331,repeat_confirm,8028,65000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,11,7997,0.9761962890625,0.9726599267880996,0.9793880556191771,0.002121287746443712,-93.71457269982083,-45.002775258171546,repeat_confirm,8014,71500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,12,7985,0.9747314453125,0.9710983312593824,0.9780212545251106,0.0015005627110166175,-93.61745871110266,-45.28131065227344,repeat_confirm,7997,78000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,13,7976,0.9736328125,0.969929110587647,0.9769941640311193,0.0011271133375078124,-93.56312384392484,-45.52372016583357,repeat_confirm,7985,84500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,14,7963,0.9720458984375,0.9682430022600463,0.97550780473814,0.001629889669007012,-93.45578721349435,-45.950106824018825,repeat_confirm,7976,91000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,15,7953,0.9708251953125,0.9669480706731065,0.9743623636441848,0.0012558081125204623,-93.5188050283432,-46.19528075057947,repeat_confirm,7963,97500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,16,7939,0.9691162109375,0.9651379744208495,0.9727559215056256,0.0017603420093046385,-93.49899717910488,-46.31434177811852,repeat_confirm,7953,104000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,17,7931,0.9681396484375,0.9641050146441126,0.9718365658051773,0.0010076835873535916,-93.56937312884638,-46.401070544076546,repeat_confirm,7939,110500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,18,7922,0.967041015625,0.9629440669899677,0.9708011523942864,0.0011347875425545828,-93.46251294281225,-46.311518363103175,repeat_confirm,7931,117000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,19,7915,0.9661865234375,0.962041901047264,0.9699950333281987,0.0008836152486745297,-93.37511017822068,-46.662761312571284,repeat_confirm,7922,123500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,20,7910,0.965576171875,0.9613979063004907,0.9694188223959243,0.0006317119393556281,-93.44237936067941,-46.32575432107743,repeat_confirm,7915,130000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,21,7901,0.9644775390625,0.9602395452574931,0.9683808090678493,0.0011378002528444897,-93.405114137242,-47.052502377480636,repeat_confirm,7910,136500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,22,7890,0.963134765625,0.958825159951296,0.9671107300634192,0.0013922288317934628,-93.39388165043442,-47.064948383835926,repeat_confirm,7901,143000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,23,7880,0.9619140625,0.957540618471997,0.9659548435171532,0.0012674271229404788,-93.35834404914016,-47.421207173997786,repeat_confirm,7890,149500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,24,7877,0.9615478515625,0.9571554819344965,0.9656078506160528,0.00038071065989853103,-93.31511225199787,-47.27136238682905,repeat_confirm,7880,156000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,25,7870,0.960693359375,0.9562572232415364,0.9647978055303343,0.000888663196648487,-93.30193290938885,-47.21734949947873,repeat_confirm,7877,162500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,26,7857,0.9591064453125,0.9545904400404073,0.9632920184227414,0.0016518424396442244,-93.25178797817593,-47.38533278493417,repeat_confirm,7870,169000.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,rb_cubic,610.0,6000.0,B,50,200.0,100.0,0.02,50.0,0.0,0.0,0.05,0.2,8192,0.10166666666666666,0.1525,0.1525,0.0,101.66666666666667,33888.88888888889,101.66666666666667,6500.0,238468.88814965388,19142.96458254997,0.0008333333333333334,27,7850,0.958251953125,0.9536936721537561,0.9624804761261466,0.0008909252895507036,-93.28503769587311,-47.71397977260489,repeat_confirm,7857,175500.0,runs\repeat_confirm\5454c9c9a94d2c27ac.json,26091722,"26091722,26091721",2,runs\repeat_confirm\5454c9c9a94d2c27ac.json;runs\repeat_confirm\a76a480d7a9a6e042f.json,failed,failed
