distance_um,duration_us,trajectory,protocol,tau_us,rin,repeat,seed,noise_us,dt_coarse,dt_fine,survival_difference,paired_SE,label_disagreement,energy_KS,median_energy_difference_uK
610.0,750.0,zero_jerk,A,0.0,0.0,1,26091771,0.2,0.05,0.025,0.0,0.0,0.0,0.0009854644000985568,-0.0029803352913756816
610.0,800.0,rb_cubic,A,0.0,0.0,1,26091771,0.2,0.1,0.05,0.0,0.0,0.0,0.0009849790691948135,0.011856645490937383
610.0,800.0,rb_cubic,A,0.0,0.0,1,26091771,0.2,0.05,0.025,0.0,0.0,0.0,0.0007387343018960824,-0.009406373408979533
610.0,900.0,zero_jerk,A,2.0,0.0,1,26091771,0.2,0.1,0.05,0.0,0.0,0.0,0.0012257906349595338,0.006275712234265328
610.0,900.0,zero_jerk,A,2.0,0.0,1,26091771,0.2,0.05,0.025,0.0,0.0,0.0,0.0007354743809757647,0.0007486982262726926
610.0,1000.0,min_jerk,A,2.0,0.0,1,26091771,0.2,0.1,0.05,0.0,0.0,0.0,0.000738188976378007,0.0011400715410454084
610.0,1000.0,min_jerk,A,2.0,0.0,1,26091771,0.2,0.05,0.025,0.0,0.0,0.0,0.0004921259842520787,0.0002879569396929639
610.0,1050.0,rb_cubic,A,2.0,0.0,1,26091771,0.2,0.1,0.05,0.0,0.0,0.0,0.0012227928588897097,0.009429083682021522
610.0,1050.0,rb_cubic,A,2.0,0.0,1,26091771,0.2,0.05,0.025,0.0,0.0,0.0,0.0007336757153338924,0.002356460487554613
610.0,1200.0,rb_cubic,A,5.0,0.0,1,26091771,0.2,0.1,0.05,0.0,0.0,0.0,0.0009830425165888723,0.0055465757020224365
610.0,1200.0,rb_cubic,A,5.0,0.0,1,26091771,0.2,0.05,0.025,0.0,0.0,0.0,0.0007372818874417097,0.0013867337284208926
610.0,1400.0,zero_jerk,A,5.0,0.0,1,26091771,0.2,0.1,0.05,-0.000244140625,0.000244140625,0.000244140625,0.0012043510606059016,-0.014280113692304445
610.0,1400.0,zero_jerk,A,5.0,0.0,1,26091771,0.2,0.05,0.025,0.0,0.0,0.0,0.0007327796775770112,-0.0016597752787516488
610.0,1500.0,min_jerk,A,5.0,0.0,1,26091771,0.2,0.1,0.05,0.0,0.0,0.0,0.0009818360333824216,0.010064117339121109
610.0,1500.0,min_jerk,A,5.0,0.0,1,26091771,0.2,0.05,0.025,0.0,0.0,0.0,0.0007363770250369273,0.002396572891897674
