species,mass,wavelength,slm_wavelength,waist,depth_uK,slm_depth_uK,temperature_uK,tau_us,geometry,trajectory,distance_um,duration_us,protocol,repeats,ramp_us,hold_us,disorder,alignment_nm,rin,pointing,dt_us,noise_us,shots,seed,average_m_s,peak_m_s,peak_x_m_s,peak_y_m_s,peak_accel_m_s2,interior_peak_jerk_m_s3,acceleration_join_jump_m_s2,complete_oneway_us,omega_r_rad_s,maximum_static_force_acceleration,tau_over_T,repeat,alive,survival,lower,upper,conditional_loss,median_energy_uK,energy_p95_uK,group,file,previous_alive,elapsed_total_us
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3500.0,238468.88814965388,19142.96458254997,0.0016666666666666668,50,93,0.04541015625,0.03680565140232973,0.05534401749632669,0.07920792079207917,-60.067538465232104,-4.6036338559205525,convergence,runs\convergence\5fd1145009cab49dd2.json,101,175000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,1,2048,1.0,0.9982004105354623,1.0,0.0,-226.56454798569467,-148.8144916191889,convergence,runs\convergence\618efef405fbec7440.json,2048,3100.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,10,1784,0.87109375,0.855804390394303,0.8853117882049865,0.0267321331151118,-189.14562842399576,-44.22357278883942,convergence,runs\convergence\618efef405fbec7440.json,1833,31000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,50,214,0.1044921875,0.09157299048366847,0.11855551662792287,0.044642857142857095,-130.64783792874772,-32.324314524316684,convergence,runs\convergence\618efef405fbec7440.json,224,155000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,6000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.08499999999999999,0.13281249999999997,0.13281249999999997,0.0,70.83333333333333,35416.666666666664,70.83333333333333,6100.0,238468.88814965388,19142.96458254997,0.0008333333333333334,1,2043,0.99755859375,0.9943118427328541,0.9992068216322598,0.00244140625,-220.33891647139157,-124.7027432171775,convergence,runs\convergence\817637f208e1b023a9.json,2048,6100.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,6000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.08499999999999999,0.13281249999999997,0.13281249999999997,0.0,70.83333333333333,35416.666666666664,70.83333333333333,6100.0,238468.88814965388,19142.96458254997,0.0008333333333333334,10,1017,0.49658203125,0.4747016853212933,0.5184721747347776,0.10789473684210527,-169.567404832182,-26.361362572381363,convergence,runs\convergence\817637f208e1b023a9.json,1140,61000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,6000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.08499999999999999,0.13281249999999997,0.13281249999999997,0.0,70.83333333333333,35416.666666666664,70.83333333333333,6100.0,238468.88814965388,19142.96458254997,0.0008333333333333334,50,9,0.00439453125,0.0020113686752922964,0.008325728183432385,0.09999999999999998,-181.00665539575846,-67.48203673035643,convergence,runs\convergence\817637f208e1b023a9.json,10,305000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,6000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.08499999999999999,0.13281249999999997,0.13281249999999997,0.0,70.83333333333333,35416.666666666664,70.83333333333333,6100.0,238468.88814965388,19142.96458254997,0.0008333333333333334,1,2047,0.99951171875,0.9972825055060337,0.999987637865482,0.00048828125,-221.42901967306062,-121.24688106129464,convergence,runs\convergence\8313e8ede4ed9f3f42.json,2048,6100.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,6000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.08499999999999999,0.13281249999999997,0.13281249999999997,0.0,70.83333333333333,35416.666666666664,70.83333333333333,6100.0,238468.88814965388,19142.96458254997,0.0008333333333333334,10,1020,0.498046875,0.4761640892550975,0.5199352593470898,0.1076115485564304,-172.50949789285193,-30.932186819380806,convergence,runs\convergence\8313e8ede4ed9f3f42.json,1143,61000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,6000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.08499999999999999,0.13281249999999997,0.13281249999999997,0.0,70.83333333333333,35416.666666666664,70.83333333333333,6100.0,238468.88814965388,19142.96458254997,0.0008333333333333334,50,6,0.0029296875,0.0010758790336718926,0.006365711368738894,0.25,-156.95886063358196,-15.844461086443726,convergence,runs\convergence\8313e8ede4ed9f3f42.json,8,305000.0
