a_over_acrit,acceleration,minimum_x_um,saddle_x_um,barrier_uK
0.45954545454545453,8797.062360435462,-0.1613736267142593,-1.0990558627098783,97.14343775080177
0.46953535353535353,8988.29864298235,-0.16521805653360166,-1.0909146838915553,94.29538374468746
0.4795252525252525,9179.534925529239,-0.16908798015428456,-1.0828436915641388,91.48389850873507
0.4895151515151515,9370.771208076127,-0.17298443193091007,-1.0748379870978697,88.70885452786997
0.4995050505050505,9562.007490623015,-0.1769084936305462,-1.0668928520741663,85.97014221408001
0.5094949494949494,9753.243773169903,-0.18086129791369812,-1.0590037272247343,83.26766953827234
0.5194848484848484,9944.480055716791,-0.18484403213493425,-1.0511661927206506,80.6013617355107
0.5294747474747474,10135.716338263679,-0.18885794250023605,-1.0433759495892598,77.97116108088035
0.5394646464646464,10326.952620810567,-0.1929043386232927,-1.035628802052495,75.37702673400767
0.5494545454545454,10518.188903357455,-0.19698459852897035,-1.027920640595631,72.81893465100423
0.5594444444444444,10709.425185904343,-0.2011001741591945,-1.0202474255859117,70.29687756333045
0.5694343434343434,10900.661468451231,-0.2052525974447018,-1.0126051712681106,67.81086502379362
0.5794242424242424,11091.89775099812,-0.20944348701577176,-1.0049899299668479,65.36092352062845
0.5894141414141414,11283.134033545008,-0.21367455563641763,-0.9973977763260492,62.947096661364846
0.5994040404040404,11474.370316091896,-0.21794761846017366,-0.9898247914122629,60.56944542899176
0.6093939393939394,11665.606598638784,-0.22226460222121763,-0.9822670465009234,58.228048513787755
0.6193838383838384,11856.842881185672,-0.22662755549436595,-0.9747205863531923,55.92300272513606
0.6293737373737374,12048.07916373256,-0.231038660179841,-0.9671814117737104,53.654423488696025
0.6393636363636364,12239.315446279448,-0.23550024439666858,-0.9596454612208505,51.42244543548984
0.6493535353535353,12430.551728826336,-0.24001479700190517,-0.9521085912062864,49.227223090823635
0.6593434343434343,12621.788011373224,-0.24458498399355733,-0.944566555192445,47.06893167253004
0.6693333333333333,12813.024293920113,-0.24921366710474813,-0.9370149806440031,44.94776800985277
0.6793232323232323,13004.260576467,-0.25390392495825,-0.9294493438365319,42.86395159645128
0.6893131313131313,13195.496859013889,-0.25865907722263315,-0.9218649419476119,40.817725793565835
0.6993030303030303,13386.733141560777,-0.2634827123154863,-0.9142568618731658,38.80935920245812
0.7092929292929293,13577.969424107665,-0.2683787192982064,-0.906619945086146,36.839147228943816
0.7192828282828283,13769.205706654553,-0.2733513247769623,-0.8989487477168688,34.90741386734435
0.7292727272727273,13960.441989201441,-0.2784051357937308,-0.8912374948438192,33.0145137367093
0.7392626262626263,14151.67827174833,-0.283545189946856,-0.8834800277455837,31.16083440898404
0.7492525252525253,14342.914554295217,-0.2887770142805156,-0.8756697425547687,29.34679907729412
0.7592424242424243,14534.150836842105,-0.294106694895604,-0.8677995183506976,27.57286962318833
0.7692323232323233,14725.387119388994,-0.2995409597641107,-0.8598616321955804,25.839550155192242
0.7792222222222223,14916.623401935882,-0.30508727793910323,-0.8518476579110408,24.147391108307993
0.7892121212121213,15107.85968448277,-0.3107539793054684,-0.8437483444395599,22.496994016406497
0.7992020202020202,15299.095967029658,-0.3165504003138649,-0.8355534683390564,20.889017098592966
0.8091919191919192,15490.332249576546,-0.3224870629296706,-0.8272516531706484,19.324181839095388
0.8191818181818181,15681.568532123432,-0.32857589653281716,-0.8188301460348802,17.803280791682834
0.8291717171717171,15872.80481467032,-0.33483051606508824,-0.8102745379542989,16.327186909400112
0.8391616161616161,16064.041097217209,-0.3412665748741155,-0.801568409645022,14.896864796475072
0.8491515151515151,16255.277379764097,-0.347902218305817,-0.7926928766205371,13.513384413770654
0.8591414141414141,16446.513662310983,-0.3547586755591265,-0.7836259961077442,12.177937961026554
0.8691313131313131,16637.74994485787,-0.36186104502058986,-0.7743419805527024,10.891860938603552
0.8791212121212121,16828.98622740476,-0.3692393564011242,-0.7648101343906236,9.656658808161785
0.8891111111111111,17020.222509951647,-0.37693003900388095,-0.7549933847424982,8.474041309894888
0.8991010101010101,17211.458792498535,-0.3849780035372179,-0.7448461986265136,7.345967501675394
0.9090909090909091,17402.695075045423,-0.39343968294757625,-0.7343115411997884,6.274706234223253
0.919080808080808,17593.93135759231,-0.4023876341164622,-0.7233162731884759,5.262919588716189
0.929070707070707,17785.1676401392,-0.4119178067998264,-0.7117638811186445,4.3137818447574094
0.939060606060606,17976.403922686088,-0.42216165226636937,-0.6995223678937731,3.4311561474014916
0.949050505050505,18167.64020523298,-0.43330770621690423,-0.6864026691326092,2.619870755544056
0.959040404040404,18358.876487779868,-0.44564366144519385,-0.6721165798004449,1.886181353722756
0.969030303030303,18550.112770326756,-0.4596492918169256,-0.6561838295620044,1.2386208930997817
0.979020202020202,18741.349052873644,-0.47624448826387594,-0.6376840461508904,0.689796518829053
0.989010101010101,18932.585335420532,-0.4977158467541632,-0.6143301667949587,0.2612153484679575
0.999,19123.82161796742,-0.5375384976653894,-0.5726466082678522,0.0071614375544552895
