geometry,path_speed_m_s,focus1_um,focus2_um,axial_minimum_um,actual_depth_uK,axial_frequency_Hz
x,0.43,7.106550585584873,0.0,3.553275292792436,144.48397533216763,749.8047618767431
x,0.44,7.271819203854289,0.0,3.6359096019271435,141.2669423856517,389.69253721745474
x,0.45,7.437087822123704,0.0,3.1140078322941576,138.1333332720101,655.2125676256551
x,0.46,7.602356440393121,0.0,2.809037651001606,135.13043382476292,1040.1319742369574
x,0.47000000000000003,7.767625058662538,0.0,2.607889215705901,132.2553168856446,1297.3205201995302
x,0.48,7.932893676931952,0.0,5.474688248792666,129.49999912496443,1485.2119016380323
x,0.49,8.098162295201366,0.0,2.33818735755204,126.85713971911653,1631.9299075913545
x,0.5,8.263430913470783,0.0,2.2302008423748023,124.31999758407107,1761.334483319327
x,0.51,8.428699531740198,0.0,2.138906457642778,121.88234884971799,1866.273016822514
x,0.52,8.593968150009614,0.0,2.059974165557305,119.53846141499665,1953.0424985681161
x,0.53,8.75923676827903,0.0,1.9890078208724193,117.28301758877285,2027.7877568613042
x,0.54,8.924505386548446,0.0,1.9215451708948414,115.11110988070129,2096.3421789472213
x,0.55,9.089774004817862,0.0,1.8622137369361227,113.01818160883734,2153.1386269263403
x,0.56,9.255042623087277,0.0,1.8065182125793298,110.99999859804227,2204.0057490936993
x,0.5700000000000001,9.420311241356695,0.0,1.7545081784099432,109.0526254605921,2249.0632547748273
x,0.58,9.58557985962611,0.0,1.7108607363249904,107.17240830417148,2283.333965648984
x,0.59,9.750848477895524,0.0,1.666386951148692,105.35592762296683,2317.410482686256
x,0.6,9.916117096164939,0.0,1.621086822881045,103.59999196645256,2351.162778868147
x,0.61,10.081385714434353,0.0,1.5843145553160973,101.90163932377904,2374.856155107432
x,0.62,10.246654332703772,0.0,1.5467820521071165,100.25806380249323,2398.455968933429
x,0.63,10.411922950973187,0.0,1.5131994688747712,98.66666605554204,2417.2643025932625
x,0.64,10.577191569242602,0.0,1.4788897037220405,97.12499887488265,2436.0330249936837
x,0.65,10.742460187512016,0.0,1.4485959659932577,95.63076913517085,2450.263675433481
x,0.66,10.907728805781435,0.0,1.4176081000677405,94.18181629069541,2464.5277834174813
x,0.67,11.07299742405085,0.0,1.39070236901348,92.7761189757687,2474.5064849345185
x,0.68,11.238266042320266,0.0,1.3631355634861402,91.41176470527476,2484.599302998617
x,0.6900000000000001,11.403534660589681,0.0,1.334907683485724,90.08694559766019,2494.7676316284437
x,0.7000000000000001,11.568803278859098,0.0,1.3108445726657023,88.79999467284827,2500.9384626098913
x,0.71,11.73407189712851,0.0,1.2909958116115419,87.54928567852347,2503.296513645325
x,0.72,11.899340515397926,0.0,1.265693186154492,86.33333320752651,2509.8346773135254
x,0.73,12.064609133667341,0.0,1.244637964186968,85.15068423662527,2512.6398248531577
x,0.74,12.229877751936758,0.0,11.006889976743084,84.00000000000001,2515.6600578432995
x,0.75,12.395146370206175,0.0,1.200742619174615,82.8799922284704,2518.869037054937
x,0.76,12.560414988475591,0.0,1.18282750095421,81.78947343899584,2518.5985067304196
x,0.77,12.725683606745005,0.0,1.1643504694316886,80.72727272684617,2518.593257245301
x,0.78,12.890952225014424,0.0,1.1453115246070513,79.69230628952413,2518.831509464303
x,0.79,13.056220843283837,0.0,1.1306852518902089,78.68353544173841,2515.813382444494
x,0.8,13.221489461553254,0.0,1.110539007323168,77.69999777498819,2516.5348596803988
x,0.81,13.386758079822668,0.0,12.291919591235098,76.74074053170212,2514.0692764433593
x,0.8200000000000001,13.552026698092085,0.0,1.0786091102735167,75.80487722055024,2511.8760279484613
