geometry,path_speed_m_s,focus1_um,focus2_um,axial_minimum_um,actual_depth_uK,axial_frequency_Hz
opposite,0.47000000000000003,5.492540352694833,-5.492540352694833,-4.085722986474836,93.51862771333094,2467.622322034012
opposite,0.48,5.6094029133904675,-5.6094029133904675,-4.244687702717579,91.57032340889695,2484.898616892205
opposite,0.49,5.7262654740861025,-5.7262654740861025,-4.395379591823598,89.70154368163767,2493.98589469134
opposite,0.5,5.843128034781737,-5.843128034781737,-4.547333596585132,87.90751487417883,2503.4161476824374
opposite,0.51,5.959990595477372,-5.959990595477372,-4.695688755557499,86.18383569073093,2509.2053946678507
opposite,0.52,6.076853156173007,-6.076853156173007,-4.845259285161103,84.52645477270423,2515.3688612275546
opposite,0.53,6.193715716868642,-6.193715716868642,-4.991137478926985,82.93161569084614,2518.1229253889787
opposite,0.54,6.310578277564276,-6.310578277564276,5.133253219318733,81.39584460593079,2517.666506461851
opposite,0.55,6.427440838259911,-6.427440838259911,-5.276490840293156,79.91592119122,2517.732384231504
opposite,0.56,6.544303398955544,-6.544303398955544,-5.420850341850257,78.48884656611048,2518.258604743333
opposite,0.5700000000000001,6.661165959651182,-6.661165959651182,-5.561330527472525,77.11184973836191,2515.8011509884986
opposite,0.58,6.778028520346814,-6.778028520346814,-5.697861279623542,75.78233721422653,2510.529510475499
opposite,0.59,6.8948910810424495,-6.8948910810424495,-5.835420422308682,74.49788418679599,2505.8525998408986
opposite,0.6,7.011753641738084,-7.011753641738084,5.974007955527947,73.2562595710236,2501.7229673063157
opposite,0.61,7.128616202433719,-7.128616202433719,-6.1136238792813264,72.0553346502963,2498.0911479652214
opposite,0.62,7.245478763129355,-7.245478763129355,-6.2491501344906215,70.89315399427147,2491.8577636496266
opposite,0.63,7.362341323824989,-7.362341323824989,-6.380516603619417,69.76785700138743,2483.160263657774
opposite,0.64,7.479203884520621,-7.479203884520621,-6.517982777336263,68.67774557986165,2478.025189250948
opposite,0.65,7.596066445216259,-7.596066445216259,-6.651242419948327,67.6211654130703,2470.459920609656
opposite,0.66,7.712929005911893,-7.712929005911893,-6.785436963045954,66.59660021275405,2463.4293586049776
opposite,0.67,7.829791566607527,-7.829791566607527,-6.915331484990245,65.60261811608915,2454.1116331910757
opposite,0.68,7.946654127303162,-7.946654127303162,-7.051372456546864,64.63786782353775,2448.097167095363
opposite,0.6900000000000001,8.0635166879988,-8.0635166879988,-7.18306666192587,63.70108510247827,2439.8293752551763
opposite,0.7000000000000001,8.180379248694432,-8.180379248694432,-7.310343983590841,62.79107988731557,2429.4200854605683
opposite,0.71,8.297241809390068,-8.297241809390068,-7.443791127380281,61.906694599483004,2422.168555308935
opposite,0.72,8.4141043700857,-8.4141043700857,-7.572774642431406,61.04688446381988,2412.803720788191
opposite,0.73,8.530966930781334,-8.530966930781334,-7.702599567919542,60.210625245890746,2403.9381211630025
opposite,0.74,8.647829491476969,-8.647829491476969,-7.833265903844686,59.39695985229881,2395.5439824171326
opposite,0.75,8.764692052172604,-8.764692052172604,-7.959351748470825,58.605009651907416,2385.1634726211482
opposite,0.76,8.881554612868241,-8.881554612868241,-8.086232258509693,57.833883800169104,2375.2788717561307
opposite,0.77,8.998417173563876,-8.998417173563876,-8.213907433961289,57.08279045501733,2365.8684697978256
opposite,0.78,9.11527973425951,-9.11527973425951,-8.34237727482562,56.350964819459,2356.9094917506504
opposite,0.79,9.232142294955144,-9.232142294955144,-8.471641781102678,55.637667708770856,2348.378093723908
opposite,0.8,9.34900485565078,-9.34900485565078,-8.601700952792468,54.942184190224154,2340.2493559385093
opposite,0.81,9.465867416346416,-9.465867416346416,-8.726992653086137,54.26389613094818,2330.284381178569
opposite,0.8200000000000001,9.582729977042051,-9.582729977042051,-8.853032273768257,53.602142899508976,2320.74886512107
opposite,0.8300000000000001,9.699592537737683,-9.699592537737683,-8.979819814838832,52.95633296069304,2311.6241084286007
opposite,0.84,9.816455098433318,-9.816455098433318,-9.107355276297856,52.32589273380531,2302.890477992585
opposite,0.85,9.933317659128953,-9.933317659128953,-9.229983031287928,51.710301569633216,2292.4276741347544
opposite,0.86,10.050180219824586,-10.050180219824586,-9.358990961011715,51.10901047934245,2284.4548540819205
opposite,0.87,10.167042780520223,-10.167042780520223,-9.483044439242274,50.52155842806599,2274.775373378031
opposite,0.88,10.283905341215858,-10.283905341215858,-9.607799092837007,49.94745105281229,2265.4745116771364
opposite,0.89,10.400767901911491,-10.400767901911491,-9.733254921795908,49.38624243039845,2256.5370002101517
opposite,0.9,10.517630462607126,-10.517630462607126,-9.85941192611899,48.837498613062294,2247.9467538375243
opposite,0.91,10.634493023302763,-10.634493023302763,-9.980474243876001,48.300830641402,2237.7447048454646
opposite,0.92,10.751355583998397,-10.751355583998397,-10.108010226415288,47.77581677472873,2229.8337780483794
opposite,0.93,10.86821814469403,-10.86821814469403,-10.23040477736423,47.26210478970141,2220.330237808318
opposite,0.9400000000000001,10.985080705389667,-10.985080705389667,-10.353453758653066,46.7593155054221,2211.1653357958326
opposite,0.9500000000000001,11.101943266085302,-11.101943266085302,-10.477157170281796,46.2671116358071,2202.327433981108
opposite,0.96,11.218805826780935,-11.218805826780935,-10.601515012250426,45.78516385515217,2193.804182347541
opposite,0.97,11.33566838747657,-11.33566838747657,-10.726527284558946,45.313150452332906,2185.582524828474
opposite,0.98,11.452530948172205,-11.452530948172205,-10.846234517692153,44.85076215954947,2175.8563510909084
opposite,0.99,11.569393508867838,-11.569393508867838,-10.972532278168329,44.397734720996446,2168.2281065308844
opposite,1.0,11.686256069563473,-11.686256069563473,11.093478254444907,43.95375223931062,2159.11165759577
opposite,1.01,11.80311863025911,-11.80311863025911,-11.22106150308873,43.51856139147643,2152.027129247959
opposite,1.02,11.919981190954744,-11.919981190954744,-11.343246222508684,43.09191354014922,2143.4785043241113
opposite,1.03,12.036843751650377,-12.036843751650377,-11.46603862724425,42.673545270329605,2135.205755502434
opposite,1.04,12.153706312346014,-12.153706312346014,-11.589438717295437,42.26321756710771,2127.199052042806
opposite,1.05,12.270568873041647,-12.270568873041647,-11.70732341556205,41.86071641467461,2117.79111324482
opposite,1.06,12.387431433737284,-12.387431433737284,-11.83191550373233,41.46580885473843,2110.3106407069445
opposite,1.07,12.504293994432919,-12.504293994432919,-11.95094545509376,41.07826576397259,2101.438594260004
opposite,1.08,12.621156555128552,-12.621156555128552,-12.07672954138314,40.69792308767147,2094.4479341384763
opposite,1.09,12.738019115824189,-12.738019115824189,-12.196904745839387,40.324545913511656,2086.0827771109643
opposite,1.1,12.854881676519822,-12.854881676519822,-12.317640890586974,39.95795263362357,2077.96418428501
opposite,1.11,12.971744237215459,-12.971744237215459,-12.4389379756259,39.59796656074221,2070.085614151909
opposite,1.12,13.088606797911089,-13.088606797911089,-12.560796000956163,39.24441382859375,2062.440001249502
opposite,1.1300000000000001,13.205469358606724,-13.205469358606724,-12.683214966577768,38.897123291537056,2055.019760868394
opposite,1.1400000000000001,13.322331919302364,-13.322331919302364,-12.806194872490716,38.55592642624259,2047.8167956296159
opposite,1.1500000000000001,13.439194479997997,-13.439194479997997,-12.929735718694996,38.22065723549314,2040.8224996357048
opposite,1.16,13.556057040693627,-13.556057040693627,-13.047457330456893,37.891161093267584,2032.5389479109651
opposite,1.17,13.672919601389262,-13.672919601389262,-13.172096684731715,37.56731359848136,2025.9613169799536
opposite,1.18,13.789782162084899,-13.789782162084899,-13.290870059539877,37.24894257952362,2018.1075384015635
opposite,1.19,13.906644722780532,-13.906644722780532,-13.416607921885237,36.93592152153312,2011.9156315859045
opposite,1.2,14.023507283476167,-14.023507283476167,13.536433059739666,36.62812882614756,2004.467842238379
