duration_us,omegaT_min,exact_mean_N,asym_mean_N,relative_difference
111.71168334795769,23.86477705337433,78.15949404401739,63.09848634922679,0.23869047525852682
117.05172990372846,25.00556212337604,55.86424909206365,52.34822731657635,0.06716601412735779
122.64704158811574,26.200879048966744,34.77651582144204,43.42951886391077,-0.19924243392111896
128.50982059546521,27.453334564186193,30.892657021288834,36.03031478686826,-0.14259264166773022
134.6528524099265,28.765660010283632,34.0054882541828,29.891733033210805,0.13762183732878475
141.0895336878966,30.140717292196776,28.36410261094622,24.798997983065156,0.1437600273331856
147.83390147330167,31.58150511976284,19.030537058850555,20.573925917269282,-0.07501674034527561
154.90066380942818,33.09116554727197,15.533649042109838,17.068690756712833,-0.08993318447692233
162.30523181406244,34.672990825624794,14.555925914058472,14.160651949453657,0.027913542823857496
170.0637532878872,36.330430582037074,12.662457346589102,11.748063544633773,0.07783357644273226
178.19314792942836,38.067099342948936,9.785964253489206,9.74651432302716,0.004047593750397649
186.71114423334734,39.88678441654432,7.1762597928190335,8.085974432132275,-0.11250525795607169
195.636318152549,41.79345415207143,7.307533273271955,6.708345193996428,0.08931980420622421
204.98813360841436,43.791266593974875,5.767977953294151,5.56542635887956,0.03639462304472385
214.78698493750838,45.884578549713694,4.088043389814007,4.617229683384702,-0.11461121275274533
225.05424136732452,48.07795509103914,4.231674637438857,3.8305798288238826,0.10470864112969669
235.81229361806186,50.376179509453046,3.062618861943035,3.1779536282968666,-0.03629214892466581
247.08460273206225,52.784263747557546,2.5742628018931764,2.6365171109633483,-0.023612328860412757
258.8957512373941,55.30745932904454,2.3190331814115956,2.187326591083017,0.06021350029094941
271.2714967571591,57.951268811160695,1.6859666607023143,1.8146658696672435,-0.0709217113277878
284.23882818143613,60.721457784624434,1.6213116667564198,1.5054963588700665,0.07692832148280804
297.82602452435384,63.624067447162325,1.1556524150782916,1.2490008901675402,-0.07473851766168627
312.0627165946575,66.66542777808738,1.1009304437568816,1.0362052451658859,0.06246368554198356
326.97995161424956,69.85217134264812,0.8308911297500969,0.8596641672251056,-0.03347009049811234
342.6102609256314,73.19124775625431,0.7304570898794631,0.7132008681277469,0.024195458142130866
358.9877309358982,76.68993884012193,0.557798829799477,0.5916909156979889,-0.05728005112015455
376.1480774520015,80.355874501389,0.5274339515903489,0.490882941069017,0.07445972850825333
394.12872356938965,84.19704937233355,0.40103261621757674,0.4072498925360568,-0.015266489770600966
412.96888128388247,88.22184024497956,0.3343353793565708,0.3378656316910226,-0.010448687298506343
432.709637004764,92.43902433911373,0.2904674445910231,0.28030255420599415,0.036263994860206594
453.3940411555702,96.85779844354948,0.22376158729349566,0.23254665323952284,-0.037777649446447126
475.0672020579836,101.4877989723837,0.18373478749711333,0.19292705371910748,-0.047646330801161985
497.77638430356393,106.33912297998249,0.16186876260223493,0.16005755205772818,0.01131599553549023
521.5711118278521,111.42235018052675,0.1380305427542003,0.1327881159062925,0.03947963876230709
546.5032759116252,116.74856602013679,0.11340391331516919,0.11016464702386157,0.029403863932918606
572.6272483448332,122.3293858518917,0.09170761448880141,0.09139559945602674,0.0034138955773772572
600.0,128.17698026646354,0.07353748978335303,0.07582428506412961,-0.030159140687478714
