shot_id,x0_um,v0_m_s,initial_aod_energy_uK,initial_excitation_energy_uK,initial_phase_coord,final_x_um,final_v_m_s,final_slm_energy_uK,final_excitation_energy_uK,excitation_energy_change_uK,final_energy_over_slm_depth,captured_in_slm,capture_margin,label
0,0.7751938036840174,0.007933988420727964,-279.2452735501776,0.7547264498223314,,-0.1130255250895368,-0.024132122772875023,-132.75677016799682,7.243229832003149,6.488503382180818,-0.9482626440571204,True,0.9482626440571204,d=0.8um
1,0.8708730284429821,-0.02373545329090269,-273.44997335716397,6.550026642835983,,0.2802603125465533,0.026257389370902714,-119.31113060363646,20.688869396363522,14.13884275352754,-0.8522223614545462,True,0.8522223614545462,d=0.8um
2,0.7976250035331274,-0.01849549584024974,-277.2636165626376,2.736383437362336,,-0.08595211369003238,-0.03447820196494613,-128.99603684040164,11.003963159598323,8.267579722235988,-0.9214002631457262,True,0.9214002631457262,d=0.8um
3,0.7059536134654565,-0.0011024903189478666,-276.3952969260433,3.6047030739566566,,-0.08768729843147652,0.00900888937026288,-137.78738513023595,2.212614869764042,-1.3920882041926148,-0.984195608073114,True,0.984195608073114,d=0.8um
4,0.7763039491534555,0.02018279402626243,-276.5147142497633,3.4852857502366725,,0.046847731826735795,-0.03354993673903376,-130.55554405005068,9.44445594994928,5.959170199712607,-0.9325396003575052,True,0.9325396003575052,d=0.8um
5,0.8587393239772366,-0.005135529989371246,-278.38128381399804,1.6187161860019352,,0.26948674011620855,-0.015047072758205092,-124.09671496962883,15.90328503037115,14.284568844369215,-0.8864051069259203,True,0.8864051069259203,d=0.8um
6,0.8807125783289258,0.009177789414937758,-276.67441652705406,3.3255834729458704,,0.23900106691338607,0.0313366032605883,-120.94198527374436,19.05801472625561,15.732431253309738,-0.8638713233838885,True,0.8638713233838885,d=0.8um
7,1.0516970678799487,0.04924673701252653,-235.86338068735816,44.13661931264181,,0.5167121944093941,0.044841194527631176,-78.70957631538099,61.29042368461899,17.153804371977184,-0.5622112593955786,True,0.5622112593955786,d=0.8um
8,0.7727161735104293,0.004859829240588951,-279.50687316418436,0.4931268358155939,,-0.13617982959197764,-0.019527920294540285,-133.20984481818004,6.790155181819933,6.297028346004339,-0.951498891558429,True,0.951498891558429,d=0.8um
9,0.7176980541909305,-0.01835549770966611,-274.5498240259013,5.450175974098697,,-0.1323140654226677,0.01305919189619677,-135.10141031006305,4.898589689936933,-0.551586284161764,-0.9650100736433076,True,0.9650100736433076,d=0.8um
10,0.7776007433806539,0.004866151963190784,-279.6055689167926,0.39443108320734455,,-0.1271257351458821,-0.022206488460297397,-132.7918075867835,7.208192413216462,6.813761330009118,-0.9485129113341682,True,0.9485129113341682,d=0.8um
11,0.8646285073209343,0.003201648495241342,-278.21458124284715,1.7854187571528228,,0.2930712415199517,-0.001575907429318625,-123.46935123094121,16.530648769058768,14.745230011905944,-0.881923937363866,True,0.881923937363866,d=0.8um
12,0.8017603841883835,0.03675888979069597,-269.1992387283155,10.800761271684474,,0.1927896830955077,0.03544394358804714,-122.5596073953607,17.440392604639282,6.639631332954809,-0.8754257671097194,True,0.8754257671097194,d=0.8um
13,0.7462536759207705,-0.03982216285855404,-266.14634607513676,13.853653924863165,,-0.006964846249066724,-0.042356219855850495,-125.65127161501283,14.34872838498715,0.4950744601239837,-0.8975090829643775,True,0.8975090829643775,d=0.8um
14,0.7817711238789136,0.005488384714694778,-279.62334570702455,0.3766542929753901,,-0.11340928596938359,-0.025032145390186,-132.3856692569988,7.614330743001189,7.237676450025799,-0.9456119232642772,True,0.9456119232642772,d=0.8um
15,0.7624074817515386,0.0059812891641088705,-279.1365393013248,0.8634606986752088,,-0.1434147165192398,-0.015339425501325141,-133.97496853518007,6.025031464819909,5.1615707661447,-0.9569640609655721,True,0.9569640609655721,d=0.8um
16,0.6250411472189432,-0.015226074803074075,-265.90056382497727,14.099436175022683,,0.044125370692570644,0.011676859699102007,-138.51254957403006,1.4874504259699095,-12.611985749052774,-0.9893753541002149,True,0.9893753541002149,d=0.8um
17,0.7374681287747578,0.04643796768852968,-261.1693868151939,18.83061318480605,,0.13587799841953815,0.0409473045686929,-122.8732675010401,17.126732498959868,-1.7038806858461826,-0.877666196436001,True,0.877666196436001,d=0.8um
18,0.8882775445627165,-0.053581691868070574,-253.88385488214578,26.11614511785418,,-0.04361408177893269,-0.06759215353789397,-103.09646958235561,36.90353041764437,10.787385299790188,-0.736403354159683,True,0.736403354159683,d=0.8um
19,0.8677972410662874,0.001135179491792637,-278.11564326787936,1.884356732120575,,0.29658855668904055,0.0007129274901231584,-123.11150760476117,16.888492395238803,15.004135663118227,-0.87936791146258,True,0.87936791146258,d=0.8um
20,0.710613611764762,-0.006222549108338012,-276.4409564697592,3.559043530240714,,-0.08773653050213333,0.011800089235918737,-137.32142211227435,2.678577887725631,-0.8804656425150826,-0.9808673008019598,True,0.9808673008019598,d=0.8um
21,0.6908240945470343,-0.01471446272480068,-273.4356587272422,6.564341272757776,,-0.05450507122939033,0.01687287494665109,-137.11826260817583,2.8817373918241556,-3.68260388093362,-0.9794161614869703,True,0.9794161614869703,d=0.8um
0,0.7336576408506916,-0.011473854654580628,-277.1530583499346,2.84694165006535,,-0.14051161764668385,0.008589089097413693,-135.4296553635352,4.570344636464771,1.7234029863994214,-0.9673546811681087,True,0.9673546811681087,d=0.8um
1,0.8379035784024319,-0.012649170871039379,-278.1340876120941,1.8659123879058597,,0.157887947535113,-0.03391801267661668,-125.79800860153753,14.201991398462445,12.336079010556585,-0.8985572042966968,True,0.8985572042966968,d=0.8um
2,0.839363211673536,0.010315768237832795,-278.51633649120924,1.4836635087907195,,0.2329049184690966,-0.02045091507984475,-125.99011525177048,14.009884748229505,12.526221239438785,-0.8999293946555035,True,0.8999293946555035,d=0.8um
3,0.8531460823362261,0.0045679678259812895,-278.6801378799303,1.319862120069618,,0.26257587789551173,-0.014751437443033512,-124.84533990069379,15.154660099306195,13.834797979236576,-0.8917524278620986,True,0.8917524278620986,d=0.8um
4,0.780068930207109,-0.027686914147785315,-273.71082246192725,6.289177538072689,,-0.0834588504094103,-0.03636478093901519,-128.01333739022698,11.986662609773004,5.697485071700315,-0.9143809813587642,True,0.9143809813587642,d=0.8um
5,0.7353961940608456,0.0020331350621789154,-278.26476818605187,1.7352318139480645,,-0.13888114891357756,0.0006330094538334594,-136.10663248972557,3.893367510274418,2.1581356963263536,-0.9721902320694684,True,0.9721902320694684,d=0.8um
