shot_id,x0_um,v0_m_s,initial_aod_energy_uK,initial_excitation_energy_uK,initial_phase_coord,final_x_um,final_v_m_s,final_slm_energy_uK,final_excitation_energy_uK,excitation_energy_change_uK,final_energy_over_slm_depth,captured_in_slm,capture_margin,label
0,2.3819784043858245,0.007933988420727964,-279.2452735501776,0.7547264498223314,,0.044240992397408495,0.0013431775370692299,-139.58580603822585,0.4141939617741163,-0.340532488048215,-0.9970414717016135,True,0.9970414717016135,w=0.85um
1,2.4514889522876366,-0.02373545329090269,-273.44997335716397,6.550026642835983,,-0.020870948106872324,-0.020200350990220443,-136.64958700825355,3.3504129917464414,-3.199613651089541,-0.9760684786303826,True,0.9760684786303826,w=0.85um
2,2.3982745752163743,-0.01849549584024974,-277.2636165626376,2.736383437362336,,-0.08207358035014936,0.0006479152591804758,-138.62558076751728,1.3744192324826907,-1.3619642048796452,-0.9901827197679808,True,0.9901827197679808,w=0.85um
3,2.3316757020902887,-0.0011024903189478666,-276.3952969260433,3.6047030739566566,,-0.024120522143498743,0.014845071003222876,-138.11970716303404,1.8802928369659395,-1.724410236990717,-0.9865693368788148,True,0.9865693368788148,w=0.85um
4,2.38278492032516,0.02018279402626243,-276.51471424976336,3.4852857502366206,,0.08589549181498658,0.006337929708291949,-138.1779227464841,1.822077253515898,-1.6632084967207226,-0.9869851624748864,True,0.9869851624748864,w=0.85um
5,2.44267386784671,-0.005135529989371246,-278.38128381399804,1.6187161860019352,,-0.036922040345132794,-0.008095243599883837,-139.19766842673926,0.8023315732607363,-0.8163846127411988,-0.9942690601909947,True,0.9942690601909947,w=0.85um
6,2.458637343230416,0.009177789414937758,-276.67441652705406,3.3255834729458704,,0.050382618301331644,-0.012144585883824905,-138.30293535062128,1.6970646493786823,-1.628518823567188,-0.9878781096472952,True,0.9878781096472952,w=0.85um
7,2.5828568441862876,0.04924673701252653,-235.86338068735816,44.13661931264181,,-0.2685089087229699,0.033012352405960906,-117.29285532018274,22.707144679817237,-21.429474632824576,-0.8378061094298769,True,0.8378061094298769,w=0.85um
8,2.3801784166528757,0.004859829240588951,-279.50687316418436,0.4931268358155939,,0.03373224320511978,0.002328370224165578,-139.7241208859574,0.2758791140425732,-0.21724772177302074,-0.9980294348996959,True,0.9980294348996959,w=0.85um
9,2.340207988087428,-0.01835549770966611,-274.5498240259013,5.450175974098697,,-0.11558355381685402,0.003389303314800355,-137.20206916823565,2.7979308317643174,-2.652245142334379,-0.980014779773112,True,0.980014779773112,w=0.85um
10,2.383727035789364,0.004866151963190784,-279.60556891679266,0.3944310832072926,,0.031659465492869285,0.001513059680917806,-139.77683389155374,0.22316610844624,-0.1712649747610526,-0.9984059563682411,True,0.9984059563682411,w=0.85um
11,2.4469523343784565,0.003201648495241342,-278.21458124284715,1.7854187571528228,,7.750634028458595e-05,-0.010621373024914926,-139.09834471740143,0.9016552825985555,-0.8837634745542673,-0.9935596051242961,True,0.9935596051242961,w=0.85um
12,2.401278911589851,0.03675888979069597,-269.1992387283155,10.800761271684474,,-0.03480220268643544,0.02569562179986101,-134.47535809689066,5.524641903109307,-5.2761193685751655,-0.9605382721206478,True,0.9605382721206478,w=0.85um
13,2.3609535252415856,-0.03982216285855404,-266.14634607513676,13.853653924863165,,0.11539555407088942,-0.02385778439178091,-132.75335202450378,7.246647975496193,-6.607005949366972,-0.9482382287464558,True,0.9482382287464558,w=0.85um
14,2.386756799399211,0.005488384714694778,-279.62334570702455,0.3766542929753901,,0.03202837642535299,0.0006805162768711268,-139.78663136644155,0.21336863355841806,-0.163285659416972,-0.9984759383317255,True,0.9984759383317255,w=0.85um
15,2.37268919614428,0.0059812891641088705,-279.1365393013248,0.8634606986752088,,0.041092574092513504,0.0039853543412346,-139.5280890351916,0.47191096480836,-0.3915497338668489,-0.996629207394226,True,0.996629207394226,w=0.85um
16,2.2728931411419673,-0.015226074803074075,-265.90056382497727,14.099436175022683,,-0.03340099783142737,-0.029820357208003512,-132.66469706282595,7.335302937174015,-6.764133237848668,-0.9476049790201856,True,0.9476049790201856,w=0.85um
17,2.3545708627850805,0.04643796768852968,-261.1693868151939,18.83061318480605,,-0.15967787203277425,-0.023641572762607706,-130.41352780236562,9.586472197634349,-9.244140987171702,-0.931525198588326,True,0.931525198588326,w=0.85um
18,2.4641332588703495,-0.053581691868070574,-253.88385488214578,26.11614511785418,,-0.2028730819624124,0.025466877127053176,-126.64602273238913,13.35397726761085,-12.76216785024333,-0.9046144480884939,True,0.9046144480884939,w=0.85um
19,2.4492544059028583,0.001135179491792637,-278.11564326787936,1.884356732120575,,-0.008342452944232548,-0.010810934731578067,-139.05163994647597,0.9483600535240062,-0.9359966785965689,-0.9932259996176857,True,0.9932259996176857,w=0.85um
