captured_in_slm,final_energy_over_slm_depth,final_excitation_energy_uK,excitation_energy_change_uK,label
True,-0.9999996466065588,4.9475081769347034e-05,4.9475081769347034e-05,p=0.5
True,-0.9999996510698657,4.8850218805456435e-05,4.8850218805456435e-05,p=0.75
True,-0.9999996592555473,4.7704223377957105e-05,4.7704223377957105e-05,p=1
True,-0.9999996578679383,4.789848863388563e-05,4.789848863388563e-05,p=1.5
True,-0.999999658374217,4.782760961702604e-05,4.782760961702604e-05,p=2
True,-0.9999996585238866,4.7806655877362766e-05,4.7806655877362766e-05,p=3
True,-0.9999996586396758,4.779044539084137e-05,4.779044539084137e-05,p=4
True,-0.9999996588517913,4.776074921669937e-05,4.776074921669937e-05,p=6
