axis1_vmax_m_s,axis2_vmax_m_s,barrier_uK,distance_um,duration_us,geometry,min_depth_uK,n_minima_at_peak,path_vmax_m_s,profile,severity,split_fraction,v1_over_vs,v2_over_vs,zs1_peak_over_zr,zs2_peak_over_zr
0.901561146012848,0.901561146012848,0.0,510.0,800.0,diagonal,-279.9999951840904,1,1.275,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,1.6721311475409837,1.6721311475409837
0.901561146012848,0.901561146012848,0.0,510.0,800.0,diagonal,-279.9999891642035,1,1.275,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,2.5081967213114753,2.5081967213114753
0.901561146012848,0.901561146012848,0.0,510.0,800.0,diagonal,-279.9999807363625,1,1.275,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,3.3442622950819674,3.3442622950819674
0.901561146012848,0.901561146012848,0.0,510.0,800.0,diagonal,-279.999990894921,1,1.275,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,4.1803278688524586,4.1803278688524586
0.7212489168102783,0.7212489168102783,0.0,510.0,1000.0,diagonal,-280.0,1,1.0199999999999998,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
0.7212489168102783,0.7212489168102783,0.0,510.0,1000.0,diagonal,-279.99918611362614,1,1.0199999999999998,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,1.3377049180327867,1.3377049180327867
0.7212489168102783,0.7212489168102783,0.0,510.0,1000.0,diagonal,-279.9994172761388,1,1.0199999999999998,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,2.0065573770491802,2.0065573770491802
0.7212489168102783,0.7212489168102783,0.0,510.0,1000.0,diagonal,-279.99990247786246,1,1.0199999999999998,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,2.6754098360655734,2.6754098360655734
0.7212489168102783,0.7212489168102783,0.0,510.0,1000.0,diagonal,-279.9999807363625,1,1.0199999999999998,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,3.3442622950819665,3.3442622950819665
0.6010407640085653,0.6010407640085653,0.0,510.0,1200.0,diagonal,-280.0,1,0.85,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
0.6010407640085653,0.6010407640085653,0.0,510.0,1200.0,diagonal,-279.99956536482404,1,0.85,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,1.1147540983606556,1.1147540983606556
0.6010407640085653,0.6010407640085653,0.0,510.0,1200.0,diagonal,-279.9999951840904,1,0.85,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,1.6721311475409837,1.6721311475409837
0.6010407640085653,0.6010407640085653,0.0,510.0,1200.0,diagonal,-279.99936309739064,1,0.85,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,2.2295081967213113,2.2295081967213113
0.6010407640085653,0.6010407640085653,0.0,510.0,1200.0,diagonal,-279.99965205095646,1,0.85,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,2.7868852459016393,2.7868852459016393
0.450780573006424,0.450780573006424,0.0,510.0,1600.0,diagonal,-280.0,1,0.6375,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
0.450780573006424,0.450780573006424,0.0,510.0,1600.0,diagonal,-279.99999879602257,1,0.6375,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,0.8360655737704918,0.8360655737704918
0.450780573006424,0.450780573006424,0.0,510.0,1600.0,diagonal,-279.99898745864675,1,0.6375,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,1.2540983606557377,1.2540983606557377
0.450780573006424,0.450780573006424,0.0,510.0,1600.0,diagonal,-279.9999951840904,1,0.6375,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,1.6721311475409837,1.6721311475409837
0.450780573006424,0.450780573006424,0.0,510.0,1600.0,diagonal,-279.99905608488046,1,0.6375,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,2.0901639344262293,2.0901639344262293
0.3606244584051391,0.3606244584051391,0.0,510.0,2000.0,diagonal,-280.0,1,0.5099999999999999,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
0.3606244584051391,0.3606244584051391,0.0,510.0,2000.0,diagonal,-279.9997965279629,1,0.5099999999999999,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,0.6688524590163933,0.6688524590163933
0.3606244584051391,0.3606244584051391,0.0,510.0,2000.0,diagonal,-279.99985431880725,1,0.5099999999999999,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,1.0032786885245901,1.0032786885245901
0.3606244584051391,0.3606244584051391,0.0,510.0,2000.0,diagonal,-279.99918611362614,1,0.5099999999999999,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,1.3377049180327867,1.3377049180327867
0.3606244584051391,0.3606244584051391,0.0,510.0,2000.0,diagonal,-279.9999951840904,1,0.5099999999999999,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,1.6721311475409832,1.6721311475409832
2.15667568261897,2.15667568261897,0.0,610.0,400.0,diagonal,-280.0,1,3.0500000000000003,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
2.15667568261897,2.15667568261897,0.0,610.0,400.0,diagonal,-280.0,1,3.0500000000000003,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,4.000000000000001,4.000000000000001
2.15667568261897,2.15667568261897,0.0,610.0,400.0,diagonal,-280.0,1,3.0500000000000003,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,6.000000000000001,6.000000000000001
2.15667568261897,2.15667568261897,0.0,610.0,400.0,diagonal,-279.9988800044799,1,3.0500000000000003,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,8.000000000000002,8.000000000000002
2.15667568261897,2.15667568261897,0.0,610.0,400.0,diagonal,-279.9974800226797,1,3.0500000000000003,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,10.000000000000002,10.000000000000002
1.4377837884126463,1.4377837884126463,0.0,610.0,600.0,diagonal,-280.0,1,2.033333333333333,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
1.4377837884126463,1.4377837884126463,0.0,610.0,600.0,diagonal,-279.9995022231071,1,2.033333333333333,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,2.6666666666666665,2.6666666666666665
1.4377837884126463,1.4377837884126463,0.0,610.0,600.0,diagonal,-280.0,1,2.033333333333333,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,3.999999999999999,3.999999999999999
1.4377837884126463,1.4377837884126463,0.0,610.0,600.0,diagonal,-279.99987555561086,1,2.033333333333333,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,5.333333333333333,5.333333333333333
1.4377837884126463,1.4377837884126463,0.0,610.0,600.0,diagonal,-280.0,1,2.033333333333333,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,6.666666666666665,6.666666666666665
1.078337841309485,1.078337841309485,0.0,610.0,800.0,diagonal,-280.0,1,1.5250000000000001,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
1.078337841309485,1.078337841309485,0.0,610.0,800.0,diagonal,-280.0,1,1.5250000000000001,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,2.0000000000000004,2.0000000000000004
1.078337841309485,1.078337841309485,0.0,610.0,800.0,diagonal,-280.0,1,1.5250000000000001,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,3.0000000000000004,3.0000000000000004
1.078337841309485,1.078337841309485,0.0,610.0,800.0,diagonal,-280.0,1,1.5250000000000001,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,4.000000000000001,4.000000000000001
1.078337841309485,1.078337841309485,0.0,610.0,800.0,diagonal,-279.99993000001746,1,1.5250000000000001,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,5.000000000000001,5.000000000000001
0.8626702730475879,0.8626702730475879,0.0,610.0,1000.0,diagonal,-280.0,1,1.22,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
0.8626702730475879,0.8626702730475879,0.0,610.0,1000.0,diagonal,-280.0,1,1.22,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,1.6,1.6
0.8626702730475879,0.8626702730475879,0.0,610.0,1000.0,diagonal,-280.0,1,1.22,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,2.4,2.4
0.8626702730475879,0.8626702730475879,0.0,610.0,1000.0,diagonal,-280.0,1,1.22,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,3.2,3.2
0.8626702730475879,0.8626702730475879,0.0,610.0,1000.0,diagonal,-280.0,1,1.22,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,4.0,4.0
0.7188918942063232,0.7188918942063232,0.0,610.0,1200.0,diagonal,-280.0,1,1.0166666666666666,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
0.7188918942063232,0.7188918942063232,0.0,610.0,1200.0,diagonal,-279.9995022231071,1,1.0166666666666666,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,1.3333333333333333,1.3333333333333333
0.7188918942063232,0.7188918942063232,0.0,610.0,1200.0,diagonal,-280.0,1,1.0166666666666666,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,1.9999999999999996,1.9999999999999996
0.7188918942063232,0.7188918942063232,0.0,610.0,1200.0,diagonal,-279.9995022231071,1,1.0166666666666666,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,2.6666666666666665,2.6666666666666665
0.7188918942063232,0.7188918942063232,0.0,610.0,1200.0,diagonal,-279.9995022231071,1,1.0166666666666666,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,3.3333333333333326,3.3333333333333326
0.5391689206547425,0.5391689206547425,0.0,610.0,1600.0,diagonal,-280.0,1,0.7625000000000001,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
0.5391689206547425,0.5391689206547425,0.0,610.0,1600.0,diagonal,-280.0,1,0.7625000000000001,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,1.0000000000000002,1.0000000000000002
0.5391689206547425,0.5391689206547425,0.0,610.0,1600.0,diagonal,-280.0,1,0.7625000000000001,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,1.5000000000000002,1.5000000000000002
0.5391689206547425,0.5391689206547425,0.0,610.0,1600.0,diagonal,-280.0,1,0.7625000000000001,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,2.0000000000000004,2.0000000000000004
0.5391689206547425,0.5391689206547425,0.0,610.0,1600.0,diagonal,-280.0,1,0.7625000000000001,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,2.5000000000000004,2.5000000000000004
0.43133513652379396,0.43133513652379396,0.0,610.0,2000.0,diagonal,-280.0,1,0.61,adiabatic_sine,0.0,0.0,0.0,0.0,0.0,0.0
0.43133513652379396,0.43133513652379396,0.0,610.0,2000.0,diagonal,-280.0,1,0.61,adiabatic_sine,0.5,0.0,0.35355339059327373,0.35355339059327373,0.8,0.8
0.43133513652379396,0.43133513652379396,0.0,610.0,2000.0,diagonal,-280.0,1,0.61,adiabatic_sine,0.75,0.0,0.5303300858899106,0.5303300858899106,1.2,1.2
0.43133513652379396,0.43133513652379396,0.0,610.0,2000.0,diagonal,-280.0,1,0.61,adiabatic_sine,1.0,0.0,0.7071067811865475,0.7071067811865475,1.6,1.6
0.43133513652379396,0.43133513652379396,0.0,610.0,2000.0,diagonal,-280.0,1,0.61,adiabatic_sine,1.25,0.0,0.8838834764831843,0.8838834764831843,2.0,2.0
1.35,0.0,0.0,270.0,400.0,straight,-280.0,1,1.35,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
1.35,0.0,2.7644804336764284,270.0,400.0,straight,-111.82759487786292,2,1.35,constant_jerk,0.5,0.31343283582089554,0.5,0.0,2.5038535202671195,0.0
1.35,0.0,12.693381640377105,270.0,400.0,straight,-74.55174165286219,2,1.35,constant_jerk,0.75,0.48258706467661694,0.75,0.0,3.755780280400679,0.0
1.35,0.0,17.395536021318645,270.0,400.0,straight,-55.913740939502524,2,1.35,constant_jerk,1.0,0.5522388059701493,1.0,0.0,5.007707040534239,0.0
1.35,0.0,18.79492714351915,270.0,400.0,straight,-44.731014174789266,2,1.35,constant_jerk,1.25,0.6019900497512438,1.25,0.0,6.259633800667799,0.0
0.9000000000000001,0.0,0.0,270.0,600.0,straight,-280.0,1,0.9000000000000001,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.9000000000000001,0.0,0.0,270.0,600.0,straight,-165.03719154034025,1,0.9000000000000001,constant_jerk,0.5,0.0,0.5,0.0,1.6692356801780799,0.0
0.9000000000000001,0.0,2.7644804336764546,270.0,600.0,straight,-111.82759487786292,2,0.9000000000000001,constant_jerk,0.75,0.31343283582089554,0.75,0.0,2.50385352026712,0.0
0.9000000000000001,0.0,9.920804037858876,270.0,600.0,straight,-83.87063602748046,2,0.9000000000000001,constant_jerk,1.0,0.4427860696517413,1.0,0.0,3.3384713603561598,0.0
0.9000000000000001,0.0,14.795938050381121,270.0,600.0,straight,-67.0964857047732,2,0.9000000000000001,constant_jerk,1.25,0.5124378109452736,1.25,0.0,4.1730892004452,0.0
0.675,0.0,0.0,270.0,800.0,straight,-280.0,1,0.675,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.675,0.0,0.0,270.0,800.0,straight,-201.17372834591217,1,0.675,constant_jerk,0.5,0.0,0.5,0.0,1.2519267601335597,0.0
0.675,0.0,0.0,270.0,800.0,straight,-148.80810700999632,1,0.675,constant_jerk,0.75,0.0,0.75,0.0,1.8778901402003394,0.0
0.675,0.0,2.7644804336764284,270.0,800.0,straight,-111.82759487786292,2,0.675,constant_jerk,1.0,0.31343283582089554,1.0,0.0,2.5038535202671195,0.0
0.675,0.0,8.277683625851184,270.0,800.0,straight,-89.46206488437093,2,0.675,constant_jerk,1.25,0.4228855721393035,1.25,0.0,3.1298169003338994,0.0
0.54,0.0,0.0,270.0,1000.0,straight,-280.0,1,0.54,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.54,0.0,0.0,270.0,1000.0,straight,-223.86180494232534,1,0.54,constant_jerk,0.5,0.0,0.5,0.0,1.0015414081068479,0.0
0.54,0.0,0.0,270.0,1000.0,straight,-179.00116619171243,1,0.54,constant_jerk,0.75,0.0,0.75,0.0,1.5023121121602716,0.0
0.54,0.0,0.00016530015562862235,270.0,1000.0,straight,-139.78453415285068,2,0.54,constant_jerk,1.0,0.024875621890547265,1.0,0.0,2.0030828162136958,0.0
0.54,0.0,2.7644804336764284,270.0,1000.0,straight,-111.82759487786292,2,0.54,constant_jerk,1.25,0.31343283582089554,1.25,0.0,2.5038535202671195,0.0
0.45000000000000007,0.0,0.0,270.0,1200.0,straight,-280.0,1,0.45000000000000007,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.45000000000000007,0.0,0.0,270.0,1200.0,straight,-238.47080125757634,1,0.45000000000000007,constant_jerk,0.5,0.0,0.5,0.0,0.8346178400890399,0.0
0.45000000000000007,0.0,0.0,270.0,1200.0,straight,-201.17372834591217,1,0.45000000000000007,constant_jerk,0.75,0.0,0.75,0.0,1.25192676013356,0.0
0.45000000000000007,0.0,0.0,270.0,1200.0,straight,-165.03719154034025,1,0.45000000000000007,constant_jerk,1.0,0.0,1.0,0.0,1.6692356801780799,0.0
0.45000000000000007,0.0,0.12031513976742732,270.0,1200.0,straight,-134.19313331612565,2,0.45000000000000007,constant_jerk,1.25,0.14427860696517414,1.25,0.0,2.0865446002226,0.0
0.3375,0.0,0.0,270.0,1600.0,straight,-280.0,1,0.3375,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.3375,0.0,0.0,270.0,1600.0,straight,-255.0187856284168,1,0.3375,constant_jerk,0.5,0.0,0.5,0.0,0.6259633800667799,0.0
0.3375,0.0,0.0,270.0,1600.0,straight,-229.43187370402995,1,0.3375,constant_jerk,0.75,0.0,0.75,0.0,0.9389450701001697,0.0
0.3375,0.0,0.0,270.0,1600.0,straight,-201.17372834591217,1,0.3375,constant_jerk,1.0,0.0,1.0,0.0,1.2519267601335597,0.0
0.3375,0.0,0.0,270.0,1600.0,straight,-173.6719319259748,1,0.3375,constant_jerk,1.25,0.0,1.25,0.0,1.5649084501669497,0.0
0.27,0.0,0.0,270.0,2000.0,straight,-280.0,1,0.27,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.27,0.0,0.0,270.0,2000.0,straight,-263.4810244995584,1,0.27,constant_jerk,0.5,0.0,0.5,0.0,0.5007707040534239,0.0
0.27,0.0,0.0,270.0,2000.0,straight,-245.38608665668335,1,0.27,constant_jerk,0.75,0.0,0.75,0.0,0.7511560560801358,0.0
0.27,0.0,0.0,270.0,2000.0,straight,-223.86180494232534,1,0.27,constant_jerk,1.0,0.0,1.0,0.0,1.0015414081068479,0.0
0.27,0.0,0.0,270.0,2000.0,straight,-201.17372834591217,1,0.27,constant_jerk,1.25,0.0,1.25,0.0,1.2519267601335597,0.0
2.55,0.0,0.0,510.0,400.0,straight,-280.0,1,2.55,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
2.55,0.0,16.727406693022054,510.0,400.0,straight,-59.202830765891775,2,2.55,constant_jerk,0.5,0.5422885572139303,0.5,0.0,4.729501093837892,0.0
2.55,0.0,18.853199512022435,510.0,400.0,straight,-39.468572382475095,2,2.55,constant_jerk,0.75,0.6218905472636815,0.75,0.0,7.094251640756838,0.0
2.55,0.0,17.61931700067869,510.0,400.0,straight,-29.60137811376949,2,2.55,constant_jerk,1.0,0.6716417910447762,1.0,0.0,9.459002187675784,0.0
2.55,0.0,15.892571034277033,510.0,400.0,straight,-23.68106326451152,2,2.55,constant_jerk,1.25,0.7014925373134329,1.25,0.0,11.82375273459473,0.0
1.7,0.0,0.0,510.0,600.0,straight,-280.0,1,1.7,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
1.7,0.0,8.468089172476102,510.0,600.0,straight,-88.8042114649107,2,1.7,constant_jerk,0.5,0.4228855721393035,0.5,0.0,3.1530007292252615,0.0
1.7,0.0,16.727406693022054,510.0,600.0,straight,-59.202830765891775,2,1.7,constant_jerk,0.75,0.5422885572139303,0.75,0.0,4.729501093837892,0.0
1.7,0.0,18.811288211239127,510.0,600.0,straight,-44.40205715357086,2,1.7,constant_jerk,1.0,0.6019900497512438,1.0,0.0,6.306001458450523,0.0
1.7,0.0,18.586356716963575,510.0,600.0,straight,-35.52166718487868,2,1.7,constant_jerk,1.25,0.6417910447761194,1.25,0.0,7.882501823063154,0.0
1.275,0.0,0.0,510.0,800.0,straight,-280.0,1,1.275,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
1.275,0.0,1.6422777305248666,510.0,800.0,straight,-118.40569718861794,2,1.275,constant_jerk,0.5,0.2736318407960199,0.5,0.0,2.364750546918946,0.0
1.275,0.0,11.394405996845562,510.0,800.0,straight,-78.93707347142463,2,1.275,constant_jerk,0.75,0.4626865671641791,0.75,0.0,3.547125820378419,0.0
1.275,0.0,16.727406693022054,510.0,800.0,straight,-59.202830765891775,2,1.275,constant_jerk,1.0,0.5422885572139303,1.0,0.0,4.729501093837892,0.0
1.275,0.0,18.607658107354332,510.0,800.0,straight,-47.362249000924,2,1.275,constant_jerk,1.25,0.582089552238806,1.25,0.0,5.911876367297365,0.0
1.0199999999999998,0.0,0.0,510.0,1000.0,straight,-280.0,1,1.0199999999999998,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
1.0199999999999998,0.0,0.0,510.0,1000.0,straight,-147.77851229735805,1,1.0199999999999998,constant_jerk,0.5,0.0,0.5,0.0,1.8918004375351563,0.0
1.0199999999999998,0.0,5.744988857310287,510.0,1000.0,straight,-98.67138806904445,2,1.0199999999999998,constant_jerk,0.75,0.38308457711442784,0.75,0.0,2.8377006563027343,0.0
1.0199999999999998,0.0,12.853561120222125,510.0,1000.0,straight,-74.00348074636145,2,1.0199999999999998,constant_jerk,1.0,0.48258706467661694,1.0,0.0,3.7836008750703125,0.0
1.0199999999999998,0.0,16.72740669302203,510.0,1000.0,straight,-59.202830765891804,2,1.0199999999999998,constant_jerk,1.25,0.5422885572139303,1.25,0.0,4.72950109383789,0.0
0.85,0.0,0.0,510.0,1200.0,straight,-280.0,1,0.85,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,510.0,1200.0,straight,-172.69683252218425,1,0.85,constant_jerk,0.5,0.0,0.5,0.0,1.5765003646126308,0.0
0.85,0.0,1.6422777305248666,510.0,1200.0,straight,-118.40569718861794,2,0.85,constant_jerk,0.75,0.2736318407960199,0.75,0.0,2.364750546918946,0.0
0.85,0.0,8.468089172476102,510.0,1200.0,straight,-88.8042114649107,2,0.85,constant_jerk,1.0,0.4228855721393035,1.0,0.0,3.1530007292252615,0.0
0.85,0.0,13.705896512096848,510.0,1200.0,straight,-71.04342231800936,2,0.85,constant_jerk,1.25,0.4925373134328358,1.25,0.0,3.941250911531577,0.0
0.6375,0.0,0.0,510.0,1600.0,straight,-280.0,1,0.6375,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.6375,0.0,0.0,510.0,1600.0,straight,-207.48377066751092,1,0.6375,constant_jerk,0.5,0.0,0.5,0.0,1.182375273459473,0.0
0.6375,0.0,0.0,510.0,1600.0,straight,-156.74143279083245,1,0.6375,constant_jerk,0.75,0.0,0.75,0.0,1.7735629101892094,0.0
0.6375,0.0,1.6422777305248666,510.0,1600.0,straight,-118.40569718861794,2,0.6375,constant_jerk,1.0,0.2736318407960199,1.0,0.0,2.364750546918946,0.0
0.6375,0.0,6.795611855503385,510.0,1600.0,straight,-94.72450176587559,2,0.6375,constant_jerk,1.25,0.40298507462686567,1.25,0.0,2.9559381836486827,0.0
0.5099999999999999,0.0,0.0,510.0,2000.0,straight,-280.0,1,0.5099999999999999,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.5099999999999999,0.0,0.0,510.0,2000.0,straight,-228.8175468439715,1,0.5099999999999999,constant_jerk,0.5,0.0,0.5,0.0,0.9459002187675781,0.0
0.5099999999999999,0.0,0.0,510.0,2000.0,straight,-186.25879287314282,1,0.5099999999999999,constant_jerk,0.75,0.0,0.75,0.0,1.4188503281513671,0.0
0.5099999999999999,0.0,0.0,510.0,2000.0,straight,-147.77851229735805,1,0.5099999999999999,constant_jerk,1.0,0.0,1.0,0.0,1.8918004375351563,0.0
0.5099999999999999,0.0,1.6422777305248923,510.0,2000.0,straight,-118.40569718861798,2,0.5099999999999999,constant_jerk,1.25,0.2736318407960199,1.25,0.0,2.364750546918945,0.0
3.0500000000000003,0.0,0.0,610.0,400.0,straight,-280.0,1,3.0500000000000003,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
3.0500000000000003,0.0,18.386346704617516,610.0,400.0,straight,-49.49744040030648,2,3.0500000000000003,constant_jerk,0.5,0.572139303482587,0.5,0.0,5.6568542494923815,0.0
3.0500000000000003,0.0,18.261464745837067,610.0,400.0,straight,-32.99830312279632,2,3.0500000000000003,constant_jerk,0.75,0.6517412935323383,0.75,0.0,8.485281374238571,0.0
3.0500000000000003,0.0,16.263886964799706,610.0,400.0,straight,-24.748643917491098,2,3.0500000000000003,constant_jerk,1.0,0.7014925373134329,1.0,0.0,11.313708498984763,0.0
3.0500000000000003,0.0,14.308769979120193,610.0,400.0,straight,-19.798956978124362,2,3.0500000000000003,constant_jerk,1.25,0.7313432835820896,1.25,0.0,14.142135623730953,0.0
2.033333333333333,0.0,0.0,610.0,600.0,straight,-280.0,1,2.033333333333333,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
2.033333333333333,0.0,12.782776180164463,610.0,600.0,straight,-74.24618576140647,2,2.033333333333333,constant_jerk,0.5,0.48258706467661694,0.5,0.0,3.771236166328254,0.0
2.033333333333333,0.0,18.386346704617516,610.0,600.0,straight,-49.49744040030649,2,2.033333333333333,constant_jerk,0.75,0.572139303482587,0.75,0.0,5.656854249492381,0.0
2.033333333333333,0.0,18.728850007350673,610.0,600.0,straight,-37.12297122716491,2,2.033333333333333,constant_jerk,1.0,0.6318407960199005,1.0,0.0,7.542472332656508,0.0
2.033333333333333,0.0,17.641067979728017,610.0,600.0,straight,-29.698443417702503,2,2.033333333333333,constant_jerk,1.25,0.6716417910447762,1.25,0.0,9.428090415820634,0.0
1.5250000000000001,0.0,0.0,610.0,800.0,straight,-280.0,1,1.5250000000000001,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
1.5250000000000001,0.0,5.661504096251977,610.0,800.0,straight,-98.9948702429364,2,1.5250000000000001,constant_jerk,0.5,0.38308457711442784,0.5,0.0,2.8284271247461907,0.0
1.5250000000000001,0.0,15.087512889271862,610.0,800.0,straight,-65.99658181979798,2,1.5250000000000001,constant_jerk,0.75,0.5124378109452736,0.75,0.0,4.242640687119286,0.0
1.5250000000000001,0.0,18.386346704617516,610.0,800.0,straight,-49.49744040030648,2,1.5250000000000001,constant_jerk,1.0,0.572139303482587,1.0,0.0,5.6568542494923815,0.0
1.5250000000000001,0.0,18.857231737820648,610.0,800.0,straight,-39.59792424741182,2,1.5250000000000001,constant_jerk,1.25,0.6218905472636815,1.25,0.0,7.071067811865476,0.0
1.22,0.0,0.0,610.0,1000.0,straight,-280.0,1,1.22,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
1.22,0.0,0.9366628737126159,610.0,1000.0,straight,-123.74364399736636,2,1.22,constant_jerk,0.5,0.24378109452736318,0.5,0.0,2.262741699796952,0.0
1.22,0.0,10.330831686596401,610.0,1000.0,straight,-82.49569118504145,2,1.22,constant_jerk,0.75,0.4527363184079602,0.75,0.0,3.394112549695428,0.0
1.22,0.0,16.120206258547864,610.0,1000.0,straight,-61.8717883198454,2,1.22,constant_jerk,1.0,0.5223880597014925,1.0,0.0,4.525483399593904,0.0
1.22,0.0,18.386346704617516,610.0,1000.0,straight,-49.49744040030649,2,1.22,constant_jerk,1.25,0.572139303482587,1.25,0.0,5.656854249492381,0.0
1.0166666666666666,0.0,0.0,610.0,1200.0,straight,-280.0,1,1.0166666666666666,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
1.0166666666666666,0.0,0.0,610.0,1200.0,straight,-148.23528756989495,1,1.0166666666666666,constant_jerk,0.5,0.0,0.5,0.0,1.885618083164127,0.0
1.0166666666666666,0.0,5.661504096251977,610.0,1200.0,straight,-98.99487024293643,2,1.0166666666666666,constant_jerk,0.75,0.38308457711442784,0.75,0.0,2.8284271247461903,0.0
1.0166666666666666,0.0,12.782776180164463,610.0,1200.0,straight,-74.24618576140647,2,1.0166666666666666,constant_jerk,1.0,0.48258706467661694,1.0,0.0,3.771236166328254,0.0
1.0166666666666666,0.0,16.685100430944253,610.0,1200.0,straight,-59.39695792201092,2,1.0166666666666666,constant_jerk,1.25,0.5323383084577115,1.25,0.0,4.714045207910317,0.0
0.7625000000000001,0.0,0.0,610.0,1600.0,straight,-280.0,1,0.7625000000000001,constant_jerk,0.0,0.0,0.0,0.0,0.0,0.0
0.7625000000000001,0.0,0.0,610.0,1600.0,straight,-186.6666335710701,1,0.7625000000000001,constant_jerk,0.5,0.0,0.5,0.0,1.4142135623730954,0.0
0.7625000000000001,0.0,0.22855251372013213,610.0,1600.0,straight,-131.99324230099108,2,0.7625000000000001,constant_jerk,0.75,0.16417910447761194,0.75,0.0,2.121320343559643,0.0
