max_abs_w_residual_over_depth,median_delta_eps_uK_retained,mode,retained,retention_fraction,shots,split_fraction,wilson_high,wilson_low
3.6733510546207455e-06,15.833403276752945,lensing_uncompensated,500,1.0,500,0.2537313432835821,1.0,0.9923756595384479
0.00013377599922090931,17.647415183779714,exploratory_lensing_compensation,500,1.0,500,0.2537313432835821,1.0,0.9923756595384479
