x_m,x_um,slm_potential_J,slm_potential_uK,slm_force_N,aod_potential_J,aod_potential_uK,aod_force_N
-5.218200000000e-07,-5.218200000000e-01,-1.669473560293e-27,-1.209194777451e+02,2.545590454327e-21,-2.596958871567e-27,-1.880969653813e+02,3.959807373398e-21
-5.194800000000e-07,-5.194800000000e-01,-1.675427477853e-27,-1.213507182385e+02,2.543212992023e-21,-2.606220521104e-27,-1.887677839266e+02,3.956109098702e-21
-5.171400000000e-07,-5.171400000000e-01,-1.681375726906e-27,-1.217815481636e+02,2.540745542880e-21,-2.615473352965e-27,-1.894379638101e+02,3.952270844480e-21
-5.148000000000e-07,-5.148000000000e-01,-1.687318096647e-27,-1.222119522519e+02,2.538187906067e-21,-2.624717039229e-27,-1.901074812808e+02,3.948292298327e-21
-5.124600000000e-07,-5.124600000000e-01,-1.693254375807e-27,-1.226419152013e+02,2.535539885824e-21,-2.633951251255e-27,-1.907763125353e+02,3.944173155726e-21
-5.101200000000e-07,-5.101200000000e-01,-1.699184352665e-27,-1.230714216767e+02,2.532801291493e-21,-2.643175659701e-27,-1.914444337193e+02,3.939913120101e-21
-5.077800000000e-07,-5.077800000000e-01,-1.705107815059e-27,-1.235004563114e+02,2.529971937557e-21,-2.652389934535e-27,-1.921118209288e+02,3.935511902866e-21
-5.054400000000e-07,-5.054400000000e-01,-1.711024550399e-27,-1.239290037076e+02,2.527051643666e-21,-2.661593745065e-27,-1.927784502118e+02,3.930969223481e-21
-5.031000000000e-07,-5.031000000000e-01,-1.716934345681e-27,-1.243570484374e+02,2.524040234676e-21,-2.670786759948e-27,-1.934442975693e+02,3.926284809496e-21
-5.007600000000e-07,-5.007600000000e-01,-1.722836987495e-27,-1.247845750437e+02,2.520937540676e-21,-2.679968647214e-27,-1.941093389569e+02,3.921458396608e-21
-4.984200000000e-07,-4.984200000000e-01,-1.728732262040e-27,-1.252115680409e+02,2.517743397023e-21,-2.689139074285e-27,-1.947735502858e+02,3.916489728703e-21
-4.960800000000e-07,-4.960800000000e-01,-1.734619955138e-27,-1.256380119160e+02,2.514457644371e-21,-2.698297707992e-27,-1.954369074249e+02,3.911378557910e-21
-4.937400000000e-07,-4.937400000000e-01,-1.740499852241e-27,-1.260638911295e+02,2.511080128703e-21,-2.707444214597e-27,-1.960993862015e+02,3.906124644649e-21
-4.914000000000e-07,-4.914000000000e-01,-1.746371738449e-27,-1.264891901163e+02,2.507610701363e-21,-2.716578259809e-27,-1.967609624032e+02,3.900727757675e-21
-4.890600000000e-07,-4.890600000000e-01,-1.752235398520e-27,-1.269138932864e+02,2.504049219082e-21,-2.725699508809e-27,-1.974216117789e+02,3.895187674127e-21
-4.867200000000e-07,-4.867200000000e-01,-1.758090616884e-27,-1.273379850262e+02,2.500395544012e-21,-2.734807626264e-27,-1.980813100407e+02,3.889504179575e-21
-4.843800000000e-07,-4.843800000000e-01,-1.763937177652e-27,-1.277614496988e+02,2.496649543754e-21,-2.743902276348e-27,-1.987400328648e+02,3.883677068062e-21
-4.820400000000e-07,-4.820400000000e-01,-1.769774864636e-27,-1.281842716459e+02,2.492811091384e-21,-2.752983122767e-27,-1.993977558935e+02,3.877706142153e-21
-4.797000000000e-07,-4.797000000000e-01,-1.775603461353e-27,-1.286064351876e+02,2.488880065486e-21,-2.762049828771e-27,-2.000544547362e+02,3.871591212978e-21
-4.773600000000e-07,-4.773600000000e-01,-1.781422751044e-27,-1.290279246242e+02,2.484856350175e-21,-2.771102057180e-27,-2.007101049709e+02,3.865332100272e-21
-4.750200000000e-07,-4.750200000000e-01,-1.787232516687e-27,-1.294487242368e+02,2.480739835129e-21,-2.780139470403e-27,-2.013646821461e+02,3.858928632422e-21
-4.726800000000e-07,-4.726800000000e-01,-1.793032541007e-27,-1.298688182881e+02,2.476530415613e-21,-2.789161730455e-27,-2.020181617816e+02,3.852380646509e-21
-4.703400000000e-07,-4.703400000000e-01,-1.798822606490e-27,-1.302881910239e+02,2.472227992509e-21,-2.798168498984e-27,-2.026705193705e+02,3.845687988347e-21
-4.680000000000e-07,-4.680000000000e-01,-1.804602495396e-27,-1.307068266733e+02,2.467832472337e-21,-2.807159437283e-27,-2.033217303806e+02,3.838850512524e-21
-4.656600000000e-07,-4.656600000000e-01,-1.810371989776e-27,-1.311247094501e+02,2.463343767285e-21,-2.816134206318e-27,-2.039717702557e+02,3.831868082443e-21
-4.633200000000e-07,-4.633200000000e-01,-1.816130871479e-27,-1.315418235539e+02,2.458761795233e-21,-2.825092466745e-27,-2.046206144172e+02,3.824740570362e-21
-4.609800000000e-07,-4.609800000000e-01,-1.821878922169e-27,-1.319581531707e+02,2.454086479777e-21,-2.834033878930e-27,-2.052682382655e+02,3.817467857431e-21
-4.586400000000e-07,-4.586400000000e-01,-1.827615923341e-27,-1.323736824740e+02,2.449317750255e-21,-2.842958102975e-27,-2.059146171818e+02,3.810049833730e-21
-4.563000000000e-07,-4.563000000000e-01,-1.833341656327e-27,-1.327883956260e+02,2.444455541769e-21,-2.851864798731e-27,-2.065597265294e+02,3.802486398308e-21
-4.539600000000e-07,-4.539600000000e-01,-1.839055902317e-27,-1.332022767783e+02,2.439499795210e-21,-2.860753625826e-27,-2.072035416551e+02,3.794777459215e-21
-4.516200000000e-07,-4.516200000000e-01,-1.844758442367e-27,-1.336153100728e+02,2.434450457278e-21,-2.869624243682e-27,-2.078460378910e+02,3.786922933543e-21
-4.492800000000e-07,-4.492800000000e-01,-1.850449057418e-27,-1.340274796431e+02,2.429307480508e-21,-2.878476311539e-27,-2.084871905560e+02,3.778922747457e-21
-4.469400000000e-07,-4.469400000000e-01,-1.856127528305e-27,-1.344387696152e+02,2.424070823291e-21,-2.887309488474e-27,-2.091269749570e+02,3.770776836230e-21
-4.446000000000e-07,-4.446000000000e-01,-1.861793635772e-27,-1.348491641085e+02,2.418740449892e-21,-2.896123433424e-27,-2.097653663910e+02,3.762485144277e-21
-4.422600000000e-07,-4.422600000000e-01,-1.867447160488e-27,-1.352586472368e+02,2.413316330477e-21,-2.904917805204e-27,-2.104023401461e+02,3.754047625187e-21
-4.399200000000e-07,-4.399200000000e-01,-1.873087883058e-27,-1.356672031094e+02,2.407798441128e-21,-2.913692262535e-27,-2.110378715036e+02,3.745464241755e-21
-4.375800000000e-07,-4.375800000000e-01,-1.878715584038e-27,-1.360748158321e+02,2.402186763864e-21,-2.922446464059e-27,-2.116719357389e+02,3.736734966011e-21
-4.352400000000e-07,-4.352400000000e-01,-1.884330043949e-27,-1.364814695081e+02,2.396481286663e-21,-2.931180068365e-27,-2.123045081237e+02,3.727859779254e-21
-4.329000000000e-07,-4.329000000000e-01,-1.889931043291e-27,-1.368871482390e+02,2.390682003479e-21,-2.939892734008e-27,-2.129355639274e+02,3.718838672079e-21
-4.305600000000e-07,-4.305600000000e-01,-1.895518362556e-27,-1.372918361261e+02,2.384788914259e-21,-2.948584119532e-27,-2.135650784184e+02,3.709671644403e-21
-4.282200000000e-07,-4.282200000000e-01,-1.901091782245e-27,-1.376955172709e+02,2.378802024964e-21,-2.957253883493e-27,-2.141930268658e+02,3.700358705499e-21
-4.258800000000e-07,-4.258800000000e-01,-1.906651082878e-27,-1.380981757766e+02,2.372721347582e-21,-2.965901684478e-27,-2.148193845414e+02,3.690899874017e-21
-4.235400000000e-07,-4.235400000000e-01,-1.912196045011e-27,-1.384997957491e+02,2.366546900151e-21,-2.974527181129e-27,-2.154441267207e+02,3.681295178012e-21
-4.212000000000e-07,-4.212000000000e-01,-1.917726449249e-27,-1.389003612974e+02,2.360278706768e-21,-2.983130032165e-27,-2.160672286849e+02,3.671544654973e-21
-4.188600000000e-07,-4.188600000000e-01,-1.923242076261e-27,-1.392998565356e+02,2.353916797611e-21,-2.991709896405e-27,-2.166886657221e+02,3.661648351840e-21
-4.165200000000e-07,-4.165200000000e-01,-1.928742706792e-27,-1.396982655832e+02,2.347461208950e-21,-3.000266432787e-27,-2.173084131294e+02,3.651606325033e-21
-4.141800000000e-07,-4.141800000000e-01,-1.934228121681e-27,-1.400955725663e+02,2.340911983163e-21,-3.008799300393e-27,-2.179264462143e+02,3.641418640476e-21
-4.118400000000e-07,-4.118400000000e-01,-1.939698101874e-27,-1.404917616189e+02,2.334269168751e-21,-3.017308158470e-27,-2.185427402961e+02,3.631085373612e-21
-4.095000000000e-07,-4.095000000000e-01,-1.945152428434e-27,-1.408868168835e+02,2.327532820349e-21,-3.025792666453e-27,-2.191572707077e+02,3.620606609432e-21
-4.071600000000e-07,-4.071600000000e-01,-1.950590882564e-27,-1.412807225127e+02,2.320702998742e-21,-3.034252483988e-27,-2.197700127975e+02,3.609982442488e-21
-4.048200000000e-07,-4.048200000000e-01,-1.956013245611e-27,-1.416734626695e+02,2.313779770877e-21,-3.042687270951e-27,-2.203809419303e+02,3.599212976920e-21
-4.024800000000e-07,-4.024800000000e-01,-1.961419299091e-27,-1.420650215291e+02,2.306763209872e-21,-3.051096687475e-27,-2.209900334897e+02,3.588298326467e-21
-4.001400000000e-07,-4.001400000000e-01,-1.966808824695e-27,-1.424553832796e+02,2.299653395029e-21,-3.059480393971e-27,-2.215972628793e+02,3.577238614489e-21
-3.978000000000e-07,-3.978000000000e-01,-1.972181604309e-27,-1.428445321228e+02,2.292450411846e-21,-3.067838051147e-27,-2.222026055244e+02,3.566033973983e-21
-3.954600000000e-07,-3.954600000000e-01,-1.977537420023e-27,-1.432324522759e+02,2.285154352027e-21,-3.076169320036e-27,-2.228060368737e+02,3.554684547597e-21
-3.931200000000e-07,-3.931200000000e-01,-1.982876054153e-27,-1.436191279719e+02,2.277765313488e-21,-3.084473862015e-27,-2.234075324007e+02,3.543190487648e-21
-3.907800000000e-07,-3.907800000000e-01,-1.988197289248e-27,-1.440045434609e+02,2.270283400372e-21,-3.092751338830e-27,-2.240070676059e+02,3.531551956134e-21
-3.884400000000e-07,-3.884400000000e-01,-1.993500908110e-27,-1.443886830114e+02,2.262708723051e-21,-3.101001412616e-27,-2.246046180177e+02,3.519769124747e-21
-3.861000000000e-07,-3.861000000000e-01,-1.998786693806e-27,-1.447715309109e+02,2.255041398141e-21,-3.109223745921e-27,-2.252001591948e+02,3.507842174885e-21
-3.837600000000e-07,-3.837600000000e-01,-2.004054429684e-27,-1.451530714674e+02,2.247281548500e-21,-3.117418001731e-27,-2.257936667271e+02,3.495771297667e-21
-3.814200000000e-07,-3.814200000000e-01,-2.009303899385e-27,-1.455332890101e+02,2.239429303246e-21,-3.125583843487e-27,-2.263851162379e+02,3.483556693938e-21
-3.790800000000e-07,-3.790800000000e-01,-2.014534886860e-27,-1.459121678906e+02,2.231484797753e-21,-3.133720935115e-27,-2.269744833854e+02,3.471198574282e-21
-3.767400000000e-07,-3.767400000000e-01,-2.019747176385e-27,-1.462896924841e+02,2.223448173662e-21,-3.141828941044e-27,-2.275617438642e+02,3.458697159030e-21
-3.744000000000e-07,-3.744000000000e-01,-2.024940552575e-27,-1.466658471904e+02,2.215319578886e-21,-3.149907526228e-27,-2.281468734072e+02,3.446052678267e-21
-3.720600000000e-07,-3.720600000000e-01,-2.030114800398e-27,-1.470406164346e+02,2.207099167612e-21,-3.157956356174e-27,-2.287298477871e+02,3.433265371840e-21
-3.697200000000e-07,-3.697200000000e-01,-2.035269705188e-27,-1.474139846687e+02,2.198787100306e-21,-3.165975096959e-27,-2.293106428179e+02,3.420335489364e-21
-3.673800000000e-07,-3.673800000000e-01,-2.040405052665e-27,-1.477859363723e+02,2.190383543716e-21,-3.173963415257e-27,-2.298892343570e+02,3.407263290225e-21
-3.650400000000e-07,-3.650400000000e-01,-2.045520628946e-27,-1.481564560541e+02,2.181888670875e-21,-3.181920978360e-27,-2.304655983063e+02,3.394049043584e-21
-3.627000000000e-07,-3.627000000000e-01,-2.050616220558e-27,-1.485255282521e+02,2.173302661104e-21,-3.189847454201e-27,-2.310397106144e+02,3.380693028384e-21
-3.603600000000e-07,-3.603600000000e-01,-2.055691614457e-27,-1.488931375359e+02,2.164625700010e-21,-3.197742511378e-27,-2.316115472780e+02,3.367195533349e-21
-3.580200000000e-07,-3.580200000000e-01,-2.060746598041e-27,-1.492592685064e+02,2.155857979490e-21,-3.205605819176e-27,-2.321810843434e+02,3.353556856984e-21
-3.556800000000e-07,-3.556800000000e-01,-2.065780959164e-27,-1.496239057982e+02,2.146999697729e-21,-3.213437047588e-27,-2.327482979083e+02,3.339777307578e-21
-3.533400000000e-07,-3.533400000000e-01,-2.070794486148e-27,-1.499870340795e+02,2.138051059203e-21,-3.221235867342e-27,-2.333131641237e+02,3.325857203204e-21
-3.510000000000e-07,-3.510000000000e-01,-2.075786967807e-27,-1.503486380540e+02,2.129012274673e-21,-3.229001949921e-27,-2.338756591952e+02,3.311796871714e-21
-3.486600000000e-07,-3.486600000000e-01,-2.080758193449e-27,-1.507087024616e+02,2.119883561189e-21,-3.236734967588e-27,-2.344357593847e+02,3.297596650739e-21
-3.463200000000e-07,-3.463200000000e-01,-2.085707952902e-27,-1.510672120794e+02,2.110665142082e-21,-3.244434593404e-27,-2.349934410124e+02,3.283256887684e-21
-3.439800000000e-07,-3.439800000000e-01,-2.090636036523e-27,-1.514241517230e+02,2.101357246966e-21,-3.252100501257e-27,-2.355486804581e+02,3.268777939725e-21
-3.416400000000e-07,-3.416400000000e-01,-2.095542235211e-27,-1.517795062475e+02,2.091960111732e-21,-3.259732365883e-27,-2.361014541627e+02,3.254160173805e-21
-3.393000000000e-07,-3.393000000000e-01,-2.100426340427e-27,-1.521332605483e+02,2.082473978543e-21,-3.267329862886e-27,-2.366517386306e+02,3.239403966622e-21
-3.369600000000e-07,-3.369600000000e-01,-2.105288144206e-27,-1.524853995625e+02,2.072899095833e-21,-3.274892668764e-27,-2.371995104305e+02,3.224509704629e-21
-3.346200000000e-07,-3.346200000000e-01,-2.110127439169e-27,-1.528359082699e+02,2.063235718299e-21,-3.282420460930e-27,-2.377447461976e+02,3.209477784021e-21
-3.322800000000e-07,-3.322800000000e-01,-2.114944018545e-27,-1.531847716939e+02,2.053484106895e-21,-3.289912917736e-27,-2.382874226350e+02,3.194308610725e-21
-3.299400000000e-07,-3.299400000000e-01,-2.119737676175e-27,-1.535319749028e+02,2.043644528826e-21,-3.297369718495e-27,-2.388275165154e+02,3.179002600395e-21
-3.276000000000e-07,-3.276000000000e-01,-2.124508206539e-27,-1.538775030104e+02,2.033717257541e-21,-3.304790543505e-27,-2.393650046829e+02,3.163560178397e-21
-3.252600000000e-07,-3.252600000000e-01,-2.129255404758e-27,-1.542213411778e+02,2.023702572727e-21,-3.312175074068e-27,-2.398998640544e+02,3.147981779798e-21
-3.229200000000e-07,-3.229200000000e-01,-2.133979066619e-27,-1.545634746137e+02,2.013600760297e-21,-3.319522992519e-27,-2.404320716213e+02,3.132267849351e-21
-3.205800000000e-07,-3.205800000000e-01,-2.138678988584e-27,-1.549038885759e+02,2.003412112383e-21,-3.326833982242e-27,-2.409616044514e+02,3.116418841485e-21
-3.182400000000e-07,-3.182400000000e-01,-2.143354967806e-27,-1.552425683723e+02,1.993136927327e-21,-3.334107727698e-27,-2.414884396902e+02,3.100435220287e-21
-3.159000000000e-07,-3.159000000000e-01,-2.148006802143e-27,-1.555794993617e+02,1.982775509670e-21,-3.341343914444e-27,-2.420125545627e+02,3.084317459487e-21
-3.135600000000e-07,-3.135600000000e-01,-2.152634290172e-27,-1.559146669553e+02,1.972328170141e-21,-3.348542229157e-27,-2.425339263750e+02,3.068066042441e-21
-3.112200000000e-07,-3.112200000000e-01,-2.157237231207e-27,-1.562480566174e+02,1.961795225645e-21,-3.355702359655e-27,-2.430525325159e+02,3.051681462114e-21
-3.088800000000e-07,-3.088800000000e-01,-2.161815425308e-27,-1.565796538663e+02,1.951176999252e-21,-3.362823994924e-27,-2.435683504586e+02,3.035164221059e-21
-3.065400000000e-07,-3.065400000000e-01,-2.166368673300e-27,-1.569094442759e+02,1.940473820187e-21,-3.369906825134e-27,-2.440813577624e+02,3.018514831402e-21
-3.042000000000e-07,-3.042000000000e-01,-2.170896776785e-27,-1.572374134762e+02,1.929686023809e-21,-3.376950541665e-27,-2.445915320741e+02,3.001733814814e-21
-3.018600000000e-07,-3.018600000000e-01,-2.175399538156e-27,-1.575635471547e+02,1.918813951605e-21,-3.383954837132e-27,-2.450988511296e+02,2.984821702496e-21
-2.995200000000e-07,-2.995200000000e-01,-2.179876760614e-27,-1.578878310573e+02,1.907857951170e-21,-3.390919405400e-27,-2.456032927558e+02,2.967779035153e-21
-2.971800000000e-07,-2.971800000000e-01,-2.184328248179e-27,-1.582102509892e+02,1.896818376197e-21,-3.397843941612e-27,-2.461048348720e+02,2.950606362973e-21
-2.948400000000e-07,-2.948400000000e-01,-2.188753805707e-27,-1.585307928161e+02,1.885695586455e-21,-3.404728142211e-27,-2.466034554917e+02,2.933304245597e-21
-2.925000000000e-07,-2.925000000000e-01,-2.193153238902e-27,-1.588494424652e+02,1.874489947779e-21,-3.411571704958e-27,-2.470991327237e+02,2.915873252101e-21
-2.901600000000e-07,-2.901600000000e-01,-2.197526354331e-27,-1.591661859264e+02,1.863201832048e-21,-3.418374328959e-27,-2.475918447743e+02,2.898313960963e-21
-2.878200000000e-07,-2.878200000000e-01,-2.201872959438e-27,-1.594810092528e+02,1.851831617169e-21,-3.425135714682e-27,-2.480815699487e+02,2.880626960040e-21
-2.854800000000e-07,-2.854800000000e-01,-2.206192862561e-27,-1.597938985623e+02,1.840379687059e-21,-3.431855563984e-27,-2.485682866524e+02,2.862812846537e-21
-2.831400000000e-07,-2.831400000000e-01,-2.210485872940e-27,-1.601048400383e+02,1.828846431629e-21,-3.438533580129e-27,-2.490519733928e+02,2.844872226978e-21
-2.808000000000e-07,-2.808000000000e-01,-2.214751800736e-27,-1.604138199308e+02,1.817232246758e-21,-3.445169467811e-27,-2.495326087812e+02,2.826805717178e-21
-2.784600000000e-07,-2.784600000000e-01,-2.218990457043e-27,-1.607208245574e+02,1.805537534278e-21,-3.451762933178e-27,-2.500101715337e+02,2.808613942210e-21
-2.761200000000e-07,-2.761200000000e-01,-2.223201653903e-27,-1.610258403043e+02,1.793762701952e-21,-3.458313683848e-27,-2.504846404733e+02,2.790297536370e-21
-2.737800000000e-07,-2.737800000000e-01,-2.227385204317e-27,-1.613288536273e+02,1.781908163454e-21,-3.464821428938e-27,-2.509559945314e+02,2.771857143150e-21
-2.714400000000e-07,-2.714400000000e-01,-2.231540922264e-27,-1.616298510529e+02,1.769974338343e-21,-3.471285879077e-27,-2.514242127490e+02,2.753293415200e-21
-2.691000000000e-07,-2.691000000000e-01,-2.235668622709e-27,-1.619288191791e+02,1.757961652044e-21,-3.477706746436e-27,-2.518892742787e+02,2.734607014291e-21
-2.667600000000e-07,-2.667600000000e-01,-2.239768121620e-27,-1.622257446766e+02,1.745870535827e-21,-3.484083744742e-27,-2.523511583858e+02,2.715798611286e-21
-2.644200000000e-07,-2.644200000000e-01,-2.243839235982e-27,-1.625206142895e+02,1.733701426776e-21,-3.490416589305e-27,-2.528098444503e+02,2.696868886095e-21
-2.620800000000e-07,-2.620800000000e-01,-2.247881783808e-27,-1.628134148366e+02,1.721454767771e-21,-3.496704997035e-27,-2.532653119681e+02,2.677818527644e-21
-2.597400000000e-07,-2.597400000000e-01,-2.251895584156e-27,-1.631041332124e+02,1.709131007462e-21,-3.502948686464e-27,-2.537175405526e+02,2.658648233829e-21
-2.574000000000e-07,-2.574000000000e-01,-2.255880457138e-27,-1.633927563876e+02,1.696730600241e-21,-3.509147377771e-27,-2.541665099363e+02,2.639358711486e-21
-2.550600000000e-07,-2.550600000000e-01,-2.259836223939e-27,-1.636792714107e+02,1.684254006218e-21,-3.515300792794e-27,-2.546121999722e+02,2.619950676339e-21
-2.527200000000e-07,-2.527200000000e-01,-2.263762706825e-27,-1.639636654084e+02,1.671701691194e-21,-3.521408655061e-27,-2.550545906353e+02,2.600424852968e-21
-2.503800000000e-07,-2.503800000000e-01,-2.267659729159e-27,-1.642459255871e+02,1.659074126633e-21,-3.527470689803e-27,-2.554936620244e+02,2.580781974762e-21
-2.480400000000e-07,-2.480400000000e-01,-2.271527115415e-27,-1.645260392333e+02,1.646371789634e-21,-3.533486623979e-27,-2.559293943630e+02,2.561022783875e-21
-2.457000000000e-07,-2.457000000000e-01,-2.275364691188e-27,-1.648039937152e+02,1.633595162904e-21,-3.539456186293e-27,-2.563617680014e+02,2.541148031185e-21
-2.433600000000e-07,-2.433600000000e-01,-2.279172283212e-27,-1.650797764828e+02,1.620744734728e-21,-3.545379107219e-27,-2.567907634177e+02,2.521158476244e-21
-2.410200000000e-07,-2.410200000000e-01,-2.282949719367e-27,-1.653533750698e+02,1.607820998939e-21,-3.551255119015e-27,-2.572163612196e+02,2.501054887238e-21
-2.386800000000e-07,-2.386800000000e-01,-2.286696828696e-27,-1.656247770937e+02,1.594824454886e-21,-3.557083955750e-27,-2.576385421458e+02,2.480838040933e-21
-2.363400000000e-07,-2.363400000000e-01,-2.290413441419e-27,-1.658939702574e+02,1.581755607407e-21,-3.562865353318e-27,-2.580572870670e+02,2.460508722633e-21
-2.340000000000e-07,-2.340000000000e-01,-2.294099388940e-27,-1.661609423496e+02,1.568614966797e-21,-3.568599049463e-27,-2.584725769883e+02,2.440067726128e-21
-2.316600000000e-07,-2.316600000000e-01,-2.297754503867e-27,-1.664256812461e+02,1.555403048771e-21,-3.574284783793e-27,-2.588843930494e+02,2.419515853645e-21
-2.293200000000e-07,-2.293200000000e-01,-2.301378620018e-27,-1.666881749104e+02,1.542120374440e-21,-3.579922297806e-27,-2.592927165273e+02,2.398853915795e-21
-2.269800000000e-07,-2.269800000000e-01,-2.304971572440e-27,-1.669484113949e+02,1.528767470268e-21,-3.585511334907e-27,-2.596975288365e+02,2.378082731528e-21
-2.246400000000e-07,-2.246400000000e-01,-2.308533197415e-27,-1.672063788417e+02,1.515344868047e-21,-3.591051640423e-27,-2.600988115316e+02,2.357203128072e-21
-2.223000000000e-07,-2.223000000000e-01,-2.312063332477e-27,-1.674620654835e+02,1.501853104857e-21,-3.596542961630e-27,-2.604965463076e+02,2.336215940888e-21
-2.199600000000e-07,-2.199600000000e-01,-2.315561816423e-27,-1.677154596442e+02,1.488292723034e-21,-3.601985047769e-27,-2.608907150021e+02,2.315122013609e-21
-2.176200000000e-07,-2.176200000000e-01,-2.319028489325e-27,-1.679665497404e+02,1.474664270135e-21,-3.607377650061e-27,-2.612812995961e+02,2.293922197987e-21
-2.152800000000e-07,-2.152800000000e-01,-2.322463192543e-27,-1.682153242817e+02,1.460968298899e-21,-3.612720521733e-27,-2.616682822160e+02,2.272617353842e-21
-2.129400000000e-07,-2.129400000000e-01,-2.325865768734e-27,-1.684617718721e+02,1.447205367213e-21,-3.618013418031e-27,-2.620516451344e+02,2.251208348997e-21
-2.106000000000e-07,-2.106000000000e-01,-2.329236061871e-27,-1.687058812103e+02,1.433376038074e-21,-3.623256096244e-27,-2.624313707715e+02,2.229696059227e-21
-2.082600000000e-07,-2.082600000000e-01,-2.332573917246e-27,-1.689476410909e+02,1.419480879555e-21,-3.628448315715e-27,-2.628074416970e+02,2.208081368196e-21
-2.059200000000e-07,-2.059200000000e-01,-2.335879181487e-27,-1.691870404054e+02,1.405520464758e-21,-3.633589837869e-27,-2.631798406307e+02,2.186365167402e-21
-2.035800000000e-07,-2.035800000000e-01,-2.339151702572e-27,-1.694240681427e+02,1.391495371786e-21,-3.638680426222e-27,-2.635485504442e+02,2.164548356112e-21
-2.012400000000e-07,-2.012400000000e-01,-2.342391329833e-27,-1.696587133901e+02,1.377406183697e-21,-3.643719846407e-27,-2.639135541623e+02,2.142631841306e-21
-1.989000000000e-07,-1.989000000000e-01,-2.345597913976e-27,-1.698909653341e+02,1.363253488464e-21,-3.648707866184e-27,-2.642748349642e+02,2.120616537611e-21
-1.965600000000e-07,-1.965600000000e-01,-2.348771307086e-27,-1.701208132614e+02,1.349037878941e-21,-3.653644255467e-27,-2.646323761844e+02,2.098503367242e-21
-1.942200000000e-07,-1.942200000000e-01,-2.351911362642e-27,-1.703482465595e+02,1.334759952816e-21,-3.658528786332e-27,-2.649861613149e+02,2.076293259935e-21
-1.918800000000e-07,-1.918800000000e-01,-2.355017935528e-27,-1.705732547177e+02,1.320420312569e-21,-3.663361233043e-27,-2.653361740053e+02,2.053987152886e-21
-1.895400000000e-07,-1.895400000000e-01,-2.358090882041e-27,-1.707958273277e+02,1.306019565438e-21,-3.668141372064e-27,-2.656823980653e+02,2.031585990682e-21
-1.872000000000e-07,-1.872000000000e-01,-2.361130059908e-27,-1.710159540845e+02,1.291558323368e-21,-3.672868982079e-27,-2.660248174647e+02,2.009090725240e-21
-1.848600000000e-07,-1.848600000000e-01,-2.364135328289e-27,-1.712336247873e+02,1.277037202973e-21,-3.677543844006e-27,-2.663634163358e+02,1.986502315736e-21
-1.825200000000e-07,-1.825200000000e-01,-2.367106547797e-27,-1.714488293402e+02,1.262456825492e-21,-3.682165741018e-27,-2.666981789736e+02,1.963821728543e-21
-1.801800000000e-07,-1.801800000000e-01,-2.370043580500e-27,-1.716615577529e+02,1.247817816742e-21,-3.686734458556e-27,-2.670290898379e+02,1.941049937154e-21
-1.778400000000e-07,-1.778400000000e-01,-2.372946289939e-27,-1.718718001417e+02,1.233120807079e-21,-3.691249784349e-27,-2.673561335538e+02,1.918187922123e-21
-1.755000000000e-07,-1.755000000000e-01,-2.375814541132e-27,-1.720795467300e+02,1.218366431350e-21,-3.695711508427e-27,-2.676792949133e+02,1.895236670988e-21
-1.731600000000e-07,-1.731600000000e-01,-2.378648200590e-27,-1.722847878491e+02,1.203555328846e-21,-3.700119423140e-27,-2.679985588763e+02,1.872197178204e-21
-1.708200000000e-07,-1.708200000000e-01,-2.381447136326e-27,-1.724875139392e+02,1.188688143260e-21,-3.704473323173e-27,-2.683139105720e+02,1.849070445071e-21
-1.684800000000e-07,-1.684800000000e-01,-2.384211217861e-27,-1.726877155498e+02,1.173765522639e-21,-3.708773005562e-27,-2.686253352997e+02,1.825857479661e-21
-1.661400000000e-07,-1.661400000000e-01,-2.386940316241e-27,-1.728853833408e+02,1.158788119338e-21,-3.713018269708e-27,-2.689328185302e+02,1.802559296747e-21
-1.638000000000e-07,-1.638000000000e-01,-2.389634304041e-27,-1.730805080829e+02,1.143756589968e-21,-3.717208917398e-27,-2.692363459067e+02,1.779176917729e-21
-1.614600000000e-07,-1.614600000000e-01,-2.392293055379e-27,-1.732730806584e+02,1.128671595358e-21,-3.721344752812e-27,-2.695359032464e+02,1.755711370557e-21
-1.591200000000e-07,-1.591200000000e-01,-2.394916445923e-27,-1.734630920620e+02,1.113533800498e-21,-3.725425582547e-27,-2.698314765409e+02,1.732163689663e-21
-1.567800000000e-07,-1.567800000000e-01,-2.397504352903e-27,-1.736505334015e+02,1.098343874492e-21,-3.729451215627e-27,-2.701230519580e+02,1.708534915877e-21
-1.544400000000e-07,-1.544400000000e-01,-2.400056655119e-27,-1.738353958985e+02,1.083102490515e-21,-3.733421463518e-27,-2.704106158421e+02,1.684826096357e-21
-1.521000000000e-07,-1.521000000000e-01,-2.402573232950e-27,-1.740176708888e+02,1.067810325755e-21,-3.737336140144e-27,-2.706941547159e+02,1.661038284508e-21
-1.497600000000e-07,-1.497600000000e-01,-2.405053968365e-27,-1.741973498235e+02,1.052468061370e-21,-3.741195061902e-27,-2.709736552811e+02,1.637172539909e-21
-1.474200000000e-07,-1.474200000000e-01,-2.407498744933e-27,-1.743744242696e+02,1.037076382433e-21,-3.744998047674e-27,-2.712491044193e+02,1.613229928229e-21
-1.450800000000e-07,-1.450800000000e-01,-2.409907447829e-27,-1.745488859101e+02,1.021635977883e-21,-3.748744918845e-27,-2.715204891935e+02,1.589211521151e-21
